ISO,Year,GDP per capita growth (annual %)
EAP,1979,5.345351185
EAP,1980,5.835969908
EAP,1981,3.945390781
EAP,1982,4.650826127
EAP,1983,5.876032582
EAP,1984,8.281028371
EAP,1985,6.210745375
EAP,1986,5.369981642
EAP,1987,7.293949326
EAP,1988,7.886956389
EAP,1989,3.937425985
EAP,1990,3.469848807
EAP,1991,6.448643689
EAP,1992,9.674053979
EAP,1993,9.800796859
EAP,1994,9.466412073
EAP,1995,8.504969649
EAP,1996,7.723921807
EAP,1997,6.061737911
EAP,1998,1.787518045
EAP,1999,5.305425089
EAP,2000,6.658107383
EAP,2001,5.97563938
EAP,2002,7.197854459
EAP,2003,8.104902538
EAP,2004,8.26460246
EAP,2005,9.169699028
EAP,2006,10.19123639
EAP,2007,11.56673485
EAP,2008,7.803868561
EAP,2009,7.204867178
EAP,2010,9.085818426
EAP,2011,7.73841651
EAP,2012,6.643057794
EAP,2013,6.401042595
EAP,2014,6.155751451
EAP,2015,5.848668179
EAP,2016,5.716439816
EAP,2017,5.861677762
EAP,2018,5.854548574
EAP,2019,5.304752203
EAP,2020,0.887897595
EAP,2021,7.381366627
EAP,2022,3.302392945
EAP,2023,5.059420698
EAP,2024,4.786388941
TEA,1960,
TEA,1961,-13.36657896
TEA,1962,-1.966401237
TEA,1963,3.792357726
TEA,1964,8.163469744
TEA,1965,8.150381219
TEA,1966,5.125669493
TEA,1967,-3.954421286
TEA,1968,-0.882320479
TEA,1969,8.451931259
TEA,1970,10.45977665
TEA,1971,3.953114592
TEA,1972,2.348166822
TEA,1973,5.778567218
TEA,1974,1.719663333
TEA,1975,4.714870445
TEA,1976,0.996542107
TEA,1977,5.770225944
TEA,1978,7.477451456
TEA,1979,5.337232921
TEA,1980,5.828884946
TEA,1981,3.939980811
TEA,1982,4.643733218
TEA,1983,5.869068228
TEA,1984,8.275153486
TEA,1985,6.206085039
TEA,1986,5.365006941
TEA,1987,7.287490788
TEA,1988,7.880512069
TEA,1989,3.933315094
TEA,1990,3.466863859
TEA,1991,6.444467486
TEA,1992,9.670526852
TEA,1993,9.798148927
TEA,1994,9.466813945
TEA,1995,8.502987841
TEA,1996,7.719221661
TEA,1997,6.056405189
TEA,1998,1.782715055
TEA,1999,5.300269591
TEA,2000,6.653150587
TEA,2001,5.971017968
TEA,2002,7.192500525
TEA,2003,8.100755587
TEA,2004,8.262320871
TEA,2005,9.166152751
TEA,2006,10.18684941
TEA,2007,11.56178707
TEA,2008,7.799231212
TEA,2009,7.200233031
TEA,2010,9.081220979
TEA,2011,7.733685313
TEA,2012,6.637289474
TEA,2013,6.395496105
TEA,2014,6.151273139
TEA,2015,5.844952302
TEA,2016,5.712717241
TEA,2017,5.857508016
TEA,2018,5.851690295
TEA,2019,5.302828558
TEA,2020,0.886859027
TEA,2021,7.381764193
TEA,2022,3.304030603
TEA,2023,5.061371381
TEA,2024,4.788190455
ECU,1960,
ECU,1961,2.198412214
ECU,1962,1.962443344
ECU,1963,-0.801582912
ECU,1964,4.31632846
ECU,1965,0.275625276
ECU,1966,-3.254054072
ECU,1967,1.548657886
ECU,1968,-1.088674276
ECU,1969,1.593993298
ECU,1970,3.744086195
ECU,1971,3.196649867
ECU,1972,1.977919397
ECU,1973,10.67899815
ECU,1974,8.049343646
ECU,1975,7.859212668
ECU,1976,4.424167121
ECU,1977,-1.174705031
ECU,1978,2.846298229
ECU,1979,0.958252304
ECU,1980,0.95262702
ECU,1981,2.829487621
ECU,1982,-2.006915493
ECU,1983,-2.919859704
ECU,1984,-0.025123421
ECU,1985,1.296518132
ECU,1986,0.919413935
ECU,1987,-2.638489681
ECU,1988,3.44155915
ECU,1989,-1.272792275
ECU,1990,1.385095286
ECU,1991,2.062664351
ECU,1992,-0.013416493
ECU,1993,-0.07594158
ECU,1994,2.260371679
ECU,1995,0.326536599
ECU,1996,-0.166942955
ECU,1997,2.418600873
ECU,1998,1.411645553
ECU,1999,-6.416927561
ECU,2000,-0.648225388
ECU,2001,2.418207639
ECU,2002,3.109353937
ECU,2003,1.085416927
ECU,2004,4.976625491
ECU,2005,3.591033747
ECU,2006,2.563601111
ECU,2007,0.176823126
ECU,2008,4.763183263
ECU,2009,-0.618743696
ECU,2010,2.299025938
ECU,2011,6.715249311
ECU,2012,4.112337995
ECU,2013,5.617805735
ECU,2014,2.744123065
ECU,2015,-1.30274985
ECU,2016,-2.125508822
ECU,2017,4.361954674
ECU,2018,-0.67455896
ECU,2019,-1.512531548
ECU,2020,-10.31083392
ECU,2021,8.577895442
ECU,2022,5.02829597
ECU,2023,1.102305913
ECU,2024,-2.840963263
EGY,1960,
EGY,1961,2.477234551
EGY,1962,1.17722365
EGY,1963,7.650444433
EGY,1964,8.643032605
EGY,1965,2.275699812
EGY,1966,2.446320892
EGY,1967,-1.667621407
EGY,1968,-3.99804502
EGY,1969,2.747150737
EGY,1970,3.120880495
EGY,1971,1.680441967
EGY,1972,0.710927875
EGY,1973,1.153044275
EGY,1974,-0.761728937
EGY,1975,6.40124367
EGY,1976,10.66021691
EGY,1977,6.452936273
EGY,1978,5.994919835
EGY,1979,1.966394781
EGY,1980,7.178382462
EGY,1981,4.50284338
EGY,1982,6.922195896
EGY,1983,2.062096053
EGY,1984,6.49013274
EGY,1985,2.689522147
EGY,1986,1.792516627
EGY,1987,0.99264787
EGY,1988,2.569571495
EGY,1989,2.103224766
EGY,1990,2.616303255
EGY,1991,-1.624516194
EGY,1992,2.006077204
EGY,1993,0.5537639
EGY,1994,1.757532835
EGY,1995,2.463571015
EGY,1996,2.834345438
EGY,1997,3.328464501
EGY,1998,3.293891086
EGY,1999,3.714036709
EGY,2000,4.096090577
EGY,2001,1.359552116
EGY,2002,0.258696268
EGY,2003,1.053582468
EGY,2004,1.965246839
EGY,2005,2.380324618
EGY,2006,4.777512979
EGY,2007,5.085467278
EGY,2008,5.173810699
EGY,2009,2.715525921
EGY,2010,3.149778512
EGY,2011,-0.354646268
EGY,2012,-0.042967018
EGY,2013,-0.143233881
EGY,2014,0.599558564
EGY,2015,2.20415858
EGY,2016,2.244973756
EGY,2017,2.120154772
EGY,2018,3.351667532
EGY,2019,3.715840886
EGY,2020,1.881119759
EGY,2021,1.762204843
EGY,2022,5.01555865
EGY,2023,2.023158424
EGY,2024,0.639636335
SLV,1960,
SLV,1961,
SLV,1962,
SLV,1963,
SLV,1964,
SLV,1965,
SLV,1966,4.181853485
SLV,1967,2.502126183
SLV,1968,0.401605989
SLV,1969,0.715996768
SLV,1970,0.386271474
SLV,1971,1.405835635
SLV,1972,3.653936756
SLV,1973,2.43221587
SLV,1974,2.941489567
SLV,1975,0.656013864
SLV,1976,2.80718499
SLV,1977,4.522298067
SLV,1978,3.097047205
SLV,1979,-6.025362728
SLV,1980,-16.94894763
SLV,1981,-6.344284867
SLV,1982,-7.359970198
SLV,1983,-0.292072197
SLV,1984,-0.579001392
SLV,1985,-1.373485729
SLV,1986,-1.773251018
SLV,1987,0.501824075
SLV,1988,-0.149099217
SLV,1989,-1.001232391
SLV,1990,2.876949436
SLV,1991,-0.267045669
SLV,1992,5.287342725
SLV,1993,4.428308509
SLV,1994,3.699543292
SLV,1995,3.861583818
SLV,1996,0.062055472
SLV,1997,2.444592868
SLV,1998,2.020333959
SLV,1999,1.589906309
SLV,2000,0.626535379
SLV,2001,0.46220479
SLV,2002,1.257831269
SLV,2003,1.362756612
SLV,2004,0.787383831
SLV,2005,2.665322592
SLV,2006,4.393649087
SLV,2007,1.720416076
SLV,2008,1.824471867
SLV,2009,-2.415991532
SLV,2010,1.818016136
SLV,2011,3.400791706
SLV,2012,2.486379215
SLV,2013,1.769083037
SLV,2014,1.331326807
SLV,2015,2.05686594
SLV,2016,2.255892674
SLV,2017,2.038089506
SLV,2018,2.309139463
SLV,2019,2.396133219
SLV,2020,-8.075625886
SLV,2021,11.52715941
SLV,2022,2.552374867
SLV,2023,3.058269878
SLV,2024,2.139548111
GNQ,1960,
GNQ,1961,
GNQ,1962,
GNQ,1963,
GNQ,1964,
GNQ,1965,
GNQ,1966,
GNQ,1967,
GNQ,1968,
GNQ,1969,
GNQ,1970,
GNQ,1971,
GNQ,1972,
GNQ,1973,
GNQ,1974,
GNQ,1975,
GNQ,1976,
GNQ,1977,
GNQ,1978,
GNQ,1979,
GNQ,1980,
GNQ,1981,0.674385038
GNQ,1982,-3.813396498
GNQ,1983,-1.479252507
GNQ,1984,-4.934160673
GNQ,1985,6.858533107
GNQ,1986,-6.959338153
GNQ,1987,0.038511224
GNQ,1988,-1.344232839
GNQ,1989,-4.938856964
GNQ,1990,-5.376483093
GNQ,1991,-4.630318175
GNQ,1992,29.85088629
GNQ,1993,6.99994948
GNQ,1994,12.40300837
GNQ,1995,13.14148652
GNQ,1996,60.34109227
GNQ,1997,140.4905779
GNQ,1998,19.0314989
GNQ,1999,20.81610794
GNQ,2000,12.15163396
GNQ,2001,53.23568808
GNQ,2002,12.25859742
GNQ,2003,7.247865427
GNQ,2004,30.01629767
GNQ,2005,10.90120344
GNQ,2006,3.031055582
GNQ,2007,10.19689757
GNQ,2008,12.53267335
GNQ,2009,-3.220460295
GNQ,2010,-13.01517184
GNQ,2011,1.999057628
GNQ,2012,3.988003868
GNQ,2013,-7.888560394
GNQ,2014,-3.430585953
GNQ,2015,-12.49171427
GNQ,2016,-12.0971099
GNQ,2017,-8.94053555
GNQ,2018,-9.370419052
GNQ,2019,-8.52391282
GNQ,2020,-7.358746574
GNQ,2021,-1.5665204
GNQ,2022,0.661786259
GNQ,2023,-7.349844197
GNQ,2024,-1.490351685
ERI,1960,
ERI,1961,
ERI,1962,
ERI,1963,
ERI,1964,
ERI,1965,
ERI,1966,
ERI,1967,
ERI,1968,
ERI,1969,
ERI,1970,
ERI,1971,
ERI,1972,
ERI,1973,
ERI,1974,
ERI,1975,
ERI,1976,
ERI,1977,
ERI,1978,
ERI,1979,
ERI,1980,
ERI,1981,
ERI,1982,
ERI,1983,
ERI,1984,
ERI,1985,
ERI,1986,
ERI,1987,
ERI,1988,
ERI,1989,
ERI,1990,
ERI,1991,
ERI,1992,
ERI,1993,9.954669941
ERI,1994,17.55363561
ERI,1995,-2.79691786
ERI,1996,3.961504729
ERI,1997,6.721813646
ERI,1998,0.452407593
ERI,1999,-1.449176033
ERI,2000,-4.618371338
ERI,2001,5.695711544
ERI,2002,-0.476857823
ERI,2003,-6.594920166
ERI,2004,-2.623890351
ERI,2005,0.148823405
ERI,2006,-2.518213455
ERI,2007,-0.041769605
ERI,2008,-12.12484316
ERI,2009,1.302578156
ERI,2010,0.205918878
ERI,2011,6.747982979
ERI,2012,
ERI,2013,
ERI,2014,
ERI,2015,
ERI,2016,
ERI,2017,
ERI,2018,
ERI,2019,
ERI,2020,
ERI,2021,
ERI,2022,
ERI,2023,
ERI,2024,
EST,1960,
EST,1961,
EST,1962,
EST,1963,
EST,1964,
EST,1965,
EST,1966,
EST,1967,
EST,1968,
EST,1969,
EST,1970,
EST,1971,
EST,1972,
EST,1973,
EST,1974,
EST,1975,
EST,1976,
EST,1977,
EST,1978,
EST,1979,
EST,1980,
EST,1981,
EST,1982,
EST,1983,
EST,1984,
EST,1985,
EST,1986,
EST,1987,
EST,1988,
EST,1989,
EST,1990,
EST,1991,-7.536694459
EST,1992,-19.71743315
EST,1993,-3.282449713
EST,1994,0.483692726
EST,1995,6.409660007
EST,1996,6.502782208
EST,1997,14.34721605
EST,1998,5.346902251
EST,1999,-0.717824691
EST,2000,9.556422589
EST,2001,6.557319678
EST,2002,7.612500411
EST,2003,8.273723957
EST,2004,7.441089885
EST,2005,10.15160233
EST,2006,10.41170436
EST,2007,8.062766014
EST,2008,-4.870579153
EST,2009,-14.46549815
EST,2010,2.683661651
EST,2011,7.93414725
EST,2012,4.04377186
EST,2013,2.119282
EST,2014,3.594115908
EST,2015,1.77141702
EST,2016,3.063010903
EST,2017,5.506857314
EST,2018,3.339409364
EST,2019,3.341963617
EST,2020,-3.075480078
EST,2021,7.040926485
EST,2022,-1.268031117
EST,2023,-4.540800666
EST,2024,-0.384590772
SWZ,1960,
SWZ,1961,
SWZ,1962,
SWZ,1963,
SWZ,1964,
SWZ,1965,
SWZ,1966,
SWZ,1967,
SWZ,1968,
SWZ,1969,
SWZ,1970,
SWZ,1971,10.74005667
SWZ,1972,2.57133708
SWZ,1973,6.003260709
SWZ,1974,2.751280923
SWZ,1975,10.61351705
SWZ,1976,-5.047830869
SWZ,1977,-2.171655569
SWZ,1978,-1.956659455
SWZ,1979,-0.242964669
SWZ,1980,8.784267443
SWZ,1981,10.8937108
SWZ,1982,-2.134629471
SWZ,1983,-2.069658558
SWZ,1984,2.758194089
SWZ,1985,0.057366697
SWZ,1986,7.904277116
SWZ,1987,10.24341003
SWZ,1988,1.774700592
SWZ,1989,7.789538333
SWZ,1990,16.21461123
SWZ,1991,-2.246556867
SWZ,1992,-0.628243224
SWZ,1993,0.144296675
SWZ,1994,2.411867419
SWZ,1995,4.909798516
SWZ,1996,1.806002944
SWZ,1997,1.382709576
SWZ,1998,1.29408466
SWZ,1999,1.839349851
SWZ,2000,0.721284048
SWZ,2001,0.126963846
SWZ,2002,3.554765441
SWZ,2003,3.173298548
SWZ,2004,3.000234979
SWZ,2005,5.422818962
SWZ,2006,5.463005611
SWZ,2007,3.835116622
SWZ,2008,0.143515394
SWZ,2009,0.916041532
SWZ,2010,3.187136064
SWZ,2011,1.68167589
SWZ,2012,4.8311333
SWZ,2013,3.298060452
SWZ,2014,0.87270147
SWZ,2015,1.465265694
SWZ,2016,4.066280074
SWZ,2017,0.695732345
SWZ,2018,-0.664046641
SWZ,2019,5.09910496
SWZ,2020,-3.909807004
SWZ,2021,2.246479994
SWZ,2022,0.097209459
SWZ,2023,2.470230272
SWZ,2024,1.623565462
ETH,1960,
ETH,1961,
ETH,1962,1.730032498
ETH,1963,1.859329144
ETH,1964,1.385976927
ETH,1965,2.969703359
ETH,1966,4.496695299
ETH,1967,1.350057244
ETH,1968,1.304529088
ETH,1969,-1.362624126
ETH,1970,0.669468375
ETH,1971,3.654823536
ETH,1972,1.479066967
ETH,1973,2.349694
ETH,1974,0.636585362
ETH,1975,-1.198523415
ETH,1976,-2.348154894
ETH,1977,0.765606088
ETH,1978,1.012211302
ETH,1979,-2.556754107
ETH,1980,5.837271678
ETH,1981,1.793008426
ETH,1982,-2.926023467
ETH,1983,5.253798111
ETH,1984,-5.343314795
ETH,1985,-13.61186958
ETH,1986,6.466920861
ETH,1987,10.04511873
ETH,1988,-3.345181998
ETH,1989,-4.115696911
ETH,1990,-1.006468893
ETH,1991,-11.07379301
ETH,1992,-12.43548152
ETH,1993,9.234798534
ETH,1994,-0.34043745
ETH,1995,2.57532696
ETH,1996,8.776856914
ETH,1997,-0.119280617
ETH,1998,-6.442885647
ETH,1999,1.927172415
ETH,2000,2.868066187
ETH,2001,5.065304322
ETH,2002,-1.528858941
ETH,2003,-5.072886523
ETH,2004,10.22181511
ETH,2005,8.550898627
ETH,2006,7.626536948
ETH,2007,8.237707078
ETH,2008,7.627867427
ETH,2009,5.756385597
ETH,2010,9.404344878
ETH,2011,8.061416761
ETH,2012,5.643743768
ETH,2013,7.616614545
ETH,2014,7.338618592
ETH,2015,7.468076766
ETH,2016,6.509914561
ETH,2017,6.6186207
ETH,2018,3.974075459
ETH,2019,5.48664148
ETH,2020,3.223115995
ETH,2021,2.855657631
ETH,2022,2.595399676
ETH,2023,3.854750252
ETH,2024,4.579667789
EMU,1960,
EMU,1961,4.814250787
EMU,1962,4.860967576
EMU,1963,3.988215297
EMU,1964,4.920778895
EMU,1965,4.142369739
EMU,1966,3.563206828
EMU,1967,2.736648578
EMU,1968,4.961564244
EMU,1969,6.406064168
EMU,1970,5.009876278
EMU,1971,3.169068023
EMU,1972,4.184117349
EMU,1973,5.529181956
EMU,1974,2.716821554
EMU,1975,-1.285032432
EMU,1976,4.587387929
EMU,1977,2.691295223
EMU,1978,2.676353272
EMU,1979,3.471992407
EMU,1980,1.731584435
EMU,1981,0.143079321
EMU,1982,0.436769784
EMU,1983,1.185055018
EMU,1984,2.23838307
EMU,1985,2.116627613
EMU,1986,2.270782405
EMU,1987,2.253482276
EMU,1988,3.968944275
EMU,1989,3.660638847
EMU,1990,3.114881776
EMU,1991,1.936997377
EMU,1992,0.69859835
EMU,1993,-1.089254789
EMU,1994,2.20548207
EMU,1995,2.220083005
EMU,1996,1.503281154
EMU,1997,2.529715725
EMU,1998,2.787804038
EMU,1999,2.754834765
EMU,2000,3.580484437
EMU,2001,1.850343211
EMU,2002,0.452670268
EMU,2003,0.199200386
EMU,2004,1.741154107
EMU,2005,1.23619215
EMU,2006,2.828259696
EMU,2007,2.466863055
EMU,2008,-0.085757607
EMU,2009,-4.808144949
EMU,2010,1.862006969
EMU,2011,1.968234042
EMU,2012,-1.130848033
EMU,2013,-0.327215157
EMU,2014,1.277385057
EMU,2015,1.857711669
EMU,2016,1.540643226
EMU,2017,2.395995
EMU,2018,1.460240837
EMU,2019,1.442203282
EMU,2020,-6.178944371
EMU,2021,6.290734463
EMU,2022,3.099617018
EMU,2023,-0.037637744
EMU,2024,0.623989347
ECS,1960,
ECS,1961,3.985959147
ECS,1962,3.510834649
ECS,1963,3.678857313
ECS,1964,4.641357686
ECS,1965,3.331029605
ECS,1966,2.822345658
ECS,1967,2.499974423
ECS,1968,4.46583677
ECS,1969,5.028133757
ECS,1970,4.19293814
ECS,1971,2.929766301
ECS,1972,3.796881363
ECS,1973,5.076955702
ECS,1974,1.456574267
ECS,1975,-1.545054499
ECS,1976,3.6653855
ECS,1977,2.165725879
ECS,1978,2.389279241
ECS,1979,3.028177581
ECS,1980,0.788401176
ECS,1981,-0.131334519
ECS,1982,0.361610753
ECS,1983,1.362971018
ECS,1984,2.051244566
ECS,1985,2.13842997
ECS,1986,2.108893051
ECS,1987,2.442603145
ECS,1988,3.55344322
ECS,1989,2.870322761
ECS,1990,1.755854486
ECS,1991,-0.276857008
ECS,1992,-1.10577506
ECS,1993,-1.09052587
ECS,1994,1.004460166
ECS,1995,1.972114747
ECS,1996,1.623027589
ECS,1997,2.949569055
ECS,1998,2.494104702
ECS,1999,2.794293775
ECS,2000,4.250362885
ECS,2001,2.106261946
ECS,2002,1.382899418
ECS,2003,1.545804407
ECS,2004,2.89508987
ECS,2005,2.418362134
ECS,2006,3.6018692
ECS,2007,3.352046094
ECS,2008,0.591063122
ECS,2009,-4.811942029
ECS,2010,2.251309553
ECS,2011,2.145123543
ECS,2012,-0.085511364
ECS,2013,0.486995737
ECS,2014,1.527247058
ECS,2015,1.648020631
ECS,2016,1.425085165
ECS,2017,2.47694734
ECS,2018,1.717775898
ECS,2019,1.495579202
ECS,2020,-5.587582718
ECS,2021,6.682238151
ECS,2022,3.261146148
ECS,2023,1.006168432
ECS,2024,1.206913336
ECA,1960,
ECA,1961,
ECA,1962,
ECA,1963,
ECA,1964,
ECA,1965,
ECA,1966,
ECA,1967,
ECA,1968,
ECA,1969,
ECA,1970,
ECA,1971,
ECA,1972,
ECA,1973,
ECA,1974,
ECA,1975,
ECA,1976,
ECA,1977,
ECA,1978,
ECA,1979,
ECA,1980,
ECA,1981,
ECA,1982,
ECA,1983,
ECA,1984,
ECA,1985,
ECA,1986,
ECA,1987,
ECA,1988,1.869725587
ECA,1989,-0.103438145
ECA,1990,1.527008525
ECA,1991,-5.579974291
ECA,1992,-5.568935366
ECA,1993,-2.682291831
ECA,1994,-10.39866174
ECA,1995,0.562966288
ECA,1996,3.508643787
ECA,1997,5.269130942
ECA,1998,2.14444668
ECA,1999,-1.47921994
ECA,2000,6.336012545
ECA,2001,-0.533742278
ECA,2002,5.937989215
ECA,2003,6.117356862
ECA,2004,9.035721093
ECA,2005,8.007852942
ECA,2006,7.673055238
ECA,2007,6.865155578
ECA,2008,2.361407167
ECA,2009,-4.188834494
ECA,2010,6.197093149
ECA,2011,7.55037316
ECA,2012,3.189719638
ECA,2013,5.574993279
ECA,2014,2.436774611
ECA,2015,2.656241871
ECA,2016,1.858314492
ECA,2017,4.900465382
ECA,2018,2.605626616
ECA,2019,1.400459914
ECA,2020,-0.424214115
ECA,2021,8.383631122
ECA,2022,3.660424503
ECA,2023,5.829835479
ECA,2024,3.15851843
TEC,1960,
TEC,1961,
TEC,1962,
TEC,1963,
TEC,1964,
TEC,1965,
TEC,1966,
TEC,1967,
TEC,1968,
TEC,1969,
TEC,1970,
TEC,1971,
TEC,1972,
TEC,1973,
TEC,1974,
TEC,1975,
TEC,1976,
TEC,1977,
TEC,1978,
TEC,1979,
TEC,1980,
TEC,1981,
TEC,1982,
TEC,1983,
TEC,1984,
TEC,1985,
TEC,1986,
TEC,1987,
TEC,1988,
TEC,1989,
TEC,1990,-2.090751138
TEC,1991,-6.365527105
TEC,1992,-9.904949095
TEC,1993,-4.939894718
TEC,1994,-8.623200586
TEC,1995,-0.199047653
TEC,1996,0.899147305
TEC,1997,2.881741109
TEC,1998,-0.623404824
TEC,1999,2.459846283
TEC,2000,7.425511826
TEC,2001,2.670707622
TEC,2002,5.064324298
TEC,2003,6.157334537
TEC,2004,7.790959138
TEC,2005,6.564975919
TEC,2006,7.751131179
TEC,2007,7.624095444
TEC,2008,4.220812547
TEC,2009,-5.028477481
TEC,2010,4.276124579
TEC,2011,5.443879547
TEC,2012,2.954326595
TEC,2013,2.830313619
TEC,2014,1.811412718
TEC,2015,0.980686099
TEC,2016,1.349083449
TEC,2017,3.807407457
TEC,2018,3.28800009
TEC,2019,2.250541632
TEC,2020,-1.659912608
TEC,2021,7.416881933
TEC,2022,2.424419094
TEC,2023,4.370277511
TEC,2024,3.4427181
EUU,1960,
EUU,1961,4.854724925
EUU,1962,4.816260191
EUU,1963,3.901937423
EUU,1964,5.043014157
EUU,1965,4.374913249
EUU,1966,3.467630206
EUU,1967,2.785099081
EUU,1968,4.831800284
EUU,1969,6.296671674
EUU,1970,4.934011395
EUU,1971,3.083515723
EUU,1972,4.067921167
EUU,1973,5.39767304
EUU,1974,2.578477162
EUU,1975,-1.181492131
EUU,1976,4.336633427
EUU,1977,2.449410401
EUU,1978,2.574435951
EUU,1979,3.429054554
EUU,1980,1.598211933
EUU,1981,0.131748009
EUU,1982,0.50960433
EUU,1983,1.179160039
EUU,1984,2.296619145
EUU,1985,2.078140701
EUU,1986,2.301545939
EUU,1987,2.246077651
EUU,1988,3.791880964
EUU,1989,3.534017907
EUU,1990,2.947728682
EUU,1991,1.167246405
EUU,1992,0.608793196
EUU,1993,-0.918285947
EUU,1994,2.445825715
EUU,1995,2.530741003
EUU,1996,1.750388636
EUU,1997,2.530518679
EUU,1998,2.844038841
EUU,1999,2.834555551
EUU,2000,3.809737936
EUU,2001,2.025870626
EUU,2002,0.859833017
EUU,2003,0.56636092
EUU,2004,2.20315112
EUU,2005,1.610350987
EUU,2006,3.215674268
EUU,2007,2.781994786
EUU,2008,0.286208661
EUU,2009,-4.554488241
EUU,2010,2.022781932
EUU,2011,2.116940241
EUU,2012,-0.908994195
EUU,2013,-0.116089307
EUU,2014,1.5157611
EUU,2015,2.169242191
EUU,2016,1.743580939
EUU,2017,2.645393366
EUU,2018,1.823370823
EUU,2019,1.744814138
EUU,2020,-5.56508756
EUU,2021,6.51053649
EUU,2022,3.150937905
EUU,2023,0.070476063
EUU,2024,0.85494516
FRO,1960,
FRO,1961,
FRO,1962,
FRO,1963,
FRO,1964,
FRO,1965,
FRO,1966,
FRO,1967,
FRO,1968,
FRO,1969,
FRO,1970,
FRO,1971,
FRO,1972,
FRO,1973,
FRO,1974,
FRO,1975,
FRO,1976,
FRO,1977,
FRO,1978,
FRO,1979,
FRO,1980,
FRO,1981,
FRO,1982,
FRO,1983,
FRO,1984,
FRO,1985,
FRO,1986,
FRO,1987,
FRO,1988,
FRO,1989,
FRO,1990,
FRO,1991,
FRO,1992,
FRO,1993,
FRO,1994,
FRO,1995,
FRO,1996,
FRO,1997,
FRO,1998,
FRO,1999,
FRO,2000,
FRO,2001,
FRO,2002,
FRO,2003,
FRO,2004,
FRO,2005,
FRO,2006,
FRO,2007,
FRO,2008,
FRO,2009,-5.03061978
FRO,2010,-0.105466831
FRO,2011,3.80958188
FRO,2012,7.640273568
FRO,2013,5.95487802
FRO,2014,5.035911585
FRO,2015,-0.018524822
FRO,2016,0.232465867
FRO,2017,2.035038749
FRO,2018,1.119361202
FRO,2019,2.929852887
FRO,2020,-3.085619797
FRO,2021,4.043687319
FRO,2022,2.361597138
FRO,2023,1.525146256
FRO,2024,
FJI,1960,
FJI,1961,0.412843179
FJI,1962,0.446440451
FJI,1963,3.069443851
FJI,1964,1.66270756
FJI,1965,-5.634443517
FJI,1966,-2.85968587
FJI,1967,10.53753338
FJI,1968,5.56132958
FJI,1969,0.469807914
FJI,1970,10.49804184
FJI,1971,4.926896271
FJI,1972,5.654216286
FJI,1973,9.871880023
FJI,1974,1.106488862
FJI,1975,-0.93906121
FJI,1976,1.046861217
FJI,1977,3.730145548
FJI,1978,-0.514056395
FJI,1979,9.580421475
FJI,1980,-3.919850812
FJI,1981,3.823888319
FJI,1982,-8.204434864
FJI,1983,-6.246279586
FJI,1984,5.803890161
FJI,1985,-6.85988399
FJI,1986,5.484307095
FJI,1987,-8.012796095
FJI,1988,-0.129653528
FJI,1989,6.369743381
FJI,1990,4.842992887
FJI,1991,-3.491227009
FJI,1992,5.331284668
FJI,1993,1.480969575
FJI,1994,4.517881994
FJI,1995,1.989902095
FJI,1996,4.142481601
FJI,1997,-3.205529217
FJI,1998,0.053366543
FJI,1999,7.548278426
FJI,2000,-2.761542905
FJI,2001,0.957064444
FJI,2002,2.183332708
FJI,2003,0.039650228
FJI,2004,4.326924359
FJI,2005,-0.214469574
FJI,2006,0.93893276
FJI,2007,-1.67524974
FJI,2008,0.410201584
FJI,2009,-1.803433361
FJI,2010,2.595062332
FJI,2011,2.416035255
FJI,2012,1.19750022
FJI,2013,4.570320823
FJI,2014,5.461610241
FJI,2015,4.388232658
FJI,2016,2.380116253
FJI,2017,5.400034926
FJI,2018,3.991072632
FJI,2019,-0.334080464
FJI,2020,-17.04447036
FJI,2021,-5.062410641
FJI,2022,19.43950686
FJI,2023,6.974770196
FJI,2024,3.310403901
FIN,1960,
FIN,1961,6.847965181
FIN,1962,2.284048567
FIN,1963,2.557472364
FIN,1964,4.654852826
FIN,1965,4.952389127
FIN,1966,1.989846976
FIN,1967,1.617028866
FIN,1968,1.845006207
FIN,1969,9.656904148
FIN,1970,7.878214458
FIN,1971,2.227824483
FIN,1972,7.096152838
FIN,1973,6.377979319
FIN,1974,2.697458172
FIN,1975,1.35402497
FIN,1976,0.042351873
FIN,1977,-0.040505847
FIN,1978,2.624625887
FIN,1979,6.848494327
FIN,1980,5.061714302
FIN,1981,0.858289196
FIN,1982,2.510750176
FIN,1983,2.491186337
FIN,1984,2.676420288
FIN,1985,3.109120287
FIN,1986,2.421897398
FIN,1987,3.267722349
FIN,1988,4.925661656
FIN,1989,4.705240792
FIN,1990,0.246189468
FIN,1991,-6.393248776
FIN,1992,-3.853152952
FIN,1993,-1.258736409
FIN,1994,3.517200008
FIN,1995,3.837309259
FIN,1996,3.323161494
FIN,1997,6.081768031
FIN,1998,5.174688913
FIN,1999,4.147257217
FIN,2000,5.534413799
FIN,2001,2.406829022
FIN,2002,1.441154092
FIN,2003,1.768835203
FIN,2004,3.703837503
FIN,2005,2.42615654
FIN,2006,3.621134972
FIN,2007,4.865721372
FIN,2008,0.316320526
FIN,2009,-8.514604664
FIN,2010,2.697376651
FIN,2011,1.916853383
FIN,2012,-1.99029083
FIN,2013,-1.434901576
FIN,2014,-0.888801632
FIN,2015,0.136127694
FIN,2016,2.277543731
FIN,2017,3.061231693
FIN,2018,1.058843157
FIN,2019,1.238120975
