ISO,Year,GDP per capita growth (annual %)
LBY,1992,-4.723964546
LBY,1993,-5.647915561
LBY,1994,0.05355262
LBY,1995,-3.910352236
LBY,1996,0.484583326
LBY,1997,3.607964746
LBY,1998,-4.979344713
LBY,1999,-0.743502377
LBY,2000,1.979308433
LBY,2001,-3.555695935
LBY,2002,-2.842677837
LBY,2003,10.78387218
LBY,2004,2.325769438
LBY,2005,9.53922389
LBY,2006,4.338302666
LBY,2007,4.069162075
LBY,2008,-2.260341954
LBY,2009,-6.371073644
LBY,2010,2.907367722
LBY,2011,-49.12785652
LBY,2012,91.78137027
LBY,2013,-19.6276938
LBY,2014,-24.51105369
LBY,2015,-2.430052652
LBY,2016,-2.98083262
LBY,2017,30.39506113
LBY,2018,6.203272049
LBY,2019,-12.49891742
LBY,2020,-30.40017174
LBY,2021,26.71874875
LBY,2022,-9.377305226
LBY,2023,8.921611333
LBY,2024,-1.620697545
LIE,1960,
LIE,1961,
LIE,1962,
LIE,1963,
LIE,1964,
LIE,1965,
LIE,1966,
LIE,1967,
LIE,1968,
LIE,1969,
LIE,1970,
LIE,1971,-0.495955811
LIE,1972,-0.774663753
LIE,1973,-1.244533564
LIE,1974,-1.218147038
LIE,1975,-0.014880252
LIE,1976,3.835534752
LIE,1977,3.11284892
LIE,1978,2.305880589
LIE,1979,2.518085181
LIE,1980,5.017366316
LIE,1981,4.157507649
LIE,1982,-3.771579283
LIE,1983,-0.187516371
LIE,1984,3.69754368
LIE,1985,5.89771061
LIE,1986,2.625449783
LIE,1987,7.966311921
LIE,1988,4.155953197
LIE,1989,3.130345914
LIE,1990,0.740886089
LIE,1991,0.17355027
LIE,1992,2.146510105
LIE,1993,2.730139334
LIE,1994,5.529878923
LIE,1995,4.822849646
LIE,1996,6.019964818
LIE,1997,6.541931671
LIE,1998,6.277622866
LIE,1999,8.515971445
LIE,2000,1.879547903
LIE,2001,-2.374881099
LIE,2002,-2.463114463
LIE,2003,-3.045404108
LIE,2004,1.938396554
LIE,2005,3.905066059
LIE,2006,7.764323224
LIE,2007,2.666660526
LIE,2008,1.192574519
LIE,2009,-1.901387488
LIE,2010,
LIE,2011,
LIE,2012,
LIE,2013,
LIE,2014,
LIE,2015,
LIE,2016,
LIE,2017,
LIE,2018,
LIE,2019,
LIE,2020,
LIE,2021,
LIE,2022,
LIE,2023,
LIE,2024,
LTU,1960,
LTU,1961,
LTU,1962,
LTU,1963,
LTU,1964,
LTU,1965,
LTU,1966,
LTU,1967,
LTU,1968,
LTU,1969,
LTU,1970,
LTU,1971,
LTU,1972,
LTU,1973,
LTU,1974,
LTU,1975,
LTU,1976,
LTU,1977,
LTU,1978,
LTU,1979,
LTU,1980,
LTU,1981,
LTU,1982,
LTU,1983,
LTU,1984,
LTU,1985,
LTU,1986,
LTU,1987,
LTU,1988,
LTU,1989,
LTU,1990,
LTU,1991,-5.835988198
LTU,1992,-21.17342213
LTU,1993,-15.82874461
LTU,1994,-9.137646806
LTU,1995,4.088200608
LTU,1996,5.828552841
LTU,1997,9.102660475
LTU,1998,8.244264266
LTU,1999,-0.392806939
LTU,2000,4.148617929
LTU,2001,7.365190179
LTU,2002,7.579997637
LTU,2003,11.45354178
LTU,2004,7.70478467
LTU,2005,9.500108219
LTU,2006,9.123676972
LTU,2007,12.40534514
LTU,2008,3.660124768
LTU,2009,-13.88775681
LTU,2010,2.555336048
LTU,2011,8.752238923
LTU,2012,5.743976084
LTU,2013,5.026825169
LTU,2014,4.620352866
LTU,2015,3.756324203
LTU,2016,3.877440546
LTU,2017,5.88872607
LTU,2018,5.790665482
LTU,2019,4.979383539
LTU,2020,0.068446214
LTU,2021,6.455358377
LTU,2022,1.6952855
LTU,2023,-1.053576873
LTU,2024,2.186539486
LMY,1960,
LMY,1961,-0.408613357
LMY,1962,1.539128892
LMY,1963,2.214597717
LMY,1964,5.248523831
LMY,1965,3.532240922
LMY,1966,2.308584323
LMY,1967,0.682321787
LMY,1968,3.494057174
LMY,1969,5.511488897
LMY,1970,5.282783679
LMY,1971,3.580113557
LMY,1972,3.653480544
LMY,1973,4.374203507
LMY,1974,3.61874994
LMY,1975,1.987837542
LMY,1976,4.002591886
LMY,1977,2.416282161
LMY,1978,1.539785862
LMY,1979,2.416261858
LMY,1980,2.547389943
LMY,1981,-0.188282308
LMY,1982,0.697164376
LMY,1983,-0.555883172
LMY,1984,2.502810143
LMY,1985,2.334074816
LMY,1986,1.517864482
LMY,1987,2.457423775
LMY,1988,1.97187466
LMY,1989,0.976712104
LMY,1990,1.047909033
LMY,1991,0.927159042
LMY,1992,2.361524427
LMY,1993,3.130447539
LMY,1994,3.311881224
LMY,1995,2.815882578
LMY,1996,4.444157291
LMY,1997,3.909802545
LMY,1998,1.652550086
LMY,1999,2.017903331
LMY,2000,3.936805768
LMY,2001,2.068631161
LMY,2002,3.249512781
LMY,2003,4.400788193
LMY,2004,6.131967918
LMY,2005,5.847650498
LMY,2006,6.701919425
LMY,2007,7.349346795
LMY,2008,4.487259101
LMY,2009,2.592175104
LMY,2010,6.68146424
LMY,2011,4.907339067
LMY,2012,4.028183326
LMY,2013,4.190196952
LMY,2014,3.797603048
LMY,2015,3.366080443
LMY,2016,3.416621375
LMY,2017,3.990670273
LMY,2018,3.721024008
LMY,2019,2.903535809
LMY,2020,-2.160188214
LMY,2021,6.329359298
LMY,2022,2.996260912
LMY,2023,3.834796673
LMY,2024,3.308200448
LIC,1960,
LIC,1961,
LIC,1962,
LIC,1963,
LIC,1964,
LIC,1965,
LIC,1966,
LIC,1967,
LIC,1968,
LIC,1969,
LIC,1970,
LIC,1971,
LIC,1972,
LIC,1973,
LIC,1974,
LIC,1975,
LIC,1976,
LIC,1977,
LIC,1978,
LIC,1979,
LIC,1980,
LIC,1981,0.767357216
LIC,1982,-0.849100323
LIC,1983,-1.753669475
LIC,1984,-3.156539579
LIC,1985,-0.54043719
LIC,1986,-0.621760815
LIC,1987,1.556286907
LIC,1988,1.342111638
LIC,1989,-2.475966459
LIC,1990,-5.601670871
LIC,1991,-0.144946627
LIC,1992,-2.04218685
LIC,1993,-3.037098464
LIC,1994,-1.275020012
LIC,1995,1.953123923
LIC,1996,2.125105471
LIC,1997,3.505268789
LIC,1998,1.929987227
LIC,1999,-0.412532517
LIC,2000,0.254331784
LIC,2001,1.274186876
LIC,2002,2.282826248
LIC,2003,2.548301956
LIC,2004,2.791665783
LIC,2005,3.248939737
LIC,2006,2.312740249
LIC,2007,2.485198382
LIC,2008,2.045128217
LIC,2009,0.543544278
LIC,2010,3.528612657
LIC,2011,-2.914997747
LIC,2012,-7.085549858
LIC,2013,-0.153893735
LIC,2014,0.612418778
LIC,2015,-4.475832931
LIC,2016,-1.885266944
LIC,2017,-0.929254021
LIC,2018,-0.070377071
LIC,2019,0.521036796
LIC,2020,-3.808590998
LIC,2021,-1.445605008
LIC,2022,0.937505491
LIC,2023,-2.877617571
LIC,2024,-0.425782081
LMC,1960,
LMC,1961,0.734432919
LMC,1962,1.245483697
LMC,1963,3.506679842
LMC,1964,3.919598265
LMC,1965,-0.38232965
LMC,1966,-0.976899185
LMC,1967,-0.754957183
LMC,1968,1.456425793
LMC,1969,5.368488352
LMC,1970,4.682151853
LMC,1971,2.411755215
LMC,1972,-0.615785113
LMC,1973,2.075480511
LMC,1974,2.322795198
LMC,1975,0.990535867
LMC,1976,2.930771951
LMC,1977,3.119743329
LMC,1978,1.26506686
LMC,1979,-0.947642076
LMC,1980,2.536817485
LMC,1981,-0.615887013
LMC,1982,-0.379214407
LMC,1983,-0.312464146
LMC,1984,0.128911541
LMC,1985,1.384793287
LMC,1986,1.296127864
LMC,1987,1.106955183
LMC,1988,4.138164133
LMC,1989,1.219609546
LMC,1990,2.501743564
LMC,1991,-0.25347875
LMC,1992,1.367839177
LMC,1993,0.062731109
LMC,1994,1.695549665
LMC,1995,2.846939405
LMC,1996,4.077529356
LMC,1997,1.796345179
LMC,1998,2.354626019
LMC,1999,3.222116021
LMC,2000,2.117774648
LMC,2001,2.273220011
LMC,2002,2.524504909
LMC,2003,3.985277918
LMC,2004,5.132616999
LMC,2005,4.798926971
LMC,2006,5.0833177
LMC,2007,5.003602623
LMC,2008,2.779560894
LMC,2009,4.146359279
LMC,2010,5.032548101
LMC,2011,2.999051107
LMC,2012,3.44588452
LMC,2013,3.992662012
LMC,2014,4.440045656
LMC,2015,4.326661669
LMC,2016,4.122405426
LMC,2017,3.922368045
LMC,2018,3.951357866
LMC,2019,2.647295644
LMC,2020,-4.893567933
LMC,2021,5.315316599
LMC,2022,4.833559485
LMC,2023,4.687014228
LMC,2024,3.819072239
LUX,1960,
LUX,1961,2.887846741
LUX,1962,0.124677246
LUX,1963,2.369929233
LUX,1964,6.664577026
LUX,1965,-1.857841595
LUX,1966,0.380680194
LUX,1967,-0.112343962
LUX,1968,3.918643274
LUX,1969,9.43521286
LUX,1970,1.258591295
LUX,1971,1.692794945
LUX,1972,5.312925549
LUX,1973,7.122771739
LUX,1974,2.862297657
LUX,1975,-7.586475317
LUX,1976,2.02809658
LUX,1977,1.393542675
LUX,1978,3.888387085
LUX,1979,2.1061435
LUX,1980,0.482551649
LUX,1981,-0.843674412
LUX,1982,1.048296169
LUX,1983,2.961758187
LUX,1984,6.077850797
LUX,1985,2.5932438
LUX,1986,9.491574153
LUX,1987,3.279465067
LUX,1988,7.67910836
LUX,1989,8.735310257
LUX,1990,4.009812422
LUX,1991,7.198408849
LUX,1992,0.476077518
LUX,1993,2.811217611
LUX,1994,2.416630508
LUX,1995,0.017300128
LUX,1996,0.027252339
LUX,1997,4.106638288
LUX,1998,5.355838095
LUX,1999,6.723967086
LUX,2000,5.510408914
LUX,2001,1.854575186
LUX,2002,2.149610813
LUX,2003,1.379893393
LUX,2004,2.76088619
LUX,2005,0.926765994
LUX,2006,4.339108666
LUX,2007,6.442030996
LUX,2008,-2.066473342
LUX,2009,-5.014263076
LUX,2010,1.883548243
LUX,2011,-1.176798005
LUX,2012,-0.762183314
LUX,2013,0.814651723
LUX,2014,0.232565199
LUX,2015,-0.115476551
LUX,2016,2.739791487
LUX,2017,-1.116113475
LUX,2018,-0.329840314
LUX,2019,0.752174049
LUX,2020,-2.154174483
LUX,2021,5.318430878
LUX,2022,-3.069660269
LUX,2023,-2.679521653
LUX,2024,-0.651008715
MAC,1960,
MAC,1961,
MAC,1962,
MAC,1963,
MAC,1964,
MAC,1965,
MAC,1966,
MAC,1967,
MAC,1968,
MAC,1969,
MAC,1970,
MAC,1971,
MAC,1972,
MAC,1973,
MAC,1974,
MAC,1975,
MAC,1976,
MAC,1977,
MAC,1978,
MAC,1979,
MAC,1980,
MAC,1981,
MAC,1982,
MAC,1983,4.03716911
MAC,1984,3.26486532
MAC,1985,-1.649057543
MAC,1986,4.404724065
MAC,1987,10.27070388
MAC,1988,4.689495572
MAC,1989,2.085095663
MAC,1990,4.803986182
MAC,1991,-1.263413408
MAC,1992,7.418887144
MAC,1993,1.597598572
MAC,1994,0.890437139
MAC,1995,0.140863289
MAC,1996,-1.809891829
MAC,1997,-0.805101565
MAC,1998,-5.700796532
MAC,1999,-3.523663146
MAC,2000,4.960736172
MAC,2001,2.105640699
MAC,2002,7.792949259
MAC,2003,10.3318262
MAC,2004,23.53970694
MAC,2005,3.784176716
MAC,2006,7.617650664
MAC,2007,9.641627832
MAC,2008,-0.394809777
MAC,2009,2.353376284
MAC,2010,24.65678152
MAC,2011,18.82831898
MAC,2012,5.721927575
MAC,2013,6.262152275
MAC,2014,-6.743501724
MAC,2015,-24.10240489
MAC,2016,-2.140455399
MAC,2017,10.55472488
MAC,2018,4.709641836
MAC,2019,-4.462848575
MAC,2020,-55.22886405
MAC,2021,24.06080573
MAC,2022,-18.99214221
MAC,2023,74.6750086
MAC,2024,7.509430559
MDG,1960,
MDG,1961,-0.579906019
MDG,1962,-0.350066309
MDG,1963,-3.458262076
MDG,1964,1.309705313
MDG,1965,-3.005528236
MDG,1966,-0.586251504
MDG,1967,2.739107271
MDG,1968,3.948953926
MDG,1969,0.870595035
MDG,1970,2.321284312
MDG,1971,0.950700359
MDG,1972,-4.140913377
MDG,1973,-5.473229301
MDG,1974,-1.004239935
MDG,1975,-1.745443111
MDG,1976,-5.954799121
MDG,1977,-0.691255504
MDG,1978,-5.57446503
MDG,1979,6.564170983
MDG,1980,-2.056481734
MDG,1981,-12.45359162
MDG,1982,-4.760168131
MDG,1983,-2.025328354
MDG,1984,-1.166805797
MDG,1985,-1.738706567
MDG,1986,-0.923938491
MDG,1987,-1.668148719
MDG,1988,0.476736578
MDG,1989,1.091465439
MDG,1990,0.129377411
MDG,1991,-9.06534605
MDG,1992,-1.818434336
MDG,1993,-0.967365508
MDG,1994,-3.100234351
MDG,1995,-1.486726004
MDG,1996,-1.080186943
MDG,1997,0.372555082
MDG,1998,0.572337046
MDG,1999,1.354572042
MDG,2000,1.194501965
MDG,2001,2.765905244
MDG,2002,-14.98820051
MDG,2003,6.614147364
MDG,2004,2.231916851
MDG,2005,1.731772067
MDG,2006,2.347263378
MDG,2007,2.653099507
MDG,2008,3.625791508
MDG,2009,-6.756948552
MDG,2010,-2.265802527
MDG,2011,-1.26548227
MDG,2012,0.200640942
MDG,2013,-0.444341802
MDG,2014,0.60571012
MDG,2015,0.445748708
MDG,2016,1.310635934
MDG,2017,1.262369943
MDG,2018,0.542519019
MDG,2019,1.730137229
MDG,2020,-9.491825796
MDG,2021,2.051158699
MDG,2022,1.6026818
MDG,2023,1.668875061
MDG,2024,1.693120253
MWI,1960,
MWI,1961,5.107606263
MWI,1962,-1.732379461
MWI,1963,-3.772528975
MWI,1964,0.175055259
MWI,1965,10.87460203
MWI,1966,10.50357555
MWI,1967,4.66157376
MWI,1968,-4.325322867
MWI,1969,3.30320711
MWI,1970,-1.965713365
MWI,1971,13.34479562
MWI,1972,3.549868151
MWI,1973,-0.346083962
MWI,1974,4.31175335
MWI,1975,3.156847718
MWI,1976,1.988310809
MWI,1977,1.71164067
MWI,1978,6.058983053
MWI,1979,0.610497053
MWI,1980,-3.387715223
MWI,1981,-8.937053149
MWI,1982,-1.464675619
MWI,1983,-0.294158569
MWI,1984,1.321349407
MWI,1985,0.623100536
MWI,1986,-3.823965079
MWI,1987,-3.113340928
MWI,1988,-2.245902107
MWI,1989,-3.326574604
MWI,1990,1.599705073
MWI,1991,5.43465732
MWI,1992,-9.992295407
MWI,1993,8.103157877
MWI,1994,-9.188219227
MWI,1995,16.8987564
MWI,1996,5.221492044
MWI,1997,1.730659587
MWI,1998,1.673113249
MWI,1999,0.66457829
MWI,2000,-0.830828162
MWI,2001,-7.246405544
MWI,2002,-0.760072947
MWI,2003,3.092548353
MWI,2004,2.728950463
MWI,2005,0.539880655
MWI,2006,1.854814551
MWI,2007,6.551346557
MWI,2008,4.558556158
MWI,2009,5.172348754
MWI,2010,3.769617523
MWI,2011,1.917989323
MWI,2012,-0.983601162
MWI,2013,2.460763685
MWI,2014,2.703864029
MWI,2015,0.007925183
MWI,2016,-0.256367435
MWI,2017,1.221380494
MWI,2018,1.602997456
MWI,2019,2.951510154
MWI,2020,-1.828352407
MWI,2021,1.880764329
MWI,2022,-1.637493994
MWI,2023,-0.694162804
MWI,2024,-0.763124396
MYS,1960,
MYS,1961,4.853550582
MYS,1962,3.681455493
MYS,1963,4.568810139
MYS,1964,2.658923523
MYS,1965,4.973814652
MYS,1966,5.165852021
MYS,1967,1.427491367
MYS,1968,5.555560285
MYS,1969,2.544409816
MYS,1970,3.579121956
MYS,1971,7.452014528
MYS,1972,6.792445056
MYS,1973,9.057731398
MYS,1974,5.753216264
MYS,1975,-1.580216832
MYS,1976,8.922229345
MYS,1977,5.196001933
MYS,1978,4.123887864
MYS,1979,6.75384889
MYS,1980,4.499932845
MYS,1981,3.623190038
MYS,1982,2.622318799
MYS,1983,2.882207329
MYS,1984,4.307471582
MYS,1985,-4.226035104
MYS,1986,-2.023691508
MYS,1987,1.855115403
MYS,1988,6.535061672
MYS,1989,5.794476153
MYS,1990,5.841093565
MYS,1991,6.503850992
MYS,1992,6.040177428
MYS,1993,7.118988492
MYS,1994,6.469228206
MYS,1995,7.07315866
MYS,1996,7.261940757
MYS,1997,4.686113829
MYS,1998,-9.607037076
MYS,1999,3.635889198
MYS,2000,6.336036106
MYS,2001,-1.869477291
MYS,2002,2.87262555
MYS,2003,3.314667348
MYS,2004,4.343213108
MYS,2005,2.970371272
MYS,2006,3.259406539
MYS,2007,4.013304403
MYS,2008,2.658064788
MYS,2009,-3.456026426
MYS,2010,5.434240704
MYS,2011,3.46597439
MYS,2012,3.692765691
MYS,2013,2.919232599
MYS,2014,4.204477579
MYS,2015,3.285785563
MYS,2016,2.620045576
MYS,2017,3.961865645
MYS,2018,3.074017791
MYS,2019,2.759501224
MYS,2020,-6.709335131
MYS,2021,2.131461998
MYS,2022,7.565683341
MYS,2023,2.28543525
MYS,2024,3.838942142
MDV,1960,
MDV,1961,
MDV,1962,
MDV,1963,
MDV,1964,
MDV,1965,
MDV,1966,
MDV,1967,
MDV,1968,
MDV,1969,
MDV,1970,
MDV,1971,2.04691011
MDV,1972,-0.651581795
MDV,1973,-1.420833901
MDV,1974,2.665357222
MDV,1975,-10.67556517
MDV,1976,-2.379099462
MDV,1977,8.026746055
MDV,1978,11.57890318
MDV,1979,7.76510253
MDV,1980,15.35379893
MDV,1981,8.668188278
MDV,1982,-5.683182574
MDV,1983,13.14428094
MDV,1984,23.4610603
MDV,1985,11.7921659
MDV,1986,5.603340532
MDV,1987,5.088993925
MDV,1988,5.151626831
MDV,1989,5.885899454
MDV,1990,13.2974406
MDV,1991,-1.638194443
MDV,1992,3.656408487
MDV,1993,2.82349331
MDV,1994,5.198607736
MDV,1995,10.42053722
MDV,1996,5.516030067
MDV,1997,6.227609104
MDV,1998,5.517609971
MDV,1999,4.38100509
MDV,2000,2.149408047
MDV,2001,-5.534039128
MDV,2002,5.484724314
MDV,2003,11.8797349
MDV,2004,4.195165195
MDV,2005,-12.63126685
MDV,2006,20.70664312
MDV,2007,3.6243286
MDV,2008,5.186575286
MDV,2009,-11.52650263
MDV,2010,3.080746902
MDV,2011,5.091168595
MDV,2012,-1.089879863
MDV,2013,3.431501874
MDV,2014,4.32797684
MDV,2015,0.341527892
MDV,2016,2.738960115
MDV,2017,3.574726854
MDV,2018,5.16982905
MDV,2019,3.715352668
MDV,2020,-34.83116707
MDV,2021,33.76855875
MDV,2022,12.09906281
MDV,2023,4.350487609
MDV,2024,4.774418537
MLI,1960,
MLI,1961,
MLI,1962,
MLI,1963,
MLI,1964,
MLI,1965,
MLI,1966,
MLI,1967,
MLI,1968,2.138662142
MLI,1969,-1.305879236
MLI,1970,4.466759447
MLI,1971,0.937140811
MLI,1972,4.117171135
MLI,1973,-3.148740093
MLI,1974,-3.263947099
MLI,1975,9.636135505
MLI,1976,11.60400067
MLI,1977,4.398941217
MLI,1978,-3.353506267
MLI,1979,8.216058667
MLI,1980,-6.298257119
MLI,1981,-0.632155796
MLI,1982,-9.351341566
MLI,1983,-0.386858869
MLI,1984,-2.403072977
MLI,1985,17.90143093
MLI,1986,0.807428063
MLI,1987,-1.86333873
MLI,1988,5.531831835
MLI,1989,2.256552195
MLI,1990,-4.402587343
MLI,1991,9.548488558
MLI,1992,-5.150046622
MLI,1993,1.043675952
MLI,1994,1.569970813
MLI,1995,-1.24232575
MLI,1996,4.773049178
MLI,1997,2.473612092
MLI,1998,4.881502387
MLI,1999,2.80275294
MLI,2000,-2.930155699
MLI,2001,11.95850584
MLI,2002,-0.047718336
MLI,2003,5.704769468
MLI,2004,-1.675790093
MLI,2005,4.040702701
MLI,2006,3.212297774
MLI,2007,0.515195639
MLI,2008,3.093204394
MLI,2009,1.279680647
MLI,2010,3.504165211
MLI,2011,0.710472561
MLI,2012,-3.431935966
MLI,2013,-0.564984485
MLI,2014,4.254772069
MLI,2015,2.710182314
MLI,2016,2.70047364
MLI,2017,2.068917712
MLI,2018,1.640975264
MLI,2019,1.87829273
MLI,2020,-4.106766109
MLI,2021,-0.006524311
MLI,2022,0.439682902
MLI,2023,1.648720986
MLI,2024,1.961178244
MLT,1960,
MLT,1961,
MLT,1962,
MLT,1963,
MLT,1964,
MLT,1965,
MLT,1966,
MLT,1967,
MLT,1968,
MLT,1969,
MLT,1970,
MLT,1971,2.437070257
MLT,1972,5.925811178
MLT,1973,4.232295007
MLT,1974,10.11073417
MLT,1975,18.68525676
MLT,1976,16.42315246
MLT,1977,11.74708387
MLT,1978,10.01006096
MLT,1979,9.376492786
MLT,1980,5.933049982
MLT,1981,2.554855453
MLT,1982,0.113836738
MLT,1983,-2.003414924
MLT,1984,0.921302662
MLT,1985,0.798852023
MLT,1986,2.163795699
MLT,1987,3.396064603
MLT,1988,7.527756972
MLT,1989,7.13131154
MLT,1990,5.256597735
MLT,1991,3.431027361
MLT,1992,3.616450272
MLT,1993,3.442436017
MLT,1994,4.667593813
MLT,1995,5.60371151
MLT,1996,3.09824364
MLT,1997,4.46341041
MLT,1998,4.444567093
MLT,1999,4.100969029
MLT,2000,18.91149148
MLT,2001,-1.499303243
MLT,2002,1.978025972
MLT,2003,3.014468683
MLT,2004,-0.264943762
MLT,2005,2.226957612
MLT,2006,1.963952816
MLT,2007,4.670981286
MLT,2008,3.732981366
MLT,2009,-2.135934706
MLT,2010,5.677001031
MLT,2011,0.564965068
MLT,2012,3.170686383
MLT,2013,5.09521146
MLT,2014,5.47816414
MLT,2015,6.971012094
MLT,2016,1.72254313
MLT,2017,9.924499155
MLT,2018,3.468401988
MLT,2019,-0.048219726
MLT,2020,-5.528931893
MLT,2021,12.71814802
MLT,2022,1.724392731
MLT,2023,2.616405418
MLT,2024,1.984174515
MHL,1960,
MHL,1961,
MHL,1962,
MHL,1963,
MHL,1964,
MHL,1965,
MHL,1966,
MHL,1967,
MHL,1968,
MHL,1969,
MHL,1970,
MHL,1971,-1.350581611
MHL,1972,-1.555588354
MHL,1973,30.71375674
MHL,1974,12.06349426
MHL,1975,-3.22228561
MHL,1976,-2.858875391
MHL,1977,-0.818190484
MHL,1978,2.31318925
MHL,1979,-1.055327217
MHL,1980,-10.31947527
MHL,1981,2.304314754
MHL,1982,0.499489676
MHL,1983,10.81614451
MHL,1984,-0.295604517
MHL,1985,-9.973634896
MHL,1986,19.70802056
MHL,1987,5.233282026
MHL,1988,3.986465182
MHL,1989,-4.544821029
MHL,1990,0.276656024
MHL,1991,-1.974666531
MHL,1992,5.246953403
MHL,1993,4.419296172
MHL,1994,4.504074581
MHL,1995,6.971215732
MHL,1996,-11.23900621
MHL,1997,-7.36490439
MHL,1998,-1.589100189
MHL,1999,-2.287923842
MHL,2000,1.436068676
MHL,2001,6.057837656
MHL,2002,3.027175496
MHL,2003,-1.969618743
MHL,2004,-0.700644285
MHL,2005,1.56552229
MHL,2006,0.010251972
MHL,2007,3.602839829
MHL,2008,-7.55746397
MHL,2009,3.687162471
MHL,2010,5.488489704
MHL,2011,-0.239905289
MHL,2012,-0.353868546
MHL,2013,5.320614526
MHL,2014,0.495281427
MHL,2015,3.965217352
MHL,2016,4.848125886
MHL,2017,6.18444128
MHL,2018,8.384961342
MHL,2019,13.6597363
MHL,2020,0.18904949
MHL,2021,4.49871565
MHL,2022,2.06474741
MHL,2023,-0.842141526
MHL,2024,6.271662283
MRT,1960,
MRT,1961,
MRT,1962,-1.940748988
MRT,1963,-4.642995576
MRT,1964,24.14315691
MRT,1965,12.83739869
MRT,1966,-2.682778439
MRT,1967,0.504409038
MRT,1968,6.90611599
MRT,1969,-1.790098893
MRT,1970,8.62046579
MRT,1971,-1.202064068
MRT,1972,-3.677135045
MRT,1973,-7.397111311
MRT,1974,8.875116815
MRT,1975,-7.892862124
MRT,1976,5.409717525
MRT,1977,-4.664153607
MRT,1978,-3.286940982
MRT,1979,1.861201091
MRT,1980,0.475989107
MRT,1981,0.529030035
MRT,1982,-5.111068248
MRT,1983,0.793234478
MRT,1984,-5.974175105
MRT,1985,0.0652218
MRT,1986,2.712768848
MRT,1987,-0.99208355
MRT,1988,-1.176058291
MRT,1989,2.179464154
MRT,1990,-4.228685169
MRT,1991,-1.142373687
MRT,1992,-1.950639346
MRT,1993,1.676677978
MRT,1994,-6.298255333
MRT,1995,6.848085148
MRT,1996,3.746998157
MRT,1997,-6.158469668
MRT,1998,0.146944913
MRT,1999,0.938401961
MRT,2000,-6.555624738
MRT,2001,-3.218403274
MRT,2002,-0.835751866
MRT,2003,4.509219376
MRT,2004,2.300584967
MRT,2005,5.965957148
MRT,2006,15.40394491
MRT,2007,-4.485873229
MRT,2008,-3.155576099
MRT,2009,-2.985687286
MRT,2010,-0.603277392
MRT,2011,0.846509289
MRT,2012,1.115024445
MRT,2013,0.935521309
MRT,2014,1.180702357
MRT,2015,2.255801645
MRT,2016,-1.729796675
MRT,2017,3.14237148
MRT,2018,1.702570472
MRT,2019,0.139308525
MRT,2020,-3.228954106
MRT,2021,-2.124177304
MRT,2022,3.712730841
MRT,2023,3.394023478
MRT,2024,2.209406168
MUS,1960,
MUS,1961,22.77221923
MUS,1962,-2.013536673
MUS,1963,10.96153098
MUS,1964,-9.104781116
MUS,1965,0.919382806
MUS,1966,-5.551620517
MUS,1967,2.372924237
MUS,1968,-8.580168729
MUS,1969,3.125716961
MUS,1970,-2.041604701
MUS,1971,2.629747993
MUS,1972,6.715799953
MUS,1973,10.32867199
MUS,1974,7.173158825
MUS,1975,-0.672886411
MUS,1976,21.77201066
MUS,1977,4.827831442
MUS,1978,2.482728188
MUS,1979,1.730491666
MUS,1980,-11.56492513
MUS,1981,4.324779863
MUS,1982,4.215300289
MUS,1983,-0.535170123
MUS,1984,3.609222391
MUS,1985,6.083876294
MUS,1986,8.906236903
MUS,1987,8.079466409
MUS,1988,6.058719163
MUS,1989,3.668090832
MUS,1990,6.425944037
MUS,1991,3.3141664
MUS,1992,5.120444415
MUS,1993,3.843628001
MUS,1994,2.688328517
MUS,1995,3.394776363
MUS,1996,4.513432614
MUS,1997,4.37241714
MUS,1998,4.962519426
MUS,1999,1.314748667
MUS,2000,7.144715947
MUS,2001,2.534262853
MUS,2002,0.911910217
MUS,2003,5.161670448
MUS,2004,3.677809302
MUS,2005,1.176699087
MUS,2006,4.377586821
MUS,2007,5.246496965
MUS,2008,5.006539055
MUS,2009,3.041100463
MUS,2010,4.129198848
MUS,2011,3.911001241
MUS,2012,3.209499479
MUS,2013,3.110405554
MUS,2014,3.639190074
MUS,2015,3.553356966
MUS,2016,3.791130707
MUS,2017,3.844308006
MUS,2018,3.950035487
MUS,2019,2.858125324
MUS,2020,-14.54849559
MUS,2021,3.377668734
MUS,2022,9.021163173
MUS,2023,5.13122105
MUS,2024,4.8212473
MEX,1960,
MEX,1961,1.770191769
MEX,1962,1.350066506
MEX,1963,4.644003515
MEX,1964,8.294290958
MEX,1965,3.621091873
MEX,1966,2.638070458
MEX,1967,2.411680217
MEX,1968,5.891182196
MEX,1969,0.131429928
MEX,1970,3.187293275
MEX,1971,0.59964863
MEX,1972,4.988543447
MEX,1973,4.6890383
MEX,1974,2.726681364
MEX,1975,2.76437783
MEX,1976,1.553952698
MEX,1977,0.631197757
MEX,1978,6.111974198
MEX,1979,6.907930142
MEX,1980,6.087866124
MEX,1981,7.053825547
MEX,1982,-2.236603975
MEX,1983,-6.662250183
MEX,1984,1.350950568
MEX,1985,-0.16765363
MEX,1986,-5.864544919
MEX,1987,0.037403536
MEX,1988,-0.761612938
MEX,1989,1.646419712
MEX,1990,3.251048911
MEX,1991,1.992701478
MEX,1992,1.625622561
MEX,1993,0.978743804
MEX,1994,2.516516227
MEX,1995,-7.570493728
MEX,1996,4.39127291
MEX,1997,5.410535218
MEX,1998,4.45852675
MEX,1999,1.12511671
