Code,Year,population using safely managed sanitation services,"population using only basic sanitation services, improved sanitation facilities which are not shared","population using limited sanitation services, improved sanitation facilities which are shared",population using unimproved sanitation facilities,population practicing open defecation
LBY,2011,24.877731,66.6903,7.104416,0.57755476,0.75
LBY,2012,24.672462,67.01038,7.113324,0.45383212,0.75
LBY,2013,24.467196,67.33046,7.122232,0.33010948,0.75
LBY,2014,24.261929,67.65054,7.13114,0.20638686,0.75
LBY,2015,24.056662,67.97063,7.140048,0.08266424,0.75
LBY,2016,23.829548,68.274734,7.1460223,0,0.7496922
LBY,2017,23.830044,68.2751,7.1460886,9.880985e-15,0.7487662
LBY,2018,23.83054,68.27546,7.1461554,0,0.74784243
LBY,2019,23.83054,68.27546,7.1461554,0,0.74784243
LBY,2020,23.83054,68.27546,7.1461554,0,0.74784243
LBY,2021,23.83054,68.27546,7.1461554,0,0.74784243
LBY,2022,23.83054,68.27546,7.1461554,0,0.74784243
LIE,2000,96.22128,3.7287202,0,0.05,0
LIE,2001,96.22128,3.7287202,0,0.05,0
LIE,2002,96.22128,3.7287202,0,0.05,0
LIE,2003,96.22128,3.7287202,0,0.05,0
LIE,2004,96.22128,3.7287202,0,0.05,0
LIE,2005,96.22128,3.7287202,0,0.05,0
LIE,2006,96.22128,3.7287202,0,0.05,0
LIE,2007,96.22128,3.7287202,0,0.05,0
LIE,2008,96.22128,3.7287202,0,0.05,0
LIE,2009,96.22128,3.7287202,0,0.05,0
LIE,2010,96.22128,3.7287202,0,0.05,0
LIE,2011,96.22128,3.7287202,0,0.05,0
LIE,2012,96.22128,3.7287202,0,0.05,0
LIE,2013,96.22128,3.7287202,0,0.05,0
LIE,2014,96.22128,3.7287202,0,0.05,0
LIE,2015,96.22128,3.7287202,0,0.05,0
LIE,2016,96.22128,3.7287202,0,0.05,0
LIE,2017,96.22128,3.7287202,0,0.05,0
LIE,2018,96.22128,3.7287202,0,0.05,0
LIE,2019,96.22128,3.7287202,0,0.05,0
LIE,2020,96.22128,3.7287202,0,0.05,0
LIE,2021,96.22128,3.7287202,0,0.05,0
LIE,2022,96.22128,3.7287202,0,0.05,0
LTU,2000,80.43114,4.208095,1.9649409,13.395826,0
LTU,2001,80.81108,4.252841,1.9787765,12.957304,0
LTU,2002,81.18634,4.297271,1.9927723,12.523615,0
LTU,2003,81.56307,4.3418264,2.0068264,12.088275,0
LTU,2004,81.94126,4.386507,2.0209382,11.651293,0
LTU,2005,82.33817,4.4325104,2.0346396,11.194678,0
LTU,2006,82.75228,4.479698,2.0478415,10.720179,0
LTU,2007,83.16526,4.5267887,2.0609982,10.246954,0
LTU,2008,83.577095,4.5737815,2.0741098,9.775016,0
LTU,2009,84.023964,4.622456,2.0346897,9.3188925,0
LTU,2010,84.46117,4.667236,1.9947591,8.876841,0
LTU,2011,85.51692,4.1081944,1.9533919,8.421488,0
LTU,2012,86.605865,3.5404136,1.9103298,7.9433923,0
LTU,2013,87.708534,2.9573686,1.8664175,7.46768,0
LTU,2014,88.830894,2.3532748,1.8216596,6.99417,0
LTU,2015,89.95668,1.7443897,1.7760655,6.5228677,0
LTU,2016,91.08762,1.1307502,1.7296056,6.0520186,0
LTU,2017,92.22336,0.51232284,1.6823153,5.5820007,0
LTU,2018,93.23426,0.018207723,1.6342347,5.1133,0
LTU,2019,93.755295,0.013032661,1.5854014,4.646273,0
LTU,2020,94.27522,0.007836143,1.5358557,4.181089,0
LTU,2021,94.79334,0.002617635,1.4856423,3.718399,0
LTU,2022,95.30674,0,1.4348052,3.2584586,0
,2000,14.672924,7.450931,8.842482,30.67602,38.357643
,2001,14.792288,7.5121226,8.983452,31.07675,37.635387
,2002,15.30013,7.9839134,9.288946,30.777464,36.649548
,2003,15.503581,8.038082,9.459818,31.27167,35.72685
,2004,15.821947,7.9973187,9.6333885,31.725122,34.822224
,2005,16.224112,8.036708,9.861255,32.10919,33.768734
,2006,16.673101,8.087676,10.084188,32.47,32.68503
,2007,17.138792,8.1858,10.262354,32.76759,31.645466
,2008,17.539537,8.320562,10.467503,33.10916,30.563234
,2009,17.89024,8.460611,10.670374,33.483685,29.495089
,2010,18.248343,8.61162,10.874127,33.842754,28.423157
,2011,18.356255,8.593127,10.983925,33.851795,28.214897
,2012,18.645021,8.7320795,11.191232,34.224514,27.207153
,2013,18.860323,8.842949,11.408053,34.636925,26.25175
,2014,19.068851,8.956439,11.630242,35.068462,25.276007
,2015,19.355146,9.070801,11.8463745,35.462612,24.265064
,2016,19.69783,9.209034,12.048145,35.821636,23.223352
,2017,20.082691,9.33244,12.2582855,36.412025,21.914558
,2018,20.436733,9.454426,12.439283,36.82302,20.846537
,2019,20.836226,9.566262,12.614908,37.190258,19.792345
,2020,21.197319,9.652895,12.80248,37.57126,18.776049
,2021,24.046148,11.017956,12.703528,35.496197,16.736172
,2022,24.356556,11.094488,12.877384,35.278122,16.393452
,2000,18.422932,13.178839,8.397689,15.173667,44.826874
,2001,19.31018,13.950678,8.869752,14.748903,43.120487
,2002,20.222591,14.834794,9.232042,14.320642,41.38993
,2003,21.142443,15.728984,9.577724,13.888459,39.66239
,2004,22.625574,16.081371,9.903578,13.460037,37.92944
,2005,23.938292,16.61933,10.204857,13.038274,36.19925
,2006,25.26955,17.154871,10.487177,12.614473,34.473927
,2007,26.683748,17.641275,10.728327,12.191713,32.754936
,2008,28.092625,18.137432,10.9512415,11.76979,31.04891
,2009,29.527443,18.616217,11.156487,11.348324,29.351528
,2010,30.958902,19.105421,11.343673,10.931039,27.660967
,2011,32.401226,19.591028,11.512241,10.514951,25.980555
,2012,33.840755,20.081831,11.668106,10.098247,24.311062
,2013,35.2861,20.583231,11.804032,9.679888,22.646751
,2014,36.766777,21.062656,11.920751,9.260983,20.988834
,2015,38.246426,21.536459,12.023723,8.844482,19.34891
,2016,39.713924,22.009146,12.1132,8.431448,17.732283
,2017,41.13294,22.479197,12.181642,7.5202465,16.685976
,2018,42.50311,22.953869,12.227245,7.3113422,15.004436
,2019,43.825993,23.452312,12.252774,7.0857043,13.383218
,2020,45.129093,23.943707,12.262105,6.8451915,11.819901
,2021,46.364544,24.468334,12.249881,6.6251063,10.292136
,2022,47.521828,24.95745,12.209072,6.4453936,8.866258
LUX,2000,92.15801,5.553346,2.2806895,0.007949361,0
LUX,2001,92.20374,5.498421,2.2893922,0.008442045,0
LUX,2002,92.23684,5.4584737,2.2957196,0.008970463,0
LUX,2003,92.26909,5.419578,2.301881,0.009454567,0
LUX,2004,92.29989,5.38155,2.3078845,0.010680485,0
LUX,2005,92.32945,5.3446565,2.3136997,0.01219324,0
LUX,2006,92.35831,5.3086405,2.319376,0.013677965,0
LUX,2007,92.386375,5.2735877,2.3249,0.015138775,0
LUX,2008,92.41381,5.2393236,2.330299,0.0165699,0
LUX,2009,92.4403,5.2061987,2.3355174,0.017983612,0
LUX,2010,92.46615,5.1738625,2.340611,0.019376382,0
LUX,2011,92.49128,5.1424017,2.3455658,0.020749457,0
LUX,2012,92.51524,5.112343,2.3502984,0.022113467,0
LUX,2013,92.84367,4.7780795,2.354781,0.023462914,0
LUX,2014,93.172264,4.443875,2.3590555,0.024802178,0
LUX,2015,93.50064,4.110099,2.3631215,0.026138641,0
LUX,2016,93.828766,3.7767813,2.3669932,0.027462503,0
LUX,2017,94.15675,3.443788,2.37067,0.028785704,0
LUX,2018,94.4854,3.1119287,2.3742008,0.028472327,0
LUX,2019,94.81386,2.7804058,2.3775647,0.028172478,0
LUX,2020,95.14211,2.4492376,2.3807616,0.027886705,0
LUX,2021,95.47022,2.1183481,2.3838058,0.027621381,0
LUX,2022,95.79827,1.7876607,2.3867111,0.027359588,0
MAC,2000,55.030777,44.969223,0,0,0
MAC,2001,55.030777,44.969223,0,0,0
MAC,2002,55.030777,44.969223,0,0,0
MAC,2003,55.030777,44.969223,0,0,0
MAC,2004,55.030777,44.969223,0,0,0
MAC,2005,55.030777,44.969223,0,0,0
MAC,2006,55.030777,44.969223,0,0,0
MAC,2007,55.030777,44.969223,0,0,0
MAC,2008,55.030777,44.969223,0,0,0
MAC,2009,55.030777,44.969223,0,0,0
MAC,2010,56.0378,43.9622,0,0,0
MAC,2011,57.044827,42.955173,0,0,0
MAC,2012,58.051853,41.948147,0,0,0
MAC,2013,59.05888,40.94112,0,0,0
MAC,2014,60.065903,39.934097,0,0,0
MAC,2015,61.07293,38.92707,0,0,0
MAC,2016,62.079956,37.920044,0,0,0
MAC,2017,63.086983,36.913017,0,0,0
MAC,2018,64.09401,35.905994,0,0,0
MAC,2019,65.101036,34.898968,0,0,0
MAC,2020,66.108055,33.89194,0,0,0
MAC,2021,67.11508,32.884914,0,0,0
MAC,2022,68.12211,31.87789,0,0,0
MDG,2000,3.1694288,0.65509385,5.7287936,48.7763,41.670387
MDG,2001,3.564405,0.7118304,6.393548,47.943752,41.386467
MDG,2002,3.9596775,0.76934737,7.060186,47.108303,41.102486
MDG,2003,4.355392,0.8280531,7.7279854,46.269814,40.818756
MDG,2004,4.751172,0.8876228,8.3978615,45.428368,40.534977
MDG,2005,5.1653543,0.95582014,9.110866,44.614056,40.153904
MDG,2006,5.5802903,1.0259702,9.828602,43.793465,39.77167
MDG,2007,5.9959607,1.0980854,10.550978,42.966377,39.3886
MDG,2008,6.412517,1.1722571,11.278289,42.13282,39.004116
MDG,2009,6.82971,1.2483817,12.009895,41.29229,38.61972
MDG,2010,7.2476892,1.3265436,12.746078,40.444843,38.234844
MDG,2011,7.666432,1.4067416,13.4867115,39.590324,37.849792
MDG,2012,8.085975,1.489003,14.231806,38.728638,37.464577
MDG,2013,8.506291,1.5733193,14.98122,37.859653,37.079514
MDG,2014,8.927479,1.6597505,15.7351055,36.98335,36.694313
MDG,2015,9.349451,1.7482477,16.493162,36.09956,36.309578
MDG,2016,9.772302,1.8388691,17.255537,35.20827,35.925022
MDG,2017,10.196006,1.9315972,18.02207,34.309376,35.54095
MDG,2018,10.620595,2.0264504,18.792747,33.402843,35.157364
MDG,2019,11.045977,2.1233606,19.567236,32.48858,34.77485
MDG,2020,11.47231,2.2224286,20.34584,31.566587,34.392834
MDG,2021,11.899434,2.3235333,21.12804,30.636812,34.01218
MDG,2022,12.327508,2.426777,21.914146,29.699245,33.632324
MWI,2000,7.831087,1.5201045,5.194405,70.59923,14.855179
MWI,2001,7.8399825,1.5130448,5.2211447,71.13702,14.288812
MWI,2002,7.8471246,1.5076813,5.2479415,71.67378,13.723468
MWI,2003,7.8542676,1.5024332,5.274946,72.209335,13.1590185
MWI,2004,7.8612885,1.4972497,5.3020086,72.74385,12.595604
MWI,2005,10.060811,1.5822065,6.421304,69.90257,12.033108
MWI,2006,12.252624,1.6668949,7.546699,67.062126,11.471657
MWI,2007,14.436822,1.7513655,8.678341,64.22232,10.911147
MWI,2008,16.613298,1.8355674,9.816074,61.38336,10.351696
MWI,2009,18.782902,1.9200997,10.961723,58.543102,9.792175
MWI,2010,20.945267,2.0049534,12.115282,55.701702,9.232796
MWI,2011,23.100082,2.0901687,13.276901,52.859165,8.673684
MWI,2012,25.246918,2.1756864,14.446424,50.01583,8.115143
MWI,2013,27.385468,2.2615948,15.624147,47.17155,7.5572405
MWI,2014,29.515274,2.3477862,16.809761,44.326828,7.0003505
MWI,2015,31.636007,2.434396,18.003716,41.481377,6.444506
MWI,2016,33.747223,2.5212684,19.205542,38.63584,5.890127
MWI,2017,35.84853,2.6085382,20.415688,35.789963,5.337282
MWI,2018,37.93948,2.696193,21.634142,32.943954,4.7862315
MWI,2019,40.019665,2.784174,22.860735,30.098154,4.237273
MWI,2020,42.088585,2.8725648,24.095762,27.252495,3.6905913
MWI,2021,44.14582,2.9613059,25.339052,24.407333,3.1464891
MWI,2022,46.19081,3.050479,26.590893,21.562628,2.6051915
MYS,2000,76.11093,16.993307,3.8881664,1.4024246,1.6051688
MYS,2001,76.28206,16.999573,3.8939776,1.3395907,1.484797
MYS,2002,76.45003,17.005722,3.8996649,1.2767925,1.3677901
MYS,2003,76.61493,17.011763,3.9052305,1.2140093,1.2540698
MYS,2004,76.776794,17.017693,3.9106765,1.1512498,1.1435872
MYS,2005,76.93555,17.02351,3.9160063,1.0885528,1.0363804
MYS,2006,77.091354,17.02922,3.9212217,1.025886,0.93232095
MYS,2007,77.24421,17.034824,3.926325,0.9632635,0.8313736
MYS,2008,77.63327,16.80125,3.9313195,0.9006806,0.73347986
MYS,2009,78.01996,16.567038,3.936209,0.8381693,0.63862705
MYS,2010,78.55369,16.182894,3.9409955,0.77570707,0.5467147
MYS,2011,79.08708,15.793631,3.9458,0.71428293,0.45920476
MYS,2012,79.622734,15.399376,3.9505417,0.6530692,0.3742826
MYS,2013,80.16111,15.000159,3.9552054,0.5160452,0.36748037
MYS,2014,80.70231,14.595997,3.9597902,0.38114396,0.36076128
MYS,2015,81.2463,14.186898,3.9643009,0.2483456,0.35415643
MYS,2016,81.79315,13.772876,3.9687374,0.117593676,0.347645
MYS,2017,82.33808,13.353857,3.9729207,0.33513948,
MYS,2018,83.05385,12.764998,3.977172,0.20398048,
MYS,2019,83.78173,12.098503,3.9787605,0.14100578,
MYS,2020,84.51442,11.424384,3.9802616,0.08093295,
MYS,2021,85.25199,10.742707,3.9816785,0.023623617,
MYS,2022,85.9686,10.027535,3.980789,0.023075877,
MDV,2000,,,1.6975533,8.589104,14.859929
MDV,2001,,,1.7349013,8.430257,13.572688
MDV,2002,,,1.7721448,8.262122,12.31422
MDV,2003,,,1.809231,8.084583,11.086336
MDV,2004,,,1.8461554,7.897311,9.890087
MDV,2005,,,1.8828335,7.7004385,8.7275
MDV,2006,,,1.9166228,7.510638,7.627315
MDV,2007,,,1.9430743,7.3613544,6.6229687
MDV,2008,,,1.827142,7.2091045,5.6302614
MDV,2009,,,1.707253,7.0540843,4.6495876
MDV,2010,,,1.583444,6.896202,3.6809342
MDV,2011,,,1.4557413,6.7354383,2.7243896
MDV,2012,,,1.3241769,6.571685,1.7800144
MDV,2013,,,1.1887612,6.405194,0.8479813
MDV,2014,,,1.049538,6.1572366,0.006726958
MDV,2015,,,0.9061426,5.1203647,0
MDV,2016,,,0.75832427,4.1803865,0
MDV,2017,,,0.607292,3.2529461,0
MDV,2018,,,0.45309427,2.3380544,0
MDV,2019,,,0.29577735,1.4357947,0
MDV,2020,,,0.29838717,0.5462707,0
MDV,2021,,,0.29984227,0,0
MDV,2022,,,0.29946163,0,0
MLI,2000,4.641384,10.768806,13.912134,51.029316,19.64836
MLI,2001,5.1195545,11.574636,14.430511,50.02328,18.852015
MLI,2002,5.6058693,12.406258,14.911374,49.01259,18.063911
MLI,2003,6.0997486,13.263163,15.354515,47.997845,17.284729
MLI,2004,6.600541,14.145929,15.760832,46.9784,16.514297
MLI,2005,7.107651,15.053281,16.129395,45.955837,15.753836
MLI,2006,7.620364,15.986591,16.46192,44.92853,15.00259
MLI,2007,8.138091,16.94482,16.757805,43.897755,14.261531
MLI,2008,8.660083,17.928822,17.018234,42.862526,13.530335
MLI,2009,9.174402,18.948662,17.242449,41.824436,12.810048
MLI,2010,9.691204,19.9926,17.430008,40.78477,12.101417
MLI,2011,10.209976,21.060308,17.581234,39.743855,11.404629
MLI,2012,10.730236,22.15145,17.696472,38.702,10.719845
MLI,2013,11.25153,23.265661,17.776073,37.659542,10.047194
MLI,2014,11.773358,24.402878,17.820631,36.616478,9.386654
MLI,2015,12.295398,25.562414,17.830294,35.573463,8.738432
MLI,2016,12.8172035,26.744175,17.805658,34.530502,8.102461
MLI,2017,13.338331,27.94807,17.747326,33.4876,7.4786735
MLI,2018,13.858573,29.173367,17.655457,32.44542,6.8671846
MLI,2019,14.377424,30.420273,17.530863,31.40364,6.267799
MLI,2020,14.894888,31.687702,17.373495,30.363256,5.6806574
MLI,2021,15.408502,32.978043,17.184368,29.323624,5.105463
MLI,2022,15.919642,34.28891,16.963423,28.285736,4.5422907
MLT,2000,99.2774,0.68796265,0,0.034638505,0
MLT,2001,99.27729,0.68796194,0,0.034743927,0
MLT,2002,99.2772,0.6879613,0,0.034837168,0
MLT,2003,99.2771,0.6879606,0,0.03493672,0
MLT,2004,98.42316,1.5418189,0,0.035027076,0
MLT,2005,97.56921,2.3956757,0,0.035117295,0
MLT,2006,96.7153,3.249532,0,0.03516795,0
MLT,2007,95.86141,4.103389,0,0.035195604,0
MLT,2008,95.00753,4.9572444,0,0.03522683,0
MLT,2009,94.15365,5.8111,0,0.035250835,0
MLT,2010,93.29977,6.6649556,0,0.035276745,0
MLT,2011,92.445885,7.5188103,0,0.03530533,0
MLT,2012,91.592,8.372664,0,0.035329223,0
MLT,2013,90.73812,9.226519,0,0.035357326,0
MLT,2014,89.88425,10.080372,0,0.035377137,0
MLT,2015,89.030365,10.934225,0,0.03540765,0
MLT,2016,88.17649,11.788078,0,0.035429608,0
MLT,2017,88.17647,11.788075,0,0.035454407,0
MLT,2018,88.17645,11.788073,0,0.035477858,0
MLT,2019,88.17643,11.78807,0,0.03550118,0
MLT,2020,88.17641,11.788067,0,0.03552608,0
MLT,2021,88.176384,11.788063,0,0.035554625,0
MLT,2022,88.17636,11.78806,0,0.035577185,0
MHL,2001,,,0,1.4467282,12.688915
MHL,2002,,,0,1.4459752,12.524442
MHL,2003,,,0,1.4452405,12.361556
MHL,2004,,,0,1.4445066,12.200264
MHL,2005,,,0,1.4437866,12.040879
MHL,2006,,,0,1.5799707,11.759005
MHL,2007,,,0.119160905,1.7125516,11.488191
MHL,2008,,,0.6603191,1.8415717,11.227689
MHL,2009,,,1.2008573,1.9671191,10.978231
MHL,2010,,,1.7406607,2.0892348,10.739077
MHL,2011,,,2.2796168,2.2079692,10.510086
MHL,2012,,,2.8176568,2.3235245,10.292385
MHL,2013,,,3.3547227,2.4360664,10.08618
MHL,2014,,,3.8907309,2.5456476,9.890667
MHL,2015,,,4.4256287,2.6524386,9.705793
MHL,2016,,,4.9593477,2.7565007,9.5310335
MHL,2017,,,5.4918513,2.8579974,9.366315
MHL,2018,,,6.023057,2.9569502,9.2109375
MHL,2019,,,6.5529623,3.0535617,9.065024
MHL,2020,,,6.545918,3.1478446,8.927909
MHL,2021,,,6.5386543,3.239899,8.799341
MHL,2022,,,6.531213,3.3298817,8.679231
MTQ,2001,,,0,2.298058,0
MTQ,2002,,,0,2.298058,0
MTQ,2003,,,0,2.298058,0
MTQ,2004,,,0,2.298058,0
MTQ,2005,,,0,2.298058,0
MTQ,2006,,,0,2.1859941,0
MTQ,2007,,,0,2.0739305,0
MTQ,2008,,,0,1.9618666,0
MTQ,2009,,,0,1.8498029,0
MTQ,2010,,,0,1.737739,0
MTQ,2011,,,0,1.6256752,0
MTQ,2012,,,0,1.5136114,0
MTQ,2013,,,0,1.4015476,0
MTQ,2014,,,0,1.2894838,0
MTQ,2015,,,0,1.1774199,0
MTQ,2016,,,0,1.0653561,0
MTQ,2017,,,0,0.9532923,0
MTQ,2018,,,0,0.84122854,0
MTQ,2019,,,0,0.7291647,0
MTQ,2020,,,0,0.6171009,0
MTQ,2021,,,0,0.50503707,0
MTQ,2022,,,0,0.50503707,0
MRT,2000,,,6.92782,20.595621,54.47684
MRT,2001,,,7.3739643,20.106342,53.367237
MRT,2002,,,7.863179,19.643835,52.07431
MRT,2003,,,8.355808,19.168907,50.781067
MRT,2004,,,8.851882,18.681406,49.48754
MRT,2005,,,9.351052,18.180923,48.195404
MRT,2006,,,9.585735,17.667446,46.90414
MRT,2007,,,9.797288,17.140863,45.613777
MRT,2008,,,9.984945,16.601112,44.32381
MRT,2009,,,10.147159,16.047764,43.03747
MRT,2010,,,10.283524,15.480985,41.752644
MRT,2011,,,10.39306,14.90065,40.46988
MRT,2012,,,10.474806,14.306662,39.189716
MRT,2013,,,10.527651,13.698923,37.913746
MRT,2014,,,10.550177,13.077362,36.64614
MRT,2015,,,10.541612,12.442172,35.387897
MRT,2016,,,10.501261,11.7936125,34.139977
MRT,2017,,,10.428728,11.131959,32.901264
MRT,2018,,,10.323346,10.45751,31.67325
MRT,2019,,,10.184718,9.770562,30.455326
MRT,2020,,,10.012347,9.071481,29.248436
MRT,2021,,,9.805898,8.360565,28.051981
MRT,2022,,,9.564986,7.6382275,26.866892
MUS,2000,,,7.443368,2.4137855,0.06350572
MUS,2001,,,7.181654,2.2581766,0.07177463
MUS,2002,,,6.918951,2.1021922,0.080033034
MUS,2003,,,6.6552486,1.9458063,0.0882803
MUS,2004,,,6.390543,1.7890121,0.09651642
MUS,2005,,,6.124826,1.6317928,0.104741015
MUS,2006,,,5.858102,1.4741961,0.1129549
MUS,2007,,,5.5903583,1.3161802,0.121157356
MUS,2008,,,5.3216,1.1577743,0.12934901
MUS,2009,,,5.051815,0.998951,0.13752933
MUS,2010,,,4.781004,0.8397311,0.1456986
MUS,2011,,,4.509162,0.6801132,0.15385684
MUS,2012,,,4.2359753,0.52754784,0.16199218
MUS,2013,,,3.9611797,0.3899598,0.17008851
MUS,2014,,,3.9610577,0.38711053,0.17820218
MUS,2015,,,3.9609363,0.38425395,0.18630385
MUS,2016,,,3.9608052,0.38124704,0.19439687
MUS,2017,,,3.960664,0.37809327,0.20248431
MYT,2006,,,0,30.981144,0
MYT,2007,,,0,30.981144,0
MYT,2008,,,0,30.981144,0
MYT,2009,,,0,30.981144,0
MYT,2010,,,0,30.981144,0
MYT,2011,,,0,27.052176,0
MYT,2012,,,0,23.123207,0
MYT,2013,,,0,19.194239,0
MYT,2014,,,0,15.265271,0
MYT,2015,,,0,11.336303,0
MYT,2016,,,0,7.407335,0
MYT,2017,,,0,3.4783664,0
MYT,2018,,,0,0,0
MYT,2019,,,0,0,0
MYT,2020,,,0,0,0
MYT,2021,,,0,0,0
MYT,2022,,,0,0,0
MEX,2000,17.576391,60.171124,6.5480504,6.569211,9.135222
MEX,2001,17.679749,60.831738,6.5841384,6.2620625,8.642314
MEX,2002,17.780807,61.484947,6.6196246,5.9581256,8.156496
MEX,2003,19.714043,60.296463,6.6544676,5.6573467,7.6776795
MEX,2004,21.681168,59.06499,6.6886497,5.3595963,7.205596
MEX,2005,23.681824,57.79053,6.7220783,5.0650487,6.740518
MEX,2006,25.715677,56.47387,6.7547426,4.77354,6.2821684
MEX,2007,27.782368,55.115307,6.7865896,4.4851313,5.830603
MEX,2008,29.881636,53.71572,6.8176165,4.1995974,5.3854294
MEX,2009,32.0131,52.27523,6.847761,3.9170709,4.9468384
MEX,2010,34.17649,50.79449,6.877005,3.6374187,4.5145936
MEX,2011,36.371784,49.274387,6.9053245,3.360324,4.0881805
MEX,2012,38.59857,47.714874,6.932651,3.085985,3.6679168
MEX,2013,40.856754,46.116478,6.9589324,2.8142667,3.2535703
MEX,2014,43.14613,44.47947,6.9841075,2.5451531,2.8451416
MEX,2015,45.466316,42.804024,7.008138,2.27876,2.4427617
MEX,2016,47.817276,41.09055,7.030952,2.014965,2.0462592
MEX,2017,50.198616,39.339275,7.0525274,1.7538545,1.6557249
MEX,2018,52.61023,37.55054,7.072802,1.4953643,1.2710632
MEX,2019,55.051933,35.724625,7.091727,1.2394714,0.8922438
MEX,2020,57.523533,33.8618,7.109252,0.9861759,0.5192366
MEX,2021,60.024723,31.962406,7.125365,0.7354873,0.15201661
MEX,2022,62.500813,30.017633,7.1356483,0.345904,0
FSM,2000,,,0,74.95157,
FSM,2001,,,0,70.86373,
FSM,2002,,,0,66.77589,
FSM,2003,,,0,62.688046,
FSM,2004,,,0,58.6002,
FSM,2005,,,0,54.51236,
FSM,2006,,,0,40.92452,9.5
FSM,2007,,,0,36.836678,9.5
FSM,2008,,,0,32.748837,9.5
FSM,2009,,,0,28.660994,9.5
FSM,2010,,,0,24.57315,9.5
FSM,2011,,,0,20.48531,9.5
FSM,2012,,,0,16.397467,9.5
FSM,2013,,,0,12.309625,9.5
FSM,2014,,,0,8.221783,9.5
FSM,2015,,,0,13.633942,
FSM,2016,,,0,9.5461,
FSM,2017,,,0,9.5461,
FSM,2018,,,0,9.5461,
FSM,2019,,,0,9.5461,
FSM,2020,,,0,9.5461,
MDA,2000,,,7.0847197,21.320662,3.9371883e-15
MDA,2001,,,7.121713,20.916891,0.009301833
MDA,2002,,,7.1591897,20.507751,0.018737001
MDA,2003,,,7.1971483,20.093248,0.028305499
MDA,2004,,,7.083242,19.6731,0.038006667
MDA,2005,,,6.969564,19.198235,0.047687497
MDA,2006,,,6.856985,18.672346,0.057256006
MDA,2007,,,6.740945,18.14605,0.06683483
MDA,2008,,,6.621439,17.619333,0.076424
MDA,2009,,,6.498461,17.092207,0.0860235
MDA,2010,,,6.3720064,16.56466,0.095633335
MDA,2011,,,6.2420697,16.0367,0.1052535
MDA,2012,,,6.108646,15.508319,0.114884004
MDA,2013,,,5.9717293,14.979528,0.12452483
MDA,2014,,,5.8313146,14.450317,0.134176
MDA,2015,,,5.6885457,13.925246,0.13419
MDA,2016,,,5.543684,13.394834,0.134141
MDA,2017,,,5.3968153,12.859994,0.13403367
MDA,2018,,,5.2481756,12.321028,0.13386567
MDA,2019,,,5.0979075,11.778627,0.13363934
MDA,2020,,,4.9462686,11.233107,0.13335232
MDA,2021,,,4.7934747,10.684985,0.13300467
MDA,2022,,,4.821684,10.134768,0.13259633
MCO,2000,100,0,0,0,0
MCO,2001,100,0,0,0,0
MCO,2002,100,0,0,0,0
MCO,2003,100,0,0,0,0
MCO,2004,100,0,0,0,0
MCO,2005,100,0,0,0,0
MCO,2006,100,0,0,0,0
MCO,2007,100,0,0,0,0
MCO,2008,100,0,0,0,0
MCO,2009,100,0,0,0,0
MCO,2010,100,0,0,0,0
MCO,2011,100,0,0,0,0
MCO,2012,100,0,0,0,0
MCO,2013,100,0,0,0,0
MCO,2014,100,0,0,0,0
MCO,2015,100,0,0,0,0
MCO,2016,100,0,0,0,0
MCO,2017,100,0,0,0,0
MCO,2018,100,0,0,0,0
MCO,2019,100,0,0,0,0
MCO,2020,100,0,0,0,0
MCO,2021,100,0,0,0,0
MCO,2022,100,0,0,0,0
MNG,2000,41.863865,2.3158224,29.22801,6.536528,20.055775
MNG,2001,42.59797,2.3666084,29.719135,6.3190565,18.997232
MNG,2002,43.303806,2.4269242,30.193974,6.1059175,17.96938
MNG,2003,43.990623,2.4873354,30.652552,5.8971477,16.97234
MNG,2004,45.358467,2.5834537,30.35912,5.6927767,16.006182
MNG,2005,46.724056,2.6810946,30.029325,5.493112,15.072412
MNG,2006,48.087704,2.7803965,29.66504,5.2977977,14.169064
MNG,2007,49.447926,2.881269,29.267447,5.1069202,13.29644
MNG,2008,50.803875,2.983698,28.83793,4.9204144,12.454083
MNG,2009,52.153114,3.0874226,28.377434,4.738594,11.6434355
MNG,2010,53.496567,3.1926658,27.887793,4.5610003,10.861977
MNG,2011,54.68728,3.2749462,27.338026,4.4217196,10.27803
MNG,2012,55.80358,3.344309,26.753548,4.302656,9.795906
MNG,2013,56.931236,3.4144323,26.155012,4.1838274,9.315494
MNG,2014,58.06994,3.4852722,25.542452,4.0652895,8.837047
MNG,2015,59.220085,3.556917,24.916021,3.946928,8.360048
MNG,2016,60.381367,3.6293244,24.275747,3.8287983,7.8847623
MNG,2017,61.553516,3.7024481,23.621677,3.7109537,7.4114037
MNG,2018,62.739616,3.7770875,22.954199,3.5925972,6.936501
MNG,2019,63.939064,3.8532772,22.273193,3.4738011,6.4606657
MNG,2020,65.1512,3.9310522,21.578571,3.354662,5.9845133
MNG,2021,65.55783,3.9654694,21.732372,3.2353408,5.5089836
MNG,2022,65.96411,4.0007715,21.88517,3.1157863,5.0341616
MNE,2006,23.94933,66.692184,2.635612,6.5604763,0.16239826
MNE,2007,26.267752,64.909836,2.4717314,6.1946554,0.15602401
MNE,2008,28.559965,63.155872,2.3066802,5.827802,0.1496794
MNE,2009,30.826004,61.430103,2.1404476,5.4600787,0.14336823
