Code,Year,population using safely managed sanitation services,"population using only basic sanitation services, improved sanitation facilities which are not shared","population using limited sanitation services, improved sanitation facilities which are shared",population using unimproved sanitation facilities,population practicing open defecation
,2011,43.506,25.862335,6.556124,12.251553,11.823985
,2012,44.370388,26.015316,6.5702786,11.97818,11.065837
,2013,45.252293,26.173197,6.5770354,11.688694,10.308781
,2014,46.168747,26.288898,6.580678,11.4014,9.560275
,2015,47.155655,26.329567,6.58726,11.107508,8.82001
,2016,48.14379,26.361612,6.58665,10.817091,8.090855
,2017,49.054115,26.359728,6.5779643,8.189472,9.81872
,2018,49.946587,26.332706,6.5822835,8.298477,8.839945
,2019,50.83452,26.26031,6.6245427,8.399822,7.880808
,2020,51.645134,26.18964,6.6899686,8.520113,6.9551463
,2021,54.381306,27.369705,6.535551,6.541344,5.172094
,2022,54.943924,27.402828,6.6555595,6.5076437,4.4900427
,2000,25.830263,34.55742,5.0185847,27.405611,7.18812
,2001,26.307966,34.89741,5.0257826,26.81027,6.95857
,2002,27.042719,36.00864,5.0961823,25.222952,6.629506
,2003,28.543415,36.205795,5.1309247,23.80768,6.3121867
,2004,30.105793,36.325596,5.153375,22.418802,5.9964337
,2005,31.75134,36.348034,5.1591635,21.059717,5.681743
,2006,33.459686,36.281994,5.152742,19.730867,5.3747077
,2007,35.26667,36.1293,5.1054163,18.427454,5.071161
,2008,37.12941,35.90445,5.0455894,17.150505,4.770046
,2009,39.044594,35.60926,4.974007,15.901395,4.4707446
,2010,41.024124,35.23157,4.8901405,14.678921,4.175244
,2011,43.058582,34.771587,4.793179,13.490249,3.8864024
,2012,45.144657,34.240196,4.6836467,12.330827,3.6006727
,2013,47.285656,33.63748,4.5620694,11.195903,3.3188925
,2014,49.49048,32.955082,4.4288244,10.085175,3.040443
,2015,51.748466,32.202583,4.2846537,8.998507,2.765787
,2016,54.055393,31.383503,4.1299114,7.936233,2.4949596
,2017,56.408306,30.500418,3.9638817,6.8051248,2.3222692
,2018,58.795483,29.564417,3.7873054,5.8039417,2.0488544
,2019,61.21293,28.575426,3.6011872,4.82797,1.7824886
,2020,62.24531,28.940487,3.408129,3.8784893,1.527581
,2021,63.244865,29.320715,3.2058523,2.9490607,1.279507
,2022,64.20976,29.605272,3.093223,2.026569,1.0651731
ECU,2000,39.98257,30.294415,10.072625,6.4810095,13.169382
ECU,2001,40.021774,31.184092,10.204439,6.123891,12.465806
ECU,2002,40.061096,32.020443,10.323843,5.7850676,11.809551
ECU,2003,40.10226,32.821148,10.435127,5.457917,11.183546
ECU,2004,40.1388,33.621853,10.545952,5.132241,10.561156
ECU,2005,40.30219,34.56184,10.385295,4.808111,9.942565
ECU,2006,40.460117,35.507378,10.219238,4.485521,9.327745
ECU,2007,40.612335,36.459095,10.047902,4.164326,8.71634
ECU,2008,40.75905,37.416416,9.871195,3.8446548,8.108686
ECU,2009,40.90024,38.379356,9.689137,3.5265045,7.50476
