Code,Year,population using safely managed drinking water services,population using only basic drinking water services,population using limited drinking water services,population using unimproved drinking water services,population using surface water as a primary source of drinking water
,2020,36.574085,29.23751,13.982059,14.288908,5.9174385
,2021,37.22505,29.322102,14.24849,13.637715,5.5666428
,2022,37.47478,29.654785,14.486922,13.128558,5.2549543
LBN,2000,43.4791,40.92687,6.7451854,8.703428,0.14542
LBN,2001,43.70599,41.140438,6.780384,8.227768,0.14542
LBN,2002,43.93288,41.35401,6.8155828,7.752108,0.14542
LBN,2003,44.159767,41.56758,6.850782,7.2764482,0.14542
LBN,2004,44.386658,41.78115,6.8859806,6.8007884,0.14542
LBN,2005,44.61355,41.994724,6.9211793,6.325128,0.14542
LBN,2006,44.84044,42.208294,6.9563785,5.849468,0.14542
LBN,2007,45.06733,42.421867,6.991577,5.373808,0.14542
LBN,2008,45.294216,42.635437,7.026776,4.898148,0.14542
LBN,2009,45.521107,42.84901,7.061975,4.422488,0.14542
LBN,2010,45.747997,43.06258,7.0971737,3.946828,0.14542
LBN,2011,45.974888,43.276154,7.1323724,3.471168,0.14542
LBN,2012,46.20178,43.489723,7.1675715,2.995508,0.14542
LBN,2013,46.42867,43.703293,7.20277,2.5198479,0.14542
LBN,2014,46.655556,43.916866,7.237969,2.0441878,0.14542
LBN,2015,46.882446,44.130436,7.273168,1.5685278,0.14542
LBN,2016,47.109337,44.34401,7.308367,1.0928679,0.14542
LBN,2017,47.336227,44.55758,7.3435655,0.61720777,0.14542
LBN,2018,47.563118,44.771152,7.378764,0.14154772,0.14542
LBN,2019,47.7,44.9,7.4,0,0
LBN,2020,47.7,44.9,7.4,0,0
LBN,2021,47.7,44.9,7.4,0,0
LBN,2022,47.7,44.9,7.4,0,0
LSO,2000,8.852616,56.783993,11.41397,22.715382,0.23403718
LSO,2001,9.720051,56.272305,11.424738,22.07299,0.5099151
LSO,2002,10.610427,55.743782,11.429949,21.433346,0.78249705
LSO,2003,11.523815,55.198315,11.429406,20.796772,1.0516926
LSO,2004,12.461596,54.635094,11.422873,20.163057,1.3173802
LSO,2005,13.422447,54.054775,11.410227,19.533033,1.5795195
LSO,2006,14.40821,53.456295,11.391203,18.906319,1.8379741
LSO,2007,15.370616,52.8667,11.369382,18.298315,2.0949879
LSO,2008,16.35462,52.261127,11.3419695,17.693483,2.3487992
LSO,2009,17.359028,51.640213,11.308949,17.092384,2.5994241
LSO,2010,18.38572,51.002872,11.270043,16.494648,2.846717
LSO,2011,19.434523,50.34916,11.225147,15.900531,3.0906396
LSO,2012,20.382807,49.771973,11.182443,15.326731,3.336048
LSO,2013,21.230095,49.299744,11.135149,14.756112,3.5788982
LSO,2014,22.089243,48.819927,11.083113,14.1886,3.8191164
LSO,2015,22.960941,48.332157,11.026158,13.624125,4.0566173
LSO,2016,23.84412,47.837082,10.9643545,13.062987,4.2914577
LSO,2017,24.73947,47.334335,10.89753,12.505109,4.5235558
LSO,2018,25.650785,46.821785,10.824985,11.949921,4.7525263
LSO,2019,26.577694,46.299683,10.746628,11.397659,4.9783382
LSO,2020,27.521683,45.767235,10.662051,10.848249,5.20078
LSO,2021,27.865732,45.763027,10.649333,10.550076,5.1718316
LSO,2022,28.217487,45.75322,10.634934,10.252179,5.1421785
LBR,2000,,,3.6266265,16.501947,17.757309
LBR,2001,,,3.67739,15.943323,17.388435
LBR,2002,,,3.7283278,15.38661,17.020586
LBR,2003,,,3.7793384,14.83198,16.65428
LBR,2004,,,3.830473,14.279357,16.289267
LBR,2005,,,3.8816807,13.728823,15.925799
LBR,2006,,,4.1891804,13.18037,15.563879
LBR,2007,,,4.5032034,12.633949,15.203261
LBR,2008,,,4.823621,12.089618,14.844195
LBR,2009,,,5.1508965,11.54677,14.484052
LBR,2010,,,5.4849315,11.005503,14.122903
LBR,2011,,,5.8256693,10.465867,13.760591
LBR,2012,,,6.172906,9.928068,13.397657
LBR,2013,,,6.5266213,9.392107,13.033712
LBR,2014,,,6.8866053,8.858173,12.669291
LBR,2015,,,7.2527804,8.326319,12.304235
LBR,2016,,,7.6250186,7.796651,11.938618
LBR,2017,,,8.003103,7.2693195,11.572958
LBR,2018,,,8.386985,6.7443647,11.206875
LBR,2019,,,8.776483,6.2218947,10.840662
LBR,2020,,,9.171451,5.702015,10.474386
LBR,2021,,,9.571743,5.1848073,10.108112
LBR,2022,,,9.977138,4.6118035,9.800927
LBY,2000,,,0,15.767928,0
LBY,2001,,,0,14.897959,0
LBY,2002,,,0,14.027989,0
LBY,2003,,,0,13.158019,0
LBY,2004,,,0,12.28805,0
LBY,2005,,,0,11.41808,0
LBY,2006,,,0,10.548111,0
LBY,2007,,,0,9.678142,0
LBY,2008,,,0,8.808171,0
LBY,2009,,,0,7.938202,0
LBY,2010,,,0,7.0682325,0
LBY,2011,,,0,6.198263,0
LBY,2012,,,0,5.3282933,0
LBY,2013,,,0,4.458324,0
LBY,2014,,,0,3.5883543,0
LBY,2015,,,0,2.7183847,0
LBY,2016,,,0,1.8484153,0
LBY,2017,,,0,0.97844577,0
LBY,2018,,,0,0.1084762,0
LBY,2019,,,0,0.1084762,0
LBY,2020,,,0,0.1084762,0
LBY,2021,,,0,0.1084762,0
LBY,2022,,,0,0.1084762,0
LIE,2000,100,0,0,0,0
LIE,2001,100,0,0,0,0
LIE,2002,100,0,0,0,0
LIE,2003,100,0,0,0,0
LIE,2004,100,0,0,0,0
LIE,2005,100,0,0,0,0
LIE,2006,100,0,0,0,0
LIE,2007,100,0,0,0,0
LIE,2008,100,0,0,0,0
LIE,2009,100,0,0,0,0
LIE,2010,100,0,0,0,0
LIE,2011,100,0,0,0,0
LIE,2012,100,0,0,0,0
LIE,2013,100,0,0,0,0
LIE,2014,100,0,0,0,0
LIE,2015,100,0,0,0,0
LIE,2016,100,0,0,0,0
LIE,2017,100,0,0,0,0
LIE,2018,100,0,0,0,0
LIE,2019,100,0,0,0,0
LIE,2020,100,0,0,0,0
LIE,2021,100,0,0,0,0
LIE,2022,100,0,0,0,0
LTU,2000,68.38195,21.287617,0,10.330434,0
LTU,2001,68.72295,21.393772,0,9.883271,0
LTU,2002,69.061226,21.499079,0,9.439696,0
LTU,2003,69.40066,21.604746,0,8.994595,0
LTU,2004,71.213745,20.238283,0,8.547973,0
LTU,2005,73.05331,18.860563,0,8.086129,0
LTU,2006,74.91872,17.47053,0,7.610754,0
LTU,2007,76.798454,16.064983,0,7.1365585,0
LTU,2008,78.69247,14.64398,0,6.6635528,0
LTU,2009,80.59157,13.206083,0,6.2023478,0
LTU,2010,82.49667,11.752074,0,5.751255,0
LTU,2011,84.425,10.284599,0,5.290396,0
LTU,2012,86.38264,8.803757,0,4.813606,0
LTU,2013,88.35362,7.307394,0,4.3389854,0
LTU,2014,90.337975,5.795625,0,3.866402,0
LTU,2015,92.335594,4.268548,0,3.395861,0
LTU,2016,93.99288,3.0808637,0,2.926255,0
LTU,2017,94.44231,3.0997572,0,2.4579337,0
LTU,2018,94.87325,3.1172807,0,2.0094678,0
LTU,2019,94.897484,3.1039855,0,1.9985272,0
LTU,2020,94.92379,3.0895572,0,1.9866495,0
LTU,2021,94.95175,3.0742223,0,1.9740274,0
LTU,2022,94.9815,3.0579052,0,1.9605983,0
,2000,18.910685,22.50952,10.148626,31.675604,16.755568
,2001,19.0477,22.944843,10.50011,31.175505,16.331842
,2002,19.27861,23.369373,10.874625,30.62013,15.857259
,2003,19.562933,23.795248,11.277995,29.989532,15.374291
,2004,19.86468,24.235615,11.696485,29.334309,14.868914
,2005,20.22457,24.69584,12.150209,28.640772,14.2886095
,2006,20.660246,25.116474,12.598296,27.924913,13.700071
,2007,21.137,25.51577,13.036839,27.196236,13.114157
,2008,21.613146,25.93591,13.479157,26.458542,12.513244
,2009,22.052393,26.352161,13.917566,25.746084,11.931793
,2010,22.526253,26.748533,14.35013,25.02397,11.351115
,2011,22.582184,27.375063,14.960912,24.10406,10.977783
,2012,23.005394,27.741152,15.414798,23.43015,10.408507
,2013,23.349354,28.116716,15.890624,22.822958,9.820347
,2014,23.71102,28.474686,16.36424,22.18901,9.261044
,2015,24.181213,28.781437,16.82577,21.523033,8.688547
,2016,24.738857,29.045969,17.276154,20.832077,8.106943
,2017,25.32075,29.322529,17.709246,20.15501,7.4924655
,2018,25.993237,29.534664,18.13641,19.426474,6.9092155
,2019,26.710714,29.722271,18.55754,18.679474,6.330002
,2020,27.416277,29.922367,18.945461,17.921934,5.793962
,2021,28.091015,30.148666,19.324057,17.106602,5.3296614
,2022,28.60295,30.458654,19.602535,16.443722,4.8921404
,2000,44.099976,33.43943,4.34661,12.844017,5.2699633
,2001,44.848804,33.24569,4.3734684,12.374499,5.1575375
,2002,45.613716,33.052326,4.372012,11.9589815,5.0029607
,2003,46.385525,32.857975,4.3696547,11.540108,4.8467393
,2004,47.23977,32.572254,4.375958,11.120767,4.6912546
,2005,48.152622,32.187916,4.4204507,10.706342,4.532669
,2006,49.07581,31.82155,4.430191,10.295139,4.37731
,2007,50.01147,31.441011,4.4375443,9.886945,4.2230277
,2008,50.473103,31.53174,4.4435234,9.481437,4.070196
,2009,51.485176,31.072859,4.4474187,9.077253,3.9172907
,2010,52.500965,30.611574,4.4490285,8.674303,3.7641308
,2011,53.519154,30.147432,4.4476337,8.274416,3.6113648
,2012,54.604168,29.616102,4.4427886,7.878013,3.458928
,2013,55.68802,29.093098,4.4303026,7.482838,3.3057427
,2014,56.76385,28.575157,4.4197755,7.088428,3.152787
,2015,57.743202,28.158337,4.3990216,6.698088,3.0013533
,2016,58.70042,27.759205,4.376379,6.312342,2.8516545
,2017,59.64121,27.37285,4.3527145,5.9281983,2.7050269
,2018,60.564716,27.023302,4.30534,5.547704,2.5589383
,2019,61.460613,26.67559,4.2826586,5.1532893,2.4278493
,2020,62.322414,26.339878,4.2639065,4.7607327,2.3130682
,2021,63.173508,26.039797,4.2430687,4.3450956,2.1985326
,2022,63.799328,25.83,4.2442703,4.0262747,2.1001282
LUX,2000,99.831566,0.168432,0,3.7829278e-07,0
LUX,2001,99.830315,0.16968599,0,1.7290413e-06,0
LUX,2002,99.8294,0.170598,0,1.2592668e-06,0
LUX,2003,99.828514,0.17148308,0,0,0
LUX,2004,99.82765,0.17235106,0,0,0
LUX,2005,99.826805,0.17319587,0,0,0
LUX,2006,99.82598,0.174018,0,9.496287e-07,0
LUX,2007,99.82518,0.174818,0,2.3784821e-06,0
LUX,2008,99.8244,0.17559879,0,0,0
LUX,2009,99.82365,0.17635371,0,0,0
LUX,2010,99.82291,0.1770918,0,0,0
LUX,2011,99.82219,0.17781028,0,0,0
LUX,2012,99.77649,0.2107126,0,0.012801136,0
LUX,2013,99.72375,0.24149549,0,0.034753695,0
LUX,2014,99.67429,0.2703134,0,0.055395033,0
LUX,2015,99.62786,0.29731205,0,0.07482716,0
LUX,2016,99.58425,0.32262304,0,0.09312629,0
LUX,2017,99.54323,0.34638092,0,0.11039268,0
LUX,2018,99.5046,0.36870039,0,0.12669577,0
LUX,2019,99.51253,0.36417377,0,0.12329538,0
LUX,2020,99.520065,0.3598717,0,0.12006288,0
LUX,2021,99.52723,0.3557753,0,0.11699173,0
LUX,2022,99.53408,0.3518659,0,0.11405217,0
MAC,2000,99.97121,0.028792823,0,0,0
MAC,2001,99.97121,0.028792823,0,0,0
MAC,2002,99.97121,0.028792823,0,0,0
MAC,2003,99.97121,0.028792823,0,0,0
MAC,2004,99.97336,0.026644915,0,0,0
MAC,2005,99.9755,0.02449701,0,0,0
MAC,2006,99.97765,0.022349102,0,0,0
MAC,2007,99.9798,0.020201197,0,0,0
MAC,2008,99.98195,0.01805329,0,0,0
MAC,2009,99.98409,0.015905384,0,0,0
MAC,2010,99.986244,0.013757477,0,0,0
MAC,2011,99.98839,0.01160957,0,0,0
MAC,2012,99.99054,0.009461664,0,0,0
MAC,2013,99.99268,0.007313758,0,0,0
MAC,2014,99.994835,0.005165851,0,0,0
MAC,2015,99.99698,0.003017945,0,0,0
MAC,2016,99.99913,0.000870038,0,0,0
MAC,2017,100,0,0,0,0
MAC,2018,100,0,0,0,0
MAC,2019,100,0,0,0,0
MAC,2020,100,0,0,0,0
MAC,2021,100,0,0,0,0
MAC,2022,100,0,0,0,0
MDG,2000,6.934228,30.013893,1.9499197,23.656027,37.44593
MDG,2001,7.488781,30.091906,2.0326624,24.10748,36.27917
MDG,2002,8.0596895,30.15299,2.1170332,24.55469,35.115597
MDG,2003,8.646787,30.196817,2.203046,24.997791,33.95556
MDG,2004,9.250258,30.22364,2.290744,25.436579,32.79878
MDG,2005,9.932615,30.322681,2.386552,25.809132,31.549019
MDG,2006,10.6359,30.401943,2.4852903,26.171385,30.305483
MDG,2007,11.359994,30.460993,2.5870214,26.52337,29.06862
MDG,2008,12.105384,30.50019,2.6918764,26.86452,27.83803
MDG,2009,12.87111,30.518114,2.799817,27.195719,26.615242
MDG,2010,13.657627,30.51515,2.910968,27.516436,25.399818
MDG,2011,14.4647665,30.49094,3.025379,27.826777,24.192139
MDG,2012,15.292566,30.44537,3.1431255,28.126627,22.99231
MDG,2013,16.140831,30.37811,3.26425,28.416128,21.80068
MDG,2014,16.763008,30.536095,3.3888593,28.694942,20.617096
MDG,2015,17.386236,30.69121,3.5169568,28.963478,19.442118
MDG,2016,18.02669,30.827663,3.648648,29.221409,18.27559
MDG,2017,18.684448,30.944864,3.7839663,29.468912,17.11781
MDG,2018,19.359823,31.04242,3.9229784,29.705942,15.968836
MDG,2019,20.052565,31.11964,4.0656643,29.932999,14.829131
MDG,2020,20.763533,31.17649,4.2121744,30.14947,13.698333
MDG,2021,21.492128,31.21218,4.3624315,30.356207,12.577055
MDG,2022,22.239223,31.22666,4.5165887,30.552584,11.464945
MWI,2000,6.930723,46.924427,14.10629,24.488739,7.5498204
MWI,2001,7.3010607,47.393375,14.412129,23.600954,7.292479
MWI,2002,7.680516,47.85018,14.718917,22.714775,7.0356126
MWI,2003,8.069427,48.294853,15.026566,21.830006,6.779149
MWI,2004,8.467421,48.727406,15.335151,20.94686,6.5231657
MWI,2005,8.8748455,49.147823,15.644582,20.065153,6.2675967
MWI,2006,9.291318,49.556145,15.954935,19.185091,6.012513
MWI,2007,9.717193,49.952324,16.266115,18.306513,5.757854
MWI,2008,10.152081,50.336437,16.578207,17.429592,5.503686
MWI,2009,10.600551,50.70739,16.890032,16.55269,5.2493362
MWI,2010,11.062706,51.06476,17.201494,15.67614,4.994902
MWI,2011,11.539038,51.40799,17.512394,14.800148,4.74043
MWI,2012,12.029254,51.736767,17.822727,13.925177,4.4860735
MWI,2013,12.534236,52.05039,18.132181,13.051357,4.2318387
MWI,2014,13.053286,52.34868,18.440857,12.179255,3.9779239
MWI,2015,13.587684,52.630745,18.748318,11.308946,3.7243075
MWI,2016,14.136313,52.89662,19.05478,10.441064,3.471222
MWI,2017,14.700463,53.14535,19.359785,9.575739,3.2186613
MWI,2018,15.280214,53.376446,19.663204,8.713388,2.9667468
MWI,2019,15.87523,53.589645,19.965029,7.8544664,2.7156289
MWI,2020,16.486404,53.784065,20.264885,6.9992776,2.4653683
MWI,2021,17.113388,53.959442,20.56276,6.148294,2.216118
MWI,2022,17.75708,54.11483,20.858253,5.3018785,1.9679582
MYS,2000,92.5773,4.3012576,0.39848304,1.868695,0.8542623
MYS,2001,92.69727,4.2413874,0.39600524,1.830063,0.83526784
MYS,2002,92.76328,4.1775017,0.39322618,1.8494947,0.81649435
MYS,2003,92.83031,4.114483,0.390489,1.8667965,0.79792196
MYS,2004,92.89831,4.0523276,0.38779345,1.8820177,0.7795507
MYS,2005,92.96671,3.991282,0.38514954,1.895392,0.7614606
MYS,2006,93.03588,3.9311535,0.38254926,1.906823,0.74359167
MYS,2007,93.10563,3.8720002,0.37999484,1.9164107,0.72596395
MYS,2008,93.17592,3.813818,0.37748605,2.6327763,
MYS,2009,93.24629,3.756789,0.3750302,2.6218922,
MYS,2010,93.31696,3.7007835,0.37262183,2.6096296,
MYS,2011,93.37021,3.653682,0.37058285,2.6055255,
MYS,2012,93.420815,3.6086771,0.36863405,2.6018775,
MYS,2013,93.4715,3.5645204,0.36672425,2.5972567,
MYS,2014,93.52267,3.521023,0.36484563,2.5914657,
MYS,2015,93.57384,3.4783664,0.36300552,2.5847874,
MYS,2016,93.625275,3.4364228,0.3611986,2.5771027,
MYS,2017,93.67532,3.3958642,0.359452,2.5693638,
MYS,2018,93.724205,3.3565605,0.35776028,2.5614727,
MYS,2019,93.771866,3.3185048,0.35612303,2.5535095,
MYS,2020,93.81822,3.2816906,0.3545397,2.5455496,
MYS,2021,93.863365,3.24605,0.35300744,2.5375757,
MYS,2022,93.94192,3.2145383,0.35173687,2.491804,
MDV,2000,,,0.26407522,5.9197497,0
MDV,2001,,,0.2628864,5.537146,0
MDV,2002,,,0.2616054,5.161865,0
MDV,2003,,,0.26023698,4.7943654,0
MDV,2004,,,0.25877795,4.4349174,0
MDV,2005,,,0.2572393,4.0840454,0
MDV,2006,,,0.25610656,3.7493362,0
MDV,2007,,,0.25625744,3.4397538,0
MDV,2008,,,0.23846658,3.1331456,0
MDV,2009,,,0.22060868,2.829607,0
MDV,2010,,,0.2026843,2.529136,0
MDV,2011,,,0.18469605,2.2317553,0
MDV,2012,,,0.16664493,1.9374815,0
MDV,2013,,,0.14853863,1.6463615,0
MDV,2014,,,0.13037482,1.3583887,0
MDV,2015,,,0.11215788,1.0735976,0
MDV,2016,,,0.09389054,0.79201657,0
MDV,2017,,,0.07557683,0.51364726,0
MDV,2018,,,0.061930798,0.44083902,0
MDV,2019,,,0.048399754,0.42439243,0
MDV,2020,,,0.048050694,0.40750423,0
MDV,2021,,,0.047700018,0.3901857,0
MDV,2022,,,0.047348533,0.39430538,0
MLI,2000,,,4.412702,40.973465,4.7406387
MLI,2001,,,4.537115,39.53776,4.531249
MLI,2002,,,4.5838737,38.106544,4.3236847
MLI,2003,,,4.625145,36.68062,4.118095
MLI,2004,,,4.661093,35.25957,3.9144425
MLI,2005,,,4.691994,33.84505,3.712993
MLI,2006,,,4.7179785,32.435753,3.5135841
MLI,2007,,,4.7393136,31.033,3.3164263
MLI,2008,,,4.756172,29.636116,3.1214511
MLI,2009,,,4.7688394,28.246613,2.9288852
MLI,2010,,,4.777582,26.865637,2.7388902
MLI,2011,,,4.782621,25.493486,2.551507
MLI,2012,,,4.784174,24.130415,2.3667705
MLI,2013,,,4.7824564,22.776684,2.1847079
MLI,2014,,,4.7776713,21.43226,2.0053148
MLI,2015,,,4.7700343,20.0976,1.8286353
MLI,2016,,,4.7597394,18.772652,1.6546545
MLI,2017,,,4.7469788,17.457361,1.4833575
MLI,2018,,,4.7319493,16.152113,1.3147686
MLI,2019,,,4.7148304,14.856609,1.1488451
MLI,2020,,,4.6958036,13.571394,0.98561597
MLI,2021,,,4.675038,12.295955,0.8250172
MLI,2022,,,4.6526957,11.011338,0.68650293
MLT,2000,100,0,0,5.04534e-07,0
MLT,2001,100,0,0,3.5514586e-06,0
MLT,2002,100,0,0,0,0
MLT,2003,100,0,0,1.721174e-06,0
MLT,2004,100,0,0,0,0
MLT,2005,100,0,0,4.203339e-07,0
MLT,2006,100,0,0,0,0
MLT,2007,100,0,0,0,0
MLT,2008,100,0,0,3.4548118e-06,0
MLT,2009,100,0,0,4.59049e-07,0
MLT,2010,99.984024,0.01597688,0,0,0
MLT,2011,99.966385,0.033611156,0,2.4532453e-06,0
MLT,2012,99.94875,0.051245183,0,9.583172e-08,0
MLT,2013,99.93112,0.0688792,0,2.7028311e-06,0
MLT,2014,99.91349,0.08651024,0,0,0
MLT,2015,99.89585,0.10414725,0,2.4028852e-06,0
MLT,2016,99.87822,0.12178088,0,0,0
MLT,2017,99.86059,0.13941495,0,0,0
MLT,2018,99.84295,0.15704767,0,0,0
MLT,2019,99.82532,0.17468028,0,0,0
MLT,2020,99.807686,0.19231445,0,0,0
MLT,2021,99.79005,0.20995139,0,8.777277e-07,0
MLT,2022,99.772415,0.22758447,0,0,0
MHL,2001,,,10.655538,0.49800774,0
MHL,2002,,,10.6948595,0.5017264,0
MHL,2003,,,10.7338,0.5054203,0
MHL,2004,,,10.772361,0.50907177,0
MHL,2005,,,10.810464,0.5126851,0
MHL,2006,,,10.836815,0.60366565,0
MHL,2007,,,10.862552,0.69580173,0
MHL,2008,,,10.88783,0.78909427,0
MHL,2009,,,10.909813,0.9318308,0
MHL,2010,,,10.925567,1.181241,0
MHL,2011,,,10.941091,1.4262387,0
MHL,2012,,,10.955999,1.6669223,0
MHL,2013,,,10.9701395,1.9034411,0
MHL,2014,,,10.983658,2.135926,0
MHL,2015,,,10.99647,2.364555,0
MHL,2016,,,11.008651,2.5894403,0
MHL,2017,,,11.020118,2.8107564,0
MHL,2018,,,11.031019,3.0285914,0
MHL,2019,,,11.041197,3.24314,0
MHL,2020,,,11.0508,3.454478,0
MHL,2021,,,11.059826,3.662732,0
MHL,2022,,,11.06819,3.8680701,0
MTQ,2000,99.324455,0.4377883,0,0.23775667,0
MTQ,2001,99.324455,0.4377883,0,0.23775667,0
MTQ,2002,99.324455,0.4377883,0,0.23775667,0
MTQ,2003,99.324455,0.4377883,0,0.23775667,0
MTQ,2004,99.324455,0.4377883,0,0.23775667,0
MTQ,2005,99.324455,0.4377883,0,0.23775667,0
MTQ,2006,99.32159,0.43777567,0,0.240634,0
MTQ,2007,99.318726,0.43776304,0,0.24351133,0
MTQ,2008,99.28191,0.47169572,0,0.24638866,0
MTQ,2009,99.24511,0.50562644,0,0.24926598,0
MTQ,2010,99.2083,0.5395552,0,0.2521433,0
MTQ,2011,99.1715,0.573482,0,0.25502062,0
MTQ,2012,99.1347,0.60740685,0,0.25789794,0
MTQ,2013,99.09789,0.64132977,0,0.26077527,0
MTQ,2014,99.0611,0.67525065,0,0.2636526,0
MTQ,2015,99.0243,0.7091696,0,0.26652992,0
MTQ,2016,98.9875,0.74308664,0,0.26940724,0
MTQ,2017,98.950714,0.7770017,0,0.2722846,0
MTQ,2018,98.913925,0.8109148,0,0.27516192,0
MTQ,2019,98.87714,0.8448259,0,0.27803925,0
MTQ,2020,98.84035,0.8787351,0,0.28091657,0
MTQ,2021,98.803566,0.91264236,0,0.2837939,0
MTQ,2022,98.76963,0.9465749,0,0.2837939,0
MRT,2000,,,18.918545,33.447224,5.961517
MRT,2001,,,19.303259,32.56452,5.6422668
MRT,2002,,,19.117678,31.54327,5.302864
MRT,2003,,,18.899426,30.531092,4.9685264
MRT,2004,,,18.648664,29.528137,4.6393204
MRT,2005,,,18.36539,28.535774,4.3154926
MRT,2006,,,18.049911,27.553686,3.9970245
MRT,2007,,,17.702461,26.58198,3.6839645
MRT,2008,,,17.323307,25.620365,3.3763103
MRT,2009,,,16.912561,24.671263,3.0744014
MRT,2010,,,16.470642,23.733171,2.7780623
MRT,2011,,,15.997831,22.806545,2.4873724
MRT,2012,,,15.494447,21.891802,2.2023976
MRT,2013,,,14.960885,20.990051,1.9232596
MRT,2014,,,14.39779,20.10404,1.6501966
MRT,2015,,,13.8058605,19.234264,1.3831779
MRT,2016,,,13.185856,18.35098,1.1523211
MRT,2017,,,12.538376,17.46921,0.9415204
MRT,2018,,,11.864257,16.602507,0.7378906
MRT,2019,,,11.164137,15.750299,0.54125047
MRT,2020,,,10.4388485,14.912972,0.35145855
MRT,2021,,,9.689015,14.089943,0.16832967
MRT,2022,,,8.9155,13.273242,0
MUS,2000,,,0,0.51996243,0.16370012
MUS,2001,,,0,0.49455443,0.15587498
MUS,2002,,,0,0.46909618,0.1480207
MUS,2003,,,0,0.44358802,0.1401345
MUS,2004,,,0,0.41802272,0.13221636
MUS,2005,,,0,0.392402,0.124264255
MUS,2006,,,0,0.36673558,0.11628241
MUS,2007,,,0,0.3410165,0.10826687
MUS,2008,,,0,0.31524202,0.10022133
MUS,2009,,,0,0.28941354,0.092142366
MUS,2010,,,0,0.26353663,0.08403176
MUS,2011,,,0,0.23761007,0.07588952
MUS,2012,,,0,0.2116267,0.0677167
MUS,2013,,,0,0.18559101,0.059510123
MUS,2014,,,0,0.15949965,0.051272966
MUS,2015,,,0,0.13336246,0.04300417
MUS,2016,,,0,0.107148476,0.03469343
MUS,2017,,,0,0.08087215,0.026349729
MUS,2018,,,0,0.054554805,0.017982045
MUS,2019,,,0,0.028201923,0.009599357
MUS,2020,,,0,0.004199758,0
MUS,2021,,,0,0,0
MUS,2022,,,0,4.5090533e-07,0
MYT,2006,79.365685,18.055418,0,2.5788991,
MYT,2007,79.365685,18.055418,0,2.5788991,
MYT,2008,79.365685,18.055418,0,2.5788991,
MYT,2009,79.1273,18.001186,0,0,2.871519
MYT,2010,79.1273,18.001186,0,0,2.871519
MYT,2011,81.47008,15.655062,0,7.5495166e-15,2.874863
MYT,2012,83.81269,13.309098,0,0,2.8782144
MYT,2013,86.11317,10.957956,0,0.04870268,2.8801703
MYT,2014,88.35107,8.603405,0,0.16536057,2.8801703
MYT,2015,90.58332,6.254488,0,0.28201845,2.8801703
MYT,2016,92.80995,3.9112053,0,0.39867637,2.8801703
MYT,2017,94.31672,2.2877767,0,0.51533425,2.8801703
MYT,2018,93.87686,2.6109724,0,3.5121624,
MYT,2019,93.4378,2.93338,0,3.6288202,
MYT,2020,93.112236,3.2589443,0,3.6288202,
MYT,2021,92.786674,3.5845084,0,3.6288202,
MYT,2022,92.461105,3.9100728,0,3.6288202,
MEX,2000,39.592655,51.011726,1.1204544,5.834293,2.4408705
MEX,2001,39.776936,51.397156,0.97766304,5.4344106,2.4138346
MEX,2002,39.95924,51.779922,0.8349406,5.0388446,2.3870502
MEX,2003,40.139606,52.160007,0.69234425,4.7722955,2.2357469
MEX,2004,40.318104,52.537476,0.549912,4.5071397,2.0873682
MEX,2005,40.494644,52.9121,0.40773612,4.243486,1.9420294
MEX,2006,40.66932,53.283985,0.26584703,3.981237,1.7996113
MEX,2007,40.842094,53.65303,0.12429874,3.7204406,1.6601366
MEX,2008,41.0131,54.002495,0,3.4609678,1.523438
MEX,2009,41.182266,54.22524,0,3.202903,1.3895952
MEX,2010,41.349667,54.445656,0,2.946172,1.2585069
MEX,2011,41.515476,54.663982,0,2.6905828,1.1299568
MEX,2012,41.679592,54.880074,0,2.4362562,1.0040776
MEX,2013,41.842083,55.09403,0,2.183114,0.8807719
MEX,2014,42.00296,55.30586,0,1.9311401,0.7600397
MEX,2015,42.162163,55.515484,0,1.6804177,0.6419346
MEX,2016,42.31976,55.72299,0,1.4308668,0.52638566
MEX,2017,42.4757,55.92832,0,1.1825513,0.41342884
MEX,2018,42.630024,56.131523,0,0.9354303,0.30302423
MEX,2019,42.782745,56.33261,0,0.68948835,0.19515865
MEX,2020,42.8921,56.476604,0,0.53746146,0.09383398
MEX,2021,42.96604,56.57396,0,0.45412087,0.005876423
MEX,2022,43.03788,56.66855,0,0.29357055,0
FSM,2000,,,0,8.910352,
FSM,2001,,,0,8.971312,
FSM,2002,,,0,9.032271,
FSM,2003,,,0,9.093231,
FSM,2004,,,0,9.154191,
FSM,2005,,,0,9.215151,
FSM,2006,,,0,2.2761106,7
FSM,2007,,,0,2.3370705,7
FSM,2008,,,0,2.3980303,7
FSM,2009,,,0,2.45899,7
FSM,2010,,,0,2.51995,7
FSM,2011,,,0,2.5809097,7
FSM,2012,,,0,2.6418695,7
FSM,2013,,,0,2.7028294,7
FSM,2014,,,0,2.7637892,7
FSM,2015,,,0,9.824749,
FSM,2016,,,0,9.885709,
FSM,2017,,,0,9.885709,
FSM,2018,,,0,9.885709,
FSM,2019,,,0,9.885709,
FSM,2020,,,0,9.885709,
MDA,2000,40.353283,42.56589,1.4275892,15.6532345,0
MDA,2001,42.261364,40.99249,1.4339677,15.312176,0
MDA,2002,44.215874,39.37728,1.4399973,14.9668455,0
MDA,2003,46.217403,37.719673,1.4456733,14.6172495,0
