Code,Year,population using safely managed drinking water services,population using only basic drinking water services,population using limited drinking water services,population using unimproved drinking water services,population using surface water as a primary source of drinking water
DOM,2014,44.15502,51.002983,1.5239495,1.6802514,1.6377932
DOM,2015,44.271854,51.10289,1.3895664,1.6150907,1.6205959
DOM,2016,44.384415,51.197037,1.2606679,1.5549375,1.6029426
DOM,2017,44.49238,51.285812,1.1370847,1.499616,1.5851119
DOM,2018,44.59396,51.37024,1.018715,1.4489145,1.5681694
DOM,2019,44.68936,51.450752,0.9051833,1.4025009,1.5522016
DOM,2020,44.778786,51.527794,0.7961239,1.3600059,1.5372908
DOM,2021,44.86266,51.841957,0.450871,1.3211354,1.5233792
DOM,2022,44.941177,51.813347,0.44937757,1.285565,1.5105331
TLS,2002,,,5.469055,36.736935,7.1701584
TLS,2003,,,5.632884,35.253696,6.9669466
TLS,2004,,,5.795127,33.77322,6.764042
TLS,2005,,,5.957751,32.30324,6.5637856
TLS,2006,,,6.118961,30.83594,6.3638554
TLS,2007,,,6.2787437,29.371346,6.1642537
TLS,2008,,,6.436975,27.909117,5.9648705
TLS,2009,,,6.0811787,26.449673,5.765826
TLS,2010,,,5.6999226,24.993034,5.5671263
TLS,2011,,,5.293499,23.538898,5.368662
TLS,2012,,,4.8624015,22.087643,5.1705527
TLS,2013,,,4.407022,20.639301,4.972802
TLS,2014,,,3.9277277,19.193737,4.77536
TLS,2015,,,3.4249358,17.751,4.5782337
TLS,2016,,,2.89907,16.311132,4.3814273
TLS,2017,,,2.3505716,14.874309,4.1850004
TLS,2018,,,1.779848,13.440293,3.9888535
TLS,2019,,,1.8135701,12.009269,3.7930455
TLS,2020,,,1.8470953,10.58115,3.5975327
TLS,2021,,,1.8804303,9.156234,3.4024217
TLS,2022,,,1.9115709,7.833554,3.2362392
,2000,56.993385,23.961555,4.1343136,10.111808,4.798937
,2001,57.101643,24.149,4.1574817,9.902837,4.6890383
,2002,57.146393,24.356781,4.187395,9.718715,4.5907173
,2003,57.232254,24.54574,4.2442102,9.487862,4.489933
,2004,57.413765,24.726927,4.3035417,9.201873,4.353894
,2005,57.760254,24.647154,4.5648675,8.866274,4.1614537
,2006,58.166973,24.666615,4.6795783,8.527648,3.959185
,2007,58.618755,24.678865,4.7806406,8.172184,3.7495556
,2008,59.046364,24.741236,4.8734713,7.804668,3.5342624
,2009,59.619324,24.625141,4.96053,7.4579377,3.3370676
,2010,60.189545,24.51662,5.0495434,7.1065216,3.1377697
,2011,60.72212,24.427082,5.140571,6.76469,2.945538
,2012,61.236454,24.339594,5.223142,6.4376554,2.7631533
,2013,61.765823,24.243235,5.3026133,6.1110725,2.5772545
,2014,62.346542,24.095871,5.3828306,5.7826953,2.3920608
,2015,63.018814,24.240461,5.2570376,5.3330817,2.1506033
,2016,63.684322,23.995932,5.3433714,5.0091085,1.9672662
,2017,64.30409,23.78646,5.4348407,4.6850085,1.7895973
,2018,64.90857,23.649492,5.4755826,4.3558583,1.6104953
,2019,65.48176,23.48792,5.565893,4.032988,1.4314418
,2020,65.989204,23.364285,5.6583714,3.7283194,1.2598233
,2021,66.47345,23.229849,5.755166,3.422152,1.1193843
,2022,66.86215,23.075043,5.8011203,3.2604184,1.0012658
,2000,67.82883,12.365343,0.92586064,15.6539,3.2260659
,2001,68.328445,12.309925,0.91613156,15.303527,3.1419728
,2002,69.58633,12.403833,0.9286042,14.07758,3.0036578
,2003,70.346664,12.5871105,0.9464063,13.202081,2.9177375
,2004,71.08743,12.767434,0.9639835,12.349821,2.8313293
,2005,71.81441,12.935933,0.98148537,11.611116,2.6570544
,2006,72.51334,13.102065,0.99913013,10.897489,2.4879746
,2007,73.19482,13.262306,1.0155758,10.207565,2.3197374
,2008,73.85641,13.421519,1.0304221,9.493621,2.1980324
,2009,74.50017,13.576166,1.043812,8.844809,2.0350425
,2010,75.12278,13.728106,1.056309,8.216171,1.8766359
,2011,70.37299,19.22097,1.0677328,7.614453,1.7238469
,2012,71.20335,19.108982,1.0778973,7.034321,1.5754559
,2013,72.02808,18.981262,1.0866468,6.479275,1.424733
,2014,72.845795,18.839901,1.0938951,5.93482,1.2855871
,2015,73.654,18.687151,1.0996865,5.408897,1.1502644
,2016,74.450905,18.525223,1.103234,4.9018574,1.0187806
,2017,75.23881,18.348549,1.1060398,4.41561,0.89099044
,2018,76.00902,18.179832,1.0915067,3.9543276,0.76531297
,2019,76.761765,18.007236,1.0832502,3.5027492,0.6450006
,2020,77.47743,17.8333,1.0802284,3.0509634,0.55807453
,2021,78.14778,17.83931,0.9213869,2.5656974,0.5258284
,2022,78.50708,18.209843,0.67221725,2.1107922,0.50007194
ECU,2000,58.20305,24.104324,0.92614275,8.695771,8.070714
ECU,2001,58.758022,24.281752,0.93048996,8.057082,7.9726524
ECU,2002,59.26656,24.51877,0.88252467,7.4220533,7.9100914
ECU,2003,59.74421,24.760763,0.83473366,7.1011214,7.5591726
ECU,2004,60.221443,25.00284,0.7861123,6.7782617,7.211343
ECU,2005,60.698006,25.245045,0.7366753,6.453498,6.866774
ECU,2006,61.173904,25.487375,0.6864294,6.1268473,6.5254426
ECU,2007,61.64964,25.729723,0.6353677,5.798259,6.1870112
ECU,2008,62.124714,25.972189,0.58351135,5.467786,5.851802
ECU,2009,62.599125,26.214766,0.53086704,5.135451,5.5197916
ECU,2010,63.073124,26.457397,0.47743523,4.801219,5.190822
ECU,2011,63.538517,26.702188,0.42340755,4.4667115,4.869177
ECU,2012,63.9978,26.948715,0.36870363,4.1319065,4.552877
ECU,2013,64.456795,27.195534,0.3131903,3.7957692,4.2387147
ECU,2014,64.91525,27.442713,0.25687706,3.458363,3.9267914
ECU,2015,65.37367,27.690107,0.19976018,3.119563,3.6168952
ECU,2016,65.83156,27.937853,0.14185293,2.77951,3.3092225
ECU,2017,66.181175,28.131966,0.100400515,2.6647046,2.9217572
ECU,2018,66.3947,28.267567,0.06843531,2.6456015,2.6236975
ECU,2019,66.609856,28.401367,0.036103725,2.6255517,2.32712
ECU,2020,66.82667,28.5331,0.003451464,2.6044843,2.0322995
ECU,2021,67.0449,28.633097,0,2.5824087,1.7395918
ECU,2022,67.08951,28.61383,0,2.5672665,1.7293904
EGY,2000,,,0.6539358,1.0577167,0.045477767
EGY,2001,,,0.6290532,1.0534252,0.043881904
EGY,2002,,,0.604191,1.0491678,0.042288654
EGY,2003,,,0.5793494,1.044931,0.040698018
EGY,2004,,,0.55452836,1.0407184,0.039109997
EGY,2005,,,0.5297279,1.0365272,0.037524592
EGY,2006,,,0.50494796,1.0323669,0.0359418
EGY,2007,,,0.48040605,1.0286512,0.034385648
EGY,2008,,,0.45598492,1.0251783,0.03284373
EGY,2009,,,0.43153977,1.0216882,0.031300146
EGY,2010,,,0.40708023,1.0181988,0.029755982
EGY,2011,,,0.38259727,1.0146884,0.02821021
EGY,2012,,,0.3582281,1.0114762,0.026678903
EGY,2013,,,0.33381537,1.0082263,0.02514411
EGY,2014,,,0.30936643,1.0049493,0.023606695
EGY,2015,,,0.28487742,1.0016447,0.022066213
EGY,2016,,,0.2603457,0.9983087,0.02052233
EGY,2017,,,0.23571557,0.9947431,0.018967582
EGY,2018,,,0.23574771,0.99098057,0.017404186
EGY,2019,,,0.23571861,0.98703206,0.015834108
EGY,2020,,,0.2356282,0.9829224,0.014259654
EGY,2021,,,0.23544893,0.9823998,0.014242523
EGY,2022,,,0.23521064,0.9817117,0.014219754
SLV,2000,,,6.6344857,8.944759,5.7847285
SLV,2001,,,6.583382,8.865627,5.7152753
SLV,2002,,,6.2007685,8.289837,5.480865
SLV,2003,,,5.8097343,7.7235017,5.2509775
SLV,2004,,,5.4105735,7.1663203,5.02535
SLV,2005,,,5.0040693,6.6187034,4.8044133
SLV,2006,,,4.5904274,6.0802183,4.5877914
SLV,2007,,,4.166745,5.5461273,4.3703055
SLV,2008,,,3.7176435,4.9946055,4.1257925
SLV,2009,,,3.2674618,4.458926,3.8892775
SLV,2010,,,2.8166964,3.9386728,3.660439
SLV,2011,,,2.3659184,3.4335186,3.4390762
SLV,2012,,,1.9158187,2.9433627,3.2252557
SLV,2013,,,1.4670178,2.4680068,3.019012
SLV,2014,,,1.019965,2.0070612,2.8200452
SLV,2015,,,0.5751941,1.5602849,2.6283026
SLV,2016,,,0.22034328,1.1276358,2.4445448
SLV,2017,,,0.2178567,0.70851314,2.2686174
SLV,2018,,,0.2153928,0.30224368,2.1001525
SLV,2019,,,0.21195282,0.036745574,1.9309535
SLV,2020,,,0.20750684,4.562556e-06,1.7619797
SLV,2021,,,0.2031791,3.990283e-06,1.6023486
SLV,2022,,,0.19898207,0,1.2078594
GNQ,2000,,,2.3113272,15.055192,31.535337
GNQ,2001,,,2.345164,16.646246,29.218147
GNQ,2002,,,2.3816853,18.112797,26.963522
GNQ,2003,,,2.420775,19.454132,24.774675
GNQ,2004,,,2.4624014,20.67097,22.6516
GNQ,2005,,,2.5063682,21.76412,20.59779
GNQ,2006,,,2.5526814,22.735538,18.611202
GNQ,2007,,,2.6011987,23.58734,16.692894
GNQ,2008,,,2.6518316,24.322098,14.842275
GNQ,2009,,,2.7043705,24.94351,13.060326
GNQ,2010,,,2.7587616,25.45483,11.345043
GNQ,2011,,,2.8148715,25.860031,9.695487
GNQ,2012,,,2.872578,26.163256,8.110278
GNQ,2013,,,2.9109275,26.631767,6.7857914
GNQ,2014,,,2.9229977,26.479437,6.6710906
GNQ,2015,,,2.9349337,26.328802,6.5576653
GNQ,2016,,,2.9466233,26.181274,6.4465823
GNQ,2017,,,2.9579995,26.037703,6.3384786
ERI,2000,,,21.851393,27.802635,3.5317588
ERI,2001,,,21.501993,26.49229,4.88529
ERI,2002,,,21.152964,25.201733,6.2043786
ERI,2003,,,20.804626,23.932053,7.4881
ERI,2004,,,20.4571,22.683998,8.735484
ERI,2005,,,20.110888,21.458866,9.945838
ERI,2006,,,19.76571,20.256804,11.117993
ERI,2007,,,19.42225,19.079288,12.251508
ERI,2008,,,19.080046,17.926252,13.344999
ERI,2009,,,18.815834,16.887535,14.48631
ERI,2010,,,18.553392,15.865003,15.604225
ERI,2011,,,18.29258,14.858685,16.698208
ERI,2012,,,18.03361,13.869029,17.768188
ERI,2013,,,17.925722,13.765457,17.603691
ERI,2014,,,17.817122,13.6612015,17.43811
ERI,2015,,,17.707632,13.556102,17.271173
ERI,2016,,,17.597254,13.450147,17.102882
EST,2000,91.68188,5.680276,0,2.6378448,0
EST,2001,92.00879,5.514383,0,2.476827,0
EST,2002,92.339775,5.3455157,0,2.3147104,0
EST,2003,92.67468,5.1737647,0,2.1515498,0
EST,2004,93.01373,4.998987,0,1.9872816,0
EST,2005,93.35693,4.8211603,0,1.8219088,0
EST,2006,93.70418,4.640359,0,1.6554633,0
EST,2007,94.05564,4.4564557,0,1.4879036,0
EST,2008,94.41134,4.2694273,0,1.3192316,0
EST,2009,94.77131,4.0792522,0,1.149442,0
EST,2010,95.13546,3.8859844,0,0.9785585,0
EST,2011,95.50393,3.6895146,0,0.8065525,0
EST,2012,95.8874,3.4807632,0,0.6318368,0
EST,2013,96.281944,3.2618494,0,0.4562083,0
EST,2014,96.67542,3.0427077,0,0.2818728,0
EST,2015,96.8461,3.0450904,0,0.10881292,0
EST,2016,96.877945,3.037296,0,0.08476082,0
EST,2017,96.91005,3.0291002,0,0.060851675,0
EST,2018,96.94275,3.0204089,0,0.036840625,0
EST,2019,96.97601,3.011277,0,0.012712691,0
EST,2020,96.99839,3.0016093,0,2.2771503e-06,0
EST,2021,97.00867,2.991335,0,8.452217e-07,0
EST,2022,97.01939,2.9806173,0,0,0
SWZ,2000,,,4.764501,15.240481,26.584446
SWZ,2001,,,4.9941597,14.908775,25.839567
SWZ,2002,,,5.23116,14.576525,25.092474
SWZ,2003,,,5.475528,14.243734,24.343191
SWZ,2004,,,5.7273893,13.910635,23.592245
SWZ,2005,,,5.986625,13.576883,22.83888
SWZ,2006,,,6.253367,13.242709,22.083614
SWZ,2007,,,6.5246034,12.902902,21.315722
SWZ,2008,,,6.782422,12.530332,20.481062
SWZ,2009,,,7.044629,12.158362,19.649399
SWZ,2010,,,7.3111506,11.786993,18.820753
SWZ,2011,,,7.581829,11.416127,17.99495
SWZ,2012,,,7.863007,11.0532875,17.185978
SWZ,2013,,,8.148976,10.690832,16.379036
SWZ,2014,,,8.439778,10.328867,15.574323
SWZ,2015,,,8.73527,9.967294,14.771669
SWZ,2016,,,9.034632,9.605448,13.969968
SWZ,2017,,,9.184983,9.243459,13.169551
SWZ,2018,,,9.333716,8.881264,12.370429
SWZ,2019,,,9.480777,8.5189085,11.57278
SWZ,2020,,,9.626115,8.15643,10.776781
SWZ,2021,,,9.769677,7.793866,9.982613
SWZ,2022,,,9.911291,7.4311733,9.190333
ETH,2000,5.043846,13.638456,6.8158116,42.612415,31.88947
ETH,2001,5.427535,14.804506,7.7743096,41.39464,30.599009
ETH,2002,5.5934367,16.177895,8.737221,40.179287,29.31216
ETH,2003,5.7762012,17.521963,9.704227,38.967674,28.029934
ETH,2004,5.9760747,18.837107,10.675273,37.75945,26.752096
ETH,2005,6.1929464,20.123419,11.650236,36.554676,25.478724
ETH,2006,6.427057,21.381237,12.629001,35.35306,24.209644
ETH,2007,6.683617,22.61409,13.611407,34.149414,22.941473
ETH,2008,7.01884,23.856373,14.594931,32.89008,21.639778
ETH,2009,7.3716764,25.066704,15.577373,31.637291,20.346956
ETH,2010,7.7429366,26.245815,16.558302,30.390293,19.062653
ETH,2011,8.131654,27.393396,17.537382,29.149986,17.787582
ETH,2012,8.538261,28.509935,18.514132,27.915998,16.521673
ETH,2013,8.955855,29.592373,19.489431,26.69409,15.2682495
ETH,2014,9.390485,30.64418,20.462046,25.478954,14.024336
ETH,2015,9.841515,31.66534,21.431654,24.271118,12.790373
ETH,2016,10.308997,32.656162,22.397772,23.070559,11.566512
ETH,2017,10.791947,33.61655,23.360216,21.878014,10.3532715
ETH,2018,11.291076,34.547085,24.318245,20.692987,9.150606
ETH,2019,11.806052,35.447926,25.27139,19.515768,7.9588623
ETH,2020,12.336204,36.319145,26.219336,18.346863,6.7784534
ETH,2021,12.881514,37.16105,27.161474,17.186329,5.6096334
ETH,2022,13.237898,38.275063,27.999598,16.03465,4.452791
,2000,86.39969,10.312574,0.7674283,1.691497,0.82881004
,2001,86.534706,10.229927,0.7607692,1.6623704,0.81222534
,2002,86.733086,10.113382,0.7560843,1.604863,0.7925828
,2003,86.94086,9.988392,0.75263244,1.5463016,0.77181995
,2004,87.32671,9.657591,0.77697366,1.488393,0.75033104
,2005,88.22965,8.921605,0.7673708,1.3728508,0.70852
,2006,88.62684,8.583893,0.7847158,1.3187438,0.68580645
,2007,89.024704,8.248223,0.79940367,1.264638,0.6630319
,2008,89.44575,7.8910966,0.8169833,1.3275673,0.51860523
,2009,89.82824,7.5702896,0.83041286,1.2714322,0.49962693
,2010,90.17686,7.25123,0.8443112,1.2472098,0.48039153
,2011,90.518196,6.938909,0.85821575,1.2234522,0.46122745
,2012,90.82399,6.660462,0.8723092,1.2011136,0.44212523
,2013,91.11735,6.4079146,0.87169397,1.1806924,0.42234787
,2014,91.279366,6.2714376,0.88476604,1.1620666,0.40236387
,2015,91.43394,6.168269,0.87195027,1.143916,0.3819276
,2016,91.57355,6.0760894,0.86341065,1.1261371,0.36081877
,2017,91.716965,5.981532,0.8539993,1.1084715,0.33902985
,2018,91.8329,5.912361,0.84216684,1.0938827,0.31868652
,2019,91.94839,5.842991,0.8279102,1.0797231,0.30098534
,2020,92.02843,5.7961283,0.8138403,1.0687745,0.29282972
,2021,92.06113,5.7768607,0.79830635,1.0700783,0.293628
,2022,91.947914,5.896573,0.7693859,1.0334064,0.3527188
,2000,91.91202,6.6447554,0.25719354,1.0516179,0.13441466
,2001,91.97775,6.595365,0.2550877,1.0385236,0.13327475
,2002,92.04597,6.554375,0.25410414,1.0132653,0.13229135
,2003,92.114426,6.5121617,0.2547589,0.9875058,0.13114604
,2004,92.37297,6.255937,0.27888417,0.9622426,0.12996684
,2005,92.64133,5.985181,0.27501893,0.98582125,0.11265515
,2006,92.66698,5.964561,0.29389945,0.9628959,0.111669905
,2007,93.48042,5.15799,0.31067473,0.94002825,0.11088634
,2008,93.74727,4.898794,0.33013177,1.0146542,0.009150743
,2009,93.98562,4.66736,0.3451605,0.99001545,0.011848065
,2010,94.235916,4.4211907,0.35967004,0.96868616,0.014535069
,2011,94.48284,4.1782885,0.37403592,0.9476253,0.017207608
,2012,94.7077,3.9560404,0.38846356,0.9279065,0.01988864
,2013,94.9195,3.758019,0.39084607,0.9093501,0.02228176
,2014,94.99574,3.683477,0.40481293,0.8910213,0.024945434
,2015,95.052704,3.6476352,0.3985541,0.8733826,0.027723141
,2016,95.107185,3.6137605,0.39240235,0.8561559,0.03049271
,2017,95.16134,3.5803638,0.38611114,0.8389676,0.033215042
,2018,95.21679,3.546183,0.37955257,0.82208264,0.035393823
,2019,95.271965,3.511082,0.37322885,0.8056972,0.03802896
,2020,95.31243,3.492648,0.3648915,0.789409,0.04062156
,2021,94.21756,4.609747,0.3550622,0.77447987,0.043149114
,2022,94.33307,4.5382247,0.33562937,0.75766927,0.035408523
FLK,2012,,,0,5.5115466,0
FLK,2013,,,0,5.3978324,0
FLK,2014,,,0,5.287168,0
FLK,2015,,,0,5.1799994,0
FLK,2016,,,0,5.076098,0
FLK,2017,,,0,4.9752584,0
FLK,2018,,,0,4.8774724,0
FLK,2019,,,0,4.782746,0
FLK,2020,,,0,4.691073,0
FRO,2000,,,0,0,0
FRO,2001,,,0,0,0
FRO,2002,,,0,0,0
FRO,2003,,,0,0,0
FRO,2004,,,0,0,0
FRO,2005,,,0,0,0
FRO,2006,,,0,0,0
FRO,2007,,,0,0,0
FRO,2008,,,0,0,0
FRO,2009,,,0,0,0
FRO,2010,,,0,0,0
FRO,2011,,,0,0,0
FRO,2012,,,0,0,0
FRO,2013,,,0,0,0
FRO,2014,,,0,0,0
FRO,2015,,,0,0,0
FRO,2016,,,0,0,0
FRO,2017,,,0,0,0
FRO,2018,,,0,0,0
FRO,2019,,,0,0,0
FRO,2020,,,0,0,0
FRO,2021,,,0,0,0
FRO,2022,,,0,0,0
FJI,2000,39.23305,55.584133,0.84497684,1.9818004,2.35604
FJI,2001,39.331947,55.51213,0.841488,1.9745001,2.3399348
FJI,2002,39.43084,55.44013,0.83799917,1.9672021,2.3238297
FJI,2003,39.530018,55.362682,0.83436143,1.9712733,2.3016636
FJI,2004,39.629562,55.285233,0.8307178,1.9750023,2.2794852
FJI,2005,39.728718,55.208324,0.8270949,1.9784459,2.2574172
FJI,2006,39.82823,55.131416,0.82346606,1.9815497,2.235337
FJI,2007,39.92786,55.05469,0.8198404,1.9843231,2.2132854
FJI,2008,40.0519,54.96064,0.81536525,1.984754,2.1873393
FJI,2009,40.181908,54.86263,0.8106898,1.9842839,2.1604898
FJI,2010,40.312313,54.764668,0.80600935,1.9833732,2.133637
FJI,2011,40.44261,54.667126,0.80134165,1.9820594,2.1068618
FJI,2012,40.573307,54.569637,0.79666907,1.9803005,2.0800836
FJI,2013,40.703392,54.472927,0.7920268,1.9781882,2.0534647
FJI,2014,40.83362,54.376453,0.78738856,1.9756578,2.0268834
FJI,2015,40.963993,54.28021,0.7827541,1.9727049,2.0003388
FJI,2016,41.094257,54.18438,0.7781324,1.9693589,1.9738721
FJI,2017,41.22416,54.089146,0.77353215,1.9656409,1.9475234
FJI,2018,41.35395,53.994324,0.7689447,1.9615295,1.9212525
FJI,2019,41.482864,53.90045,0.7643963,1.9571097,1.89518
FJI,2020,41.61065,53.807705,0.7598959,1.9524025,1.8693461
FJI,2021,41.737556,53.715908,0.75543463,1.9473931,1.8437103
FJI,2022,41.863583,53.62505,0.75101244,1.942083,1.8182719
FIN,2000,93.81033,6.1896696,0,0,0
FIN,2001,94.2074,5.792604,0,0,0
FIN,2002,94.60447,5.395534,0,0,0
FIN,2003,95.00154,4.998462,0,0,0
FIN,2004,95.398605,4.6013937,0,0,0
FIN,2005,95.79568,4.2043266,0,0,0
FIN,2006,96.19274,3.807259,0,0,0
FIN,2007,96.58981,3.4101884,0,0,0
FIN,2008,96.98688,3.0131235,0,1.6081985e-06,0
FIN,2009,97.38394,2.616055,0,0,0
FIN,2010,97.78101,2.2189863,0,2.3488756e-06,0
FIN,2011,98.17808,1.8219177,0,8.4277576e-07,0
FIN,2012,98.57516,1.4248456,0,0,0
FIN,2013,98.97222,1.0277791,0,0,0
FIN,2014,99.36929,0.6307095,0,0,0
FIN,2015,99.63062,0.36937395,0,0,0
FIN,2016,99.631874,0.368125,0,3.4387135e-06,0
FIN,2017,99.633125,0.36687136,0,0,0
FIN,2018,99.634544,0.36544994,0,2.2397976e-06,0
FIN,2019,99.636154,0.36384803,0,0,0
FIN,2020,99.637924,0.36207464,0,0,0
FIN,2021,99.6399,0.3600977,0,0,0
FIN,2022,99.64203,0.35797295,0,0,0
FRA,2000,97.35588,2.6441214,0,1.4515571e-06,0
FRA,2001,97.352356,2.647642,0,0,0
FRA,2002,97.34887,2.651126,0,3.065904e-06,0
FRA,2003,97.345406,2.654594,0,4.708826e-07,0
FRA,2004,97.46617,2.5338254,0,0,0
FRA,2005,97.58779,2.4122064,0,0,0
FRA,2006,97.71021,2.2897882,0,0,0
FRA,2007,97.83345,2.166551,0,0,0
FRA,2008,97.95746,2.0425422,0,0,0
FRA,2009,98.08226,1.9177428,0,0,0
FRA,2010,98.20785,1.7921478,0,2.5147303e-06,0
FRA,2011,98.33426,1.6657377,0,6.7204013e-07,0
FRA,2012,98.46149,1.5385079,0,1.5235705e-06,0
FRA,2013,98.589554,1.4104459,0,0,0
FRA,2014,98.718445,1.2815504,0,2.7397843e-06,0
FRA,2015,98.8482,1.151802,0,0,0
FRA,2016,98.97879,1.0212075,0,2.5272773e-06,0
FRA,2017,99.110245,0.8897522,0,0,0
FRA,2018,99.24255,0.7574425,0,5.9555936e-07,0
FRA,2019,99.37574,0.62426203,0,0,0
FRA,2020,99.50978,0.49021682,0,1.9264678e-06,0
FRA,2021,99.64471,0.35529357,0,0,0
FRA,2022,99.70415,0.2958546,0,0,0
GUF,2001,89.106476,3.6523526,0,7.2411723,0
GUF,2002,89.106476,3.6523526,0,7.2411723,0
GUF,2003,89.106476,3.6523526,0,7.2411723,0
GUF,2004,89.106476,3.6523526,0,7.2411723,0
GUF,2005,89.106476,3.6523526,0,7.2411723,0
GUF,2006,89.25436,3.6044693,0,7.141172,0
GUF,2007,89.40235,3.5564744,0,7.041171,0
GUF,2008,89.55046,3.508368,0,6.9411707,0
GUF,2009,89.69868,3.4601498,0,6.84117,0
GUF,2010,89.84701,3.4118202,0,6.741169,0
GUF,2011,89.99545,3.3633788,0,6.6411686,0
GUF,2012,90.144005,3.314826,0,6.5411677,0
GUF,2013,90.29267,3.2661614,0,6.4411674,0
GUF,2014,90.441444,3.2173853,0,6.3411665,0
GUF,2015,90.59034,3.1684976,0,6.241166,0
GUF,2016,90.739334,3.119498,0,6.1411653,0
GUF,2017,90.88845,3.0703871,0,6.0411644,0
GUF,2018,91.037674,3.0211647,0,5.941164,0
GUF,2019,91.187004,2.9718304,0,5.841163,0
GUF,2020,91.33646,2.9223845,0,5.741163,0
GUF,2021,91.48601,2.872827,0,5.641162,0
GUF,2022,91.48601,2.872827,0,5.641162,0
PYF,2000,92.02881,7.971032,0,0.000156825,0
PYF,2001,92.02885,7.9710355,0,0.000115752,0
PYF,2002,92.028885,7.971039,0,7.46787e-05,0
PYF,2003,92.02892,7.971042,0,3.3605415e-05,0
PYF,2004,92.02895,7.9710445,0,0,0
PYF,2005,92.02895,7.9710445,0,0,0
PYF,2006,92.02895,7.9710445,0,0,0
PYF,2007,92.02895,7.9710445,0,0,0
PYF,2008,92.02895,7.9710445,0,0,0
PYF,2009,92.02895,7.9710445,0,0,0
PYF,2010,92.02895,7.9710445,0,0,0
PYF,2011,91.17765,8.822352,0,0,0
PYF,2012,90.32634,9.67366,0,0,0
PYF,2013,89.47503,10.524969,0,0,0
PYF,2014,88.623726,11.376277,0,0,0
PYF,2015,87.772415,12.227585,0,0,0
PYF,2016,86.921104,13.078893,0,0,0
PYF,2017,86.0698,13.930201,0,0,0
PYF,2018,85.21849,14.781508,0,0,0
PYF,2019,84.36718,15.632816,0,0,0
PYF,2020,83.51588,16.484125,0,0,0
PYF,2021,82.664566,17.335432,0,0,0
PYF,2022,81.81326,18.18674,0,0,0
GAB,2000,,,3.7803679,4.542809,11.273459
GAB,2001,,,4.0680857,4.496128,10.625327
GAB,2002,,,4.3570523,4.44828,10.0011835
GAB,2003,,,4.6470733,4.399472,9.40076
GAB,2004,,,4.937964,4.3498473,8.823383
GAB,2005,,,5.2295713,4.2996435,8.268728
GAB,2006,,,5.5217185,4.2487507,7.735427
GAB,2007,,,5.8142815,4.197413,7.223164
GAB,2008,,,6.1070986,4.1455283,6.7306485
GAB,2009,,,6.4001255,4.093558,6.2581744
GAB,2010,,,6.693202,4.04127,5.8041763
GAB,2011,,,6.986271,3.9889092,5.3683248
GAB,2012,,,7.279203,3.9363387,4.9494576
GAB,2013,,,7.572039,3.8840451,4.5477624
GAB,2014,,,7.86503,3.833068,4.1642623
GAB,2015,,,7.87927,3.7837076,3.798287
GAB,2016,,,7.892872,3.7358773,3.4484549
GAB,2017,,,7.905894,3.6894617,3.1134799
GAB,2018,,,7.9184237,3.6444762,2.7923598
GAB,2019,,,7.9305916,3.6010628,2.4843245
GAB,2020,,,7.942375,3.5589428,2.1880767
GAB,2021,,,7.953887,3.5182369,1.902947
GAB,2022,,,7.965185,3.4789362,1.6281127
GMB,2000,21.769,50.338593,10.765497,17.047058,0.07985413
GMB,2001,23.047499,49.7306,10.581317,16.56357,0.077017725
GMB,2002,24.351906,49.09432,10.391611,16.08783,0.07433463
GMB,2003,25.666456,48.43854,10.198734,15.624421,0.0718476
GMB,2004,26.944756,47.790703,10.009678,15.185208,0.06965693
GMB,2005,28.24406,47.119785,9.8160925,14.752468,0.067592144
GMB,2006,29.564318,46.42583,9.618009,14.326189,0.065653004
GMB,2007,30.905478,45.708866,9.415456,13.906362,0.06383923
GMB,2008,32.26797,44.96862,9.208391,13.4928665,0.062149856
GMB,2009,33.649796,44.20638,8.997143,13.086097,0.060587436
GMB,2010,35.05232,43.421284,8.781526,12.68572,0.059149284
GMB,2011,36.47445,42.61408,8.56173,12.291906,0.05783608
GMB,2012,37.917133,41.784145,8.337634,11.904438,0.056646295
GMB,2013,39.377613,40.933407,8.109693,11.523707,0.055581156
GMB,2014,40.855114,40.062477,7.878053,11.149714,0.054639336
GMB,2015,42.348812,39.17205,7.642875,10.782441,0.053819176
GMB,2016,43.857277,38.263275,7.404413,10.421919,0.053118702
GMB,2017,44.661255,38.055595,7.162661,10.067952,0.052535415
GMB,2018,45.281063,38.0286,6.917793,9.720479,0.052066877
GMB,2019,45.89241,38.00661,6.6698933,9.379375,0.05171054
GMB,2020,46.495304,37.98968,6.419047,9.044507,0.051463835
GMB,2021,47.089188,37.978256,6.165438,8.715796,0.051323824
GMB,2022,47.674652,37.971962,5.909052,8.393047,0.05128818
GEO,2000,64.11659,30.44399,0,5.2916985,0.14771663
GEO,2001,64.06283,30.603115,0,5.185605,0.14844759
GEO,2002,64.14716,30.649378,0,5.055006,0.14845018
GEO,2003,64.3997,30.556383,0,4.8965235,0.14740092
GEO,2004,64.65125,30.462826,0,4.747025,0.13889758
GEO,2005,64.90184,30.36871,0,4.5989237,0.13052267
GEO,2006,65.151955,30.27364,0,4.4521317,0.12227316
GEO,2007,65.40159,30.177607,0,4.306659,0.11414901
GEO,2008,65.650246,30.08102,0,4.162578,0.106152475
GEO,2009,65.89795,29.69859,0.28529733,4.019879,0.09828306
