Code,Year,"GDP, PPP (constant 2021 international $)"
NLD,2003,9.15965E+11
NLD,2004,9.34434E+11
NLD,2005,9.5344E+11
NLD,2006,9.87166E+11
NLD,2007,1.02552E+12
NLD,2008,1.04723E+12
NLD,2009,1.00885E+12
NLD,2010,1.02216E+12
NLD,2011,1.04028E+12
NLD,2012,1.03011E+12
NLD,2013,1.0298E+12
NLD,2014,1.0464E+12
NLD,2015,1.06859E+12
NLD,2016,1.0945E+12
NLD,2017,1.12494E+12
NLD,2018,1.15035E+12
NLD,2019,1.17681E+12
NLD,2020,1.13129E+12
NLD,2021,1.2023E+12
NLD,2022,1.26251E+12
NLD,2023,1.26345E+12
NLD,2024,1.27582E+12
NZL,1990,1.0221E+11
NZL,1991,1.01095E+11
NZL,1992,1.02201E+11
NZL,1993,1.08733E+11
NZL,1994,1.14299E+11
NZL,1995,1.19696E+11
NZL,1996,1.2402E+11
NZL,1997,1.26598E+11
NZL,1998,1.27685E+11
NZL,1999,1.34552E+11
NZL,2000,1.38413E+11
NZL,2001,1.43135E+11
NZL,2002,1.49881E+11
NZL,2003,1.56968E+11
NZL,2004,1.63385E+11
NZL,2005,1.68863E+11
NZL,2006,1.73557E+11
NZL,2007,1.78861E+11
NZL,2008,1.77042E+11
NZL,2009,1.76976E+11
NZL,2010,1.79557E+11
NZL,2011,1.83316E+11
NZL,2012,1.87654E+11
NZL,2013,1.92514E+11
NZL,2014,1.9988E+11
NZL,2015,2.07256E+11
NZL,2016,2.15089E+11
NZL,2017,2.22356E+11
NZL,2018,2.30073E+11
NZL,2019,2.35405E+11
NZL,2020,2.34682E+11
NZL,2021,2.45325E+11
NZL,2022,2.53903E+11
NZL,2023,2.57443E+11
NZL,2024,2.57117E+11
NIC,1990,17556045822
NIC,1991,17522815476
NIC,1992,17590514274
NIC,1993,17521394803
NIC,1994,18106210973
NIC,1995,19176633496
NIC,1996,20393250588
NIC,1997,21202179651
NIC,1998,21989137024
NIC,1999,23536286210
NIC,2000,24501648230
NIC,2001,25227103687
NIC,2002,25417300629
NIC,2003,26058002887
NIC,2004,27442248448
NIC,2005,28617434839
NIC,2006,29805901340
NIC,2007,31318953814
NIC,2008,32394984414
NIC,2009,31328326049
NIC,2010,32709936280
NIC,2011,34776120093
NIC,2012,37035224314
NIC,2013,38859984679
NIC,2014,40719613754
NIC,2015,42671006645
NIC,2016,44618147573
NIC,2017,46684506604
NIC,2018,45114340142
NIC,2019,43807436417
NIC,2020,42827664806
NIC,2021,47305035692
NIC,2022,48984506117
NIC,2023,51153414573
NIC,2024,52988712244
NER,1990,11698663466
NER,1991,11647249115
NER,1992,11880281727
NER,1993,11918495304
NER,1994,12139557027
NER,1995,12437855578
NER,1996,12450359417
NER,1997,12640535633
NER,1998,13901127580
NER,1999,13870605915
NER,2000,13702982730
NER,2001,14698934000
NER,2002,15421896744
NER,2003,15756646036
NER,2004,15813968963
NER,2005,16973428426
NER,2006,17980130949
NER,2007,18545196854
NER,2008,19979002842
NER,2009,20371110933
NER,2010,22118578797
NER,2011,22640081122
NER,2012,25028370732
NER,2013,26358661332
NER,2014,28109439638
NER,2015,29344188610
NER,2016,31028807124
NER,2017,32581910868
NER,2018,34931528663
NER,2019,37006409966
NER,2020,38320374766
NER,2021,38850574077
NER,2022,43473792392
NER,2023,44198776163
NER,2024,47921019367
NGA,1990,3.54557E+11
NGA,1991,3.55827E+11
NGA,1992,3.72306E+11
NGA,1993,3.64729E+11
NGA,1994,3.5811E+11
NGA,1995,3.5785E+11
NGA,1996,3.72865E+11
NGA,1997,3.83816E+11
NGA,1998,3.93723E+11
NGA,1999,3.96023E+11
NGA,2000,4.15888E+11
NGA,2001,4.40499E+11
NGA,2002,5.08023E+11
NGA,2003,5.45349E+11
NGA,2004,5.95796E+11
NGA,2005,6.34157E+11
NGA,2006,6.72583E+11
NGA,2007,7.16914E+11
NGA,2008,7.65409E+11
NGA,2009,8.26925E+11
NGA,2010,8.93126E+11
NGA,2011,9.40532E+11
NGA,2012,9.80317E+11
NGA,2013,1.04572E+12
NGA,2014,1.1117E+12
NGA,2015,1.14119E+12
NGA,2016,1.12274E+12
NGA,2017,1.13179E+12
NGA,2018,1.15355E+12
NGA,2019,1.17902E+12
NGA,2020,1.15787E+12
NGA,2021,1.2001E+12
NGA,2022,1.23912E+12
NGA,2023,1.27456E+12
NGA,2024,1.31823E+12
,1990,1.22033E+13
,1991,1.21677E+13
,1992,1.25673E+13
,1993,1.29121E+13
,1994,1.34374E+13
,1995,1.37982E+13
,1996,1.42933E+13
,1997,1.49269E+13
,1998,1.55884E+13
,1999,1.63395E+13
,2000,1.7021E+13
,2001,1.71977E+13
,2002,1.75096E+13
,2003,1.79837E+13
,2004,1.86636E+13
,2005,1.93092E+13
,2006,1.98446E+13
,2007,2.02431E+13
,2008,2.02815E+13
,2009,1.97527E+13
,2010,2.02916E+13
,2011,2.06368E+13
,2012,2.10989E+13
,2013,2.15495E+13
,2014,2.20996E+13
,2015,2.27052E+13
,2016,2.31026E+13
,2017,2.3682E+13
,2018,2.43797E+13
,2019,2.49951E+13
,2020,2.43919E+13
,2021,2.58666E+13
,2022,2.65533E+13
,2023,2.72893E+13
,2024,2.80231E+13
MKD,1990,26629380855
MKD,1991,24986143636
MKD,1992,23345753665
MKD,1993,21601995982
MKD,1994,21222196994
MKD,1995,20985627287
MKD,1996,21234328772
MKD,1997,21540099143
MKD,1998,22267882152
MKD,1999,23234091774
MKD,2000,24291042157
MKD,2001,23545973557
MKD,2002,23897671634
MKD,2003,24428821680
MKD,2004,25570646688
MKD,2005,26778626704
MKD,2006,28154251496
MKD,2007,29976813267
MKD,2008,31617144905
MKD,2009,31503761126
MKD,2010,32561893973
MKD,2011,33323805186
MKD,2012,33171787578
MKD,2013,34142147836
MKD,2014,35381208551
MKD,2015,36745460238
MKD,2016,37792046345
MKD,2017,38200870400
MKD,2018,39301283415
MKD,2019,40838128481
MKD,2020,38923453242
MKD,2021,40679165465
MKD,2022,41801456514
MKD,2023,42667809294
MKD,2024,43843840435
NOR,1990,2.42217E+11
NOR,1991,2.49688E+11
NOR,1992,2.58613E+11
NOR,1993,2.65971E+11
NOR,1994,2.79417E+11
NOR,1995,2.91029E+11
NOR,1996,3.05661E+11
NOR,1997,3.21814E+11
NOR,1998,3.30402E+11
NOR,1999,3.37248E+11
NOR,2000,3.48442E+11
NOR,2001,3.55644E+11
NOR,2002,3.60544E+11
NOR,2003,3.6395E+11
NOR,2004,3.78561E+11
NOR,2005,3.88726E+11
NOR,2006,3.98295E+11
NOR,2007,4.09901E+11
NOR,2008,4.11877E+11
NOR,2009,4.03885E+11
NOR,2010,4.07063E+11
NOR,2011,4.11564E+11
NOR,2012,4.2275E+11
NOR,2013,4.27046E+11
NOR,2014,4.35793E+11
NOR,2015,4.43887E+11
NOR,2016,4.49057E+11
NOR,2017,4.60121E+11
NOR,2018,4.63935E+11
NOR,2019,4.69148E+11
NOR,2020,4.63152E+11
NOR,2021,4.81255E+11
NOR,2022,4.96877E+11
NOR,2023,4.97236E+11
NOR,2024,5.0768E+11
OMN,1990,62093919315
OMN,1991,65865552351
OMN,1992,71407403692
OMN,1993,75722525016
OMN,1994,78657359079
OMN,1995,82587725352
OMN,1996,85103297839
OMN,1997,90238015958
OMN,1998,90176767724
OMN,1999,90445129903
OMN,2000,96045863748
OMN,2001,1.00477E+11
OMN,2002,99688716081
OMN,2003,97500882042
OMN,2004,99443601849
OMN,2005,1.02208E+11
OMN,2006,1.0698E+11
OMN,2007,1.12309E+11
OMN,2008,1.22361E+11
OMN,2009,1.2968E+11
OMN,2010,1.32886E+11
OMN,2011,1.36732E+11
OMN,2012,1.48851E+11
OMN,2013,1.56633E+11
OMN,2014,1.58657E+11
OMN,2015,1.66617E+11
OMN,2016,1.75025E+11
OMN,2017,1.75557E+11
OMN,2018,1.77816E+11
OMN,2019,1.7581E+11
OMN,2020,1.69868E+11
OMN,2021,1.74254E+11
OMN,2022,1.88169E+11
OMN,2023,1.90403E+11
OMN,2024,1.93591E+11
PAK,1990,3.71666E+11
PAK,1991,3.90479E+11
PAK,1992,4.20568E+11
PAK,1993,4.27961E+11
PAK,1994,4.43956E+11
PAK,1995,4.65987E+11
PAK,1996,4.88572E+11
PAK,1997,4.93528E+11
PAK,1998,5.06114E+11
PAK,1999,5.24639E+11
PAK,2000,5.46989E+11
PAK,2001,5.66961E+11
PAK,2002,5.81673E+11
PAK,2003,6.13091E+11
PAK,2004,6.61103E+11
PAK,2005,7.09209E+11
PAK,2006,7.52128E+11
PAK,2007,7.85558E+11
PAK,2008,8.02216E+11
PAK,2009,8.30073E+11
PAK,2010,8.42538E+11
PAK,2011,8.65119E+11
PAK,2012,8.91312E+11
PAK,2013,9.30234E+11
PAK,2014,9.68526E+11
PAK,2015,1.00938E+12
PAK,2016,1.07573E+12
PAK,2017,1.12342E+12
PAK,2018,1.19253E+12
PAK,2019,1.22231E+12
PAK,2020,1.20674E+12
PAK,2021,1.28534E+12
PAK,2022,1.34676E+12
PAK,2023,1.34622E+12
PAK,2024,1.38977E+12
PLW,1990,272252342
PLW,1991,285606932
PLW,1992,267327975
PLW,1993,234446530
PLW,1994,251561199
PLW,1995,278981341
PLW,1996,307995521
PLW,1997,315079391
PLW,1998,321380933
PLW,1999,304026335
PLW,2000,296109786
PLW,2001,315358211
PLW,2002,331177045
PLW,2003,320502291
PLW,2004,333126953
PLW,2005,344499792
PLW,2006,344073577
PLW,2007,350108735
PLW,2008,330873843
PLW,2009,306850496
PLW,2010,304101435
PLW,2011,319666198
PLW,2012,323672934
PLW,2013,313845490
PLW,2014,328815918
PLW,2015,355778757
PLW,2016,354213368
PLW,2017,342665947
PLW,2018,343042908
PLW,2019,343729046
PLW,2020,323107249
PLW,2021,278538180
PLW,2022,274865857
PLW,2023,280025177
PSE,1994,9386367656
PSE,1995,10054476156
PSE,1996,10176591543
PSE,1997,11669257281
PSE,1998,13341941143
PSE,1999,14446732781
PSE,2000,13210732057
PSE,2001,11980670076
PSE,2002,10484478209
PSE,2003,11953945736
PSE,2004,14574786910
PSE,2005,16220375261
PSE,2006,16058730121
PSE,2007,16667080027
PSE,2008,17905307779
PSE,2009,19443998769
PSE,2010,20567348977
PSE,2011,22541980763
PSE,2012,23916242829
PSE,2013,25039964208
PSE,2014,25000434455
PSE,2015,25930775540
PSE,2016,28229439949
PSE,2017,28630119462
PSE,2018,28981433182
PSE,2019,29376359539
PSE,2020,26051406241
PSE,2021,27878126229
PSE,2022,29016323292
PSE,2023,27694396392
PSE,2024,20339449744
PAN,1990,27836330176
PAN,1991,30458235723
PAN,1992,32956322800
PAN,1993,34754335521
PAN,1994,35744885207
PAN,1995,36371020781
PAN,1996,34274225646
PAN,1997,36916439412
PAN,1998,40012795477
PAN,1999,42098120670
PAN,2000,43870032876
PAN,2001,44286757893
PAN,2002,45397843441
PAN,2003,47711708102
PAN,2004,51612451959
PAN,2005,55883993112
PAN,2006,61392611712
PAN,2007,69467622068
PAN,2008,76551536001
PAN,2009,77785442697
PAN,2010,82509658741
PAN,2011,92335632700
PAN,2012,1.01225E+11
PAN,2013,1.07627E+11
PAN,2014,1.12606E+11
PAN,2015,1.18536E+11
PAN,2016,1.23956E+11
PAN,2017,1.31076E+11
PAN,2018,1.36212E+11
PAN,2019,1.40438E+11
PAN,2020,1.15411E+11
PAN,2021,1.34415E+11
PAN,2022,1.48891E+11
PAN,2023,1.59908E+11
PAN,2024,1.64484E+11
PNG,1990,12329045966
PNG,1991,13506087373
PNG,1992,15376556930
PNG,1993,18175441792
PNG,1994,19255446366
PNG,1995,18617619568
PNG,1996,20057449630
PNG,1997,19274328641
PNG,1998,18547857373
PNG,1999,18892022881
PNG,2000,18420696761
PNG,2001,18398354555
PNG,2002,18369119471
PNG,2003,18766646046
PNG,2004,19277319465
PNG,2005,20500426045
PNG,2006,21609487632
PNG,2007,23298309982
PNG,2008,23229240314
PNG,2009,24808926563
PNG,2010,27321687296
PNG,2011,27624286902
PNG,2012,28910782981
PNG,2013,30016604913
PNG,2014,34081985031
PNG,2015,36324019448
PNG,2016,38318053068
PNG,2017,39672447116
PNG,2018,39561660901
PNG,2019,41334226882
PNG,2020,40024993334
PNG,2021,39820324163
PNG,2022,42093102630
PNG,2023,43697222882
PNG,2024,45486636832
PRY,1990,40206049896
PRY,1991,41610708620
PRY,1992,42316604337
PRY,1993,44405504019
PRY,1994,46766952160
PRY,1995,49957772590
PRY,1996,50744000587
PRY,1997,52896822983
PRY,1998,52932812795
PRY,1999,52209708378
PRY,2000,51001502336
PRY,2001,50576121900
PRY,2002,50565296387
PRY,2003,52750094148
PRY,2004,54890386155
PRY,2005,56061467419
PRY,2006,58756407858
PRY,2007,61941958705
PRY,2008,65965889287
PRY,2009,65793627727
PRY,2010,73093582883
PRY,2011,76226645174
PRY,2012,75686927663
PRY,2013,81963702467
PRY,2014,86308793894
PRY,2015,88861075890
PRY,2016,92653689564
PRY,2017,97110405095
PRY,2018,1.00222E+11
PRY,2019,99819318098
PRY,2020,99001013911
PRY,2021,1.02978E+11
PRY,2022,1.03159E+11
PRY,2023,1.08316E+11
PRY,2024,1.12919E+11
PER,1990,1.39069E+11
PER,1991,1.42155E+11
PER,1992,1.41387E+11
PER,1993,1.48801E+11
PER,1994,1.67116E+11
PER,1995,1.79501E+11
PER,1996,1.84525E+11
PER,1997,1.96477E+11
PER,1998,1.95708E+11
PER,1999,1.98633E+11
PER,2000,2.03985E+11
PER,2001,2.05246E+11
PER,2002,2.16439E+11
PER,2003,2.25453E+11
PER,2004,2.36632E+11
PER,2005,2.51504E+11
PER,2006,2.7044E+11
PER,2007,2.93477E+11
PER,2008,3.20261E+11
PER,2009,3.23771E+11
PER,2010,3.50749E+11
PER,2011,3.72941E+11
PER,2012,3.95839E+11
PER,2013,4.19006E+11
PER,2014,4.28987E+11
PER,2015,4.42939E+11
PER,2016,4.60449E+11
PER,2017,4.72047E+11
PER,2018,4.90785E+11
PER,2019,5.01781E+11
PER,2020,4.4692E+11
PER,2021,5.0664E+11
PER,2022,5.20872E+11
PER,2023,5.18771E+11
PER,2024,5.35911E+11
PHL,1990,2.83126E+11
PHL,1991,2.81891E+11
PHL,1992,2.83068E+11
PHL,1993,2.89244E+11
PHL,1994,3.01895E+11
PHL,1995,3.15858E+11
PHL,1996,3.34369E+11
PHL,1997,3.5171E+11
PHL,1998,3.49902E+11
PHL,1999,3.61612E+11
PHL,2000,3.77459E+11
PHL,2001,3.88969E+11
PHL,2002,4.03424E+11
PHL,2003,4.23946E+11
PHL,2004,4.51796E+11
PHL,2005,4.74126E+11
PHL,2006,4.99332E+11
PHL,2007,5.31885E+11
PHL,2008,5.54993E+11
PHL,2009,5.63031E+11
PHL,2010,6.04327E+11
PHL,2011,6.27643E+11
PHL,2012,6.70931E+11
PHL,2013,7.16223E+11
PHL,2014,7.61688E+11
PHL,2015,8.10043E+11
PHL,2016,8.67956E+11
PHL,2017,9.28114E+11
PHL,2018,9.8697E+11
PHL,2019,1.04736E+12
PHL,2020,9.47668E+11
PHL,2021,1.00182E+12
PHL,2022,1.07777E+12
PHL,2023,1.13725E+12
PHL,2024,1.20199E+12
POL,1990,4.88636E+11
POL,1991,4.54355E+11
POL,1992,4.65782E+11
POL,1993,4.83195E+11
POL,1994,5.08769E+11
POL,1995,5.49113E+11
POL,1996,5.82575E+11
POL,1997,6.19621E+11
POL,1998,6.48257E+11
POL,1999,6.7872E+11
POL,2000,7.10323E+11
POL,2001,7.19087E+11
POL,2002,7.32758E+11
POL,2003,7.58576E+11
POL,2004,7.97193E+11
POL,2005,8.23188E+11
POL,2006,8.74244E+11
POL,2007,9.33346E+11
POL,2008,9.74262E+11
POL,2009,9.9974E+11
POL,2010,1.03142E+12
POL,2011,1.08563E+12
POL,2012,1.10204E+12
POL,2013,1.10958E+12
POL,2014,1.15308E+12
POL,2015,1.20418E+12
POL,2016,1.24068E+12
POL,2017,1.30461E+12
POL,2018,1.38609E+12
POL,2019,1.44958E+12
POL,2020,1.42008E+12
POL,2021,1.51845E+12
POL,2022,1.59825E+12
POL,2023,1.60224E+12
POL,2024,1.64908E+12
PRT,1990,2.71449E+11
PRT,1991,2.83307E+11
PRT,1992,2.86393E+11
PRT,1993,2.80542E+11
PRT,1994,2.83248E+11
PRT,1995,2.95379E+11
PRT,1996,3.0573E+11
PRT,1997,3.19185E+11
PRT,1998,3.34531E+11
PRT,1999,3.476E+11
PRT,2000,3.60865E+11
PRT,2001,3.67879E+11
PRT,2002,3.70715E+11
PRT,2003,3.67265E+11
PRT,2004,3.73835E+11
PRT,2005,3.76758E+11
PRT,2006,3.8288E+11
PRT,2007,3.92477E+11
PRT,2008,3.9373E+11
PRT,2009,3.81438E+11
PRT,2010,3.88066E+11
PRT,2011,3.81416E+11
PRT,2012,3.65965E+11
PRT,2013,3.62364E+11
PRT,2014,3.6505E+11
PRT,2015,3.70854E+11
PRT,2016,3.78286E+11
PRT,2017,3.90825E+11
PRT,2018,4.0234E+11
PRT,2019,4.13387E+11
PRT,2020,3.7947E+11
PRT,2021,4.00564E+11
PRT,2022,4.28547E+11
PRT,2023,4.39745E+11
PRT,2024,4.48226E+11
PRI,1990,94575186676
PRI,1991,96754568943
PRI,1992,1.0117E+11
PRI,1993,1.05869E+11
PRI,1994,1.10301E+11
PRI,1995,1.15319E+11
PRI,1996,1.17987E+11
PRI,1997,1.23745E+11
PRI,1998,1.30589E+11
PRI,1999,1.37627E+11
PRI,2000,1.4213E+11
PRI,2001,1.51103E+11
PRI,2002,1.52488E+11
PRI,2003,1.5257E+11
PRI,2004,1.65917E+11
PRI,2005,1.62621E+11
PRI,2006,1.60329E+11
PRI,2007,1.58464E+11
PRI,2008,1.55542E+11
PRI,2009,1.52505E+11
PRI,2010,1.51875E+11
PRI,2011,1.51331E+11
PRI,2012,1.51375E+11
PRI,2013,1.5091E+11
PRI,2014,1.49114E+11
PRI,2015,1.47549E+11
PRI,2016,1.45685E+11
PRI,2017,1.41482E+11
PRI,2018,1.35311E+11
PRI,2019,1.37578E+11
PRI,2020,1.31826E+11
PRI,2021,1.32334E+11
PRI,2022,1.36247E+11
PRI,2023,1.36926E+11
PRI,2024,1.41344E+11
QAT,1990,31509683796
QAT,1991,30985919584
QAT,1992,34496787789
QAT,1993,34039658398
QAT,1994,34522581897
QAT,1995,35350860186
QAT,1996,36897075196
QAT,1997,47970640099
QAT,1998,53352299487
QAT,1999,55637946354
QAT,2000,60104630486
QAT,2001,62447621175
QAT,2002,66932704049
QAT,2003,69422572980
QAT,2004,82764838508
QAT,2005,88966207967
QAT,2006,1.12249E+11
QAT,2007,1.32438E+11
QAT,2008,1.55831E+11
QAT,2009,1.74463E+11
QAT,2010,2.08644E+11
QAT,2011,2.36551E+11
QAT,2012,2.47739E+11
QAT,2013,2.61504E+11
QAT,2014,2.75453E+11
QAT,2015,2.88547E+11
QAT,2016,2.97388E+11
QAT,2017,2.92935E+11
QAT,2018,2.96552E+11
QAT,2019,2.98593E+11
QAT,2020,2.8797E+11
QAT,2021,2.92655E+11
QAT,2022,3.04903E+11
QAT,2023,3.08522E+11
QAT,2024,3.17064E+11
ROU,1990,3.7854E+11
ROU,1991,3.29639E+11
ROU,1992,3.00739E+11
ROU,1993,3.05337E+11
ROU,1994,3.17343E+11
ROU,1995,3.37124E+11
ROU,1996,3.50298E+11
ROU,1997,3.33312E+11
ROU,1998,3.26546E+11
ROU,1999,3.25316E+11
ROU,2000,3.33323E+11
ROU,2001,3.50717E+11
ROU,2002,3.70718E+11
ROU,2003,3.79397E+11
ROU,2004,4.18961E+11
ROU,2005,4.38519E+11
ROU,2006,4.73726E+11
ROU,2007,5.07995E+11
ROU,2008,5.55276E+11
ROU,2009,5.24643E+11
ROU,2010,5.04152E+11
ROU,2011,5.26816E+11
ROU,2012,5.36845E+11
ROU,2013,5.38341E+11
ROU,2014,5.605E+11
ROU,2015,5.78195E+11
ROU,2016,5.94731E+11
ROU,2017,6.43472E+11
ROU,2018,6.82858E+11
ROU,2019,7.09649E+11
ROU,2020,6.83573E+11
ROU,2021,7.21482E+11
ROU,2022,7.50091E+11
ROU,2023,7.68126E+11
ROU,2024,7.74376E+11
RUS,1990,4.38635E+12
RUS,1991,4.16497E+12
RUS,1992,3.55975E+12
RUS,1993,3.25118E+12
RUS,1994,2.84251E+12
RUS,1995,2.72473E+12
RUS,1996,2.62241E+12
RUS,1997,2.65913E+12
RUS,1998,2.51819E+12
RUS,1999,2.67936E+12
RUS,2000,2.94729E+12
RUS,2001,3.09761E+12
RUS,2002,3.24319E+12
RUS,2003,3.47995E+12
RUS,2004,3.7305E+12
RUS,2005,3.96925E+12
RUS,2006,4.29473E+12
RUS,2007,4.65978E+12
RUS,2008,4.90209E+12
RUS,2009,4.51973E+12
RUS,2010,4.72312E+12
RUS,2011,4.92621E+12
RUS,2012,5.12445E+12
RUS,2013,5.2144E+12
RUS,2014,5.25279E+12
RUS,2015,5.14917E+12
RUS,2016,5.15914E+12
RUS,2017,5.25334E+12
RUS,2018,5.40081E+12
RUS,2019,5.51953E+12
RUS,2020,5.37306E+12
RUS,2021,5.68827E+12
RUS,2022,5.60659E+12
RUS,2023,5.83548E+12
RUS,2024,6.089E+12
RWA,1990,8282405773
RWA,1991,8074154648
RWA,1992,8548327566
RWA,1993,7855170023
RWA,1994,3908098918
RWA,1995,5284690742
RWA,1996,5958261346
RWA,1997,6783465795
RWA,1998,7384390610
RWA,1999,7705751042
RWA,2000,8350791443
RWA,2001,9059319382
RWA,2002,10254431465
RWA,2003,10480273783
RWA,2004,11260809714
RWA,2005,12316837094
RWA,2006,13453320985
RWA,2007,14480253093
RWA,2008,16096429954
RWA,2009,17102176347
RWA,2010,18356562227
RWA,2011,19817448801
RWA,2012,21529975256
RWA,2013,22546157485
RWA,2014,23936616478
RWA,2015,26056648034
RWA,2016,27612424110
RWA,2017,28694326087
RWA,2018,31138068964
RWA,2019,34079802278
RWA,2020,32930056261
RWA,2021,36505744034
RWA,2022,39485053448
RWA,2023,42742532065
RWA,2024,46542623255
KNA,1990,579230492
KNA,1991,568429644
KNA,1992,592695757
KNA,1993,633010622
KNA,1994,666571067
KNA,1995,702453538
KNA,1996,743496761
KNA,1997,794232733
KNA,1998,790366839
KNA,1999,815815753
KNA,2000,897746566
KNA,2001,944909232
KNA,2002,957832898
KNA,2003,920157548
KNA,2004,956930233
KNA,2005,1050066537
KNA,2006,1083147636
KNA,2007,1089653046
KNA,2008,1212969471
KNA,2009,1171671013
KNA,2010,1171036035
KNA,2011,1189967089
KNA,2012,1181189455
KNA,2013,1248839492
KNA,2014,1343463636
KNA,2015,1352789095
KNA,2016,1405990275
KNA,2017,1409096686
KNA,2018,1437328297
KNA,2019,1479560547
KNA,2020,1253159832
KNA,2021,1257766533
KNA,2022,1387849830
KNA,2023,1447923711
KNA,2024,1464812876
LCA,1990,2374193748
LCA,1991,2383113072
LCA,1992,2572643851
LCA,1993,2587647504
LCA,1994,2629012606
LCA,1995,2674973684
LCA,1996,2753152143
LCA,1997,2734041684
LCA,1998,2905916428
LCA,1999,2983521934
LCA,2000,2984976358
LCA,2001,2883246454
LCA,2002,2895253748
LCA,2003,3018725072
LCA,2004,3238108166
LCA,2005,3224822055
LCA,2006,3424608079
LCA,2007,3482539385
LCA,2008,3654901471
LCA,2009,3551507980
LCA,2010,3563228615
LCA,2011,3717407479
LCA,2012,3713364570
LCA,2013,3645826785
LCA,2014,3694246654
LCA,2015,3698011750
LCA,2016,3824774865
LCA,2017,3954045607
LCA,2018,4068190166
LCA,2019,4039699719
LCA,2020,3055569354
LCA,2021,3409978230
LCA,2022,4105219705
LCA,2023,4195940247
LCA,2024,4359235762
VCT,1990,834942552
VCT,1991,844423952
VCT,1992,898280811
VCT,1993,936464310
VCT,1994,924780762
VCT,1995,996605250
VCT,1996,1009440648
VCT,1997,1044823066
VCT,1998,1087558366
VCT,1999,1117034577
VCT,2000,1135343130
VCT,2001,1155191551
VCT,2002,1216903351
VCT,2003,1298330451
VCT,2004,1351752839
VCT,2005,1385391984
VCT,2006,1482326839
VCT,2007,1531584095
VCT,2008,1537781509
VCT,2009,1516587902
VCT,2010,1448789327
VCT,2011,1440005655
VCT,2012,1456840937
VCT,2013,1492715414
VCT,2014,1511378154
VCT,2015,1553442244
VCT,2016,1617846898
VCT,2017,1641286760
VCT,2018,1693407650
VCT,2019,1704726869
VCT,2020,1631953369
VCT,2021,1666116701
VCT,2022,1717946809
VCT,2023,1809450922
VCT,2024,1882947831
WSM,1990,674634233
WSM,1991,659117562
WSM,1992,657799412
WSM,1993,684769128
WSM,1994,667361609
WSM,1995,711898941
WSM,1996,763005944
WSM,1997,767915315
WSM,1998,784770210
WSM,1999,801920848
WSM,2000,842763035
WSM,2001,905044311
WSM,2002,956197046
WSM,2003,1006040050
WSM,2004,1037099124
WSM,2005,1105954247
WSM,2006,1129534598
WSM,2007,1135023939
WSM,2008,1175386578
WSM,2009,1169019772
WSM,2010,1240618959
WSM,2011,1288371350
WSM,2012,1240287654
WSM,2013,1241618399
WSM,2014,1249812134
WSM,2015,1297934423
WSM,2016,1401559728
WSM,2017,1421269615
WSM,2018,1412604886
WSM,2019,1475492063
WSM,2020,1429627218
WSM,2021,1328426324
WSM,2022,1257936159
WSM,2023,1373775088
WSM,2024,1503216991
SMR,1997,1726614182
SMR,1998,1855516616
SMR,1999,2023428998
SMR,2000,2067527199
SMR,2001,2182860956
SMR,2002,2189645294
SMR,2003,2274449527
SMR,2004,2377910691
SMR,2005,2435577570
SMR,2006,2528862226
SMR,2007,2708647200
SMR,2008,2695078523
SMR,2009,2416920639
SMR,2010,2284626035
SMR,2011,2094664553
SMR,2012,1947105188
SMR,2013,1931840426
SMR,2014,1918271749
SMR,2015,1962229053
SMR,2016,2008231666
SMR,2017,2013418234
SMR,2018,2043496796
SMR,2019,2085709006
SMR,2020,1947052932
SMR,2021,2217650250
SMR,2022,2392810056
STP,1990,477556464
STP,1991,483291939
STP,1992,486674968
STP,1993,492028386
STP,1994,502853019
STP,1995,512910088
STP,1996,520603744
STP,1997,525790628
STP,1998,538935331
STP,1999,552408748
STP,2000,554885573
STP,2001,571889947
STP,2002,591106525
STP,2003,640118238
STP,2004,662765019
STP,2005,706604438
STP,2006,769252760
STP,2007,797264883
STP,2008,846924799
STP,2009,874893641
STP,2010,887566084
STP,2011,905312365
STP,2012,931955190
STP,2013,979668288
STP,2014,1027732877
STP,2015,1043556924
STP,2016,1097580036
STP,2017,1142723280
STP,2018,1192753169
STP,2019,1216778995
STP,2020,1248717734
STP,2021,1272434617
STP,2022,1274581195
STP,2023,1279325859
STP,2024,1290839799
SAU,1990,6.93737E+11
SAU,1991,7.50767E+11
SAU,1992,7.85157E+11
SAU,1993,7.88139E+11
SAU,1994,7.9565E+11
SAU,1995,7.9813E+11
SAU,1996,8.24505E+11
SAU,1997,8.46333E+11
SAU,1998,8.70062E+11
SAU,1999,8.64551E+11
SAU,2000,9.05342E+11
SAU,2001,9.08462E+11
SAU,2002,9.02208E+11
SAU,2003,9.8132E+11
SAU,2004,1.06602E+12
SAU,2005,1.12939E+12
SAU,2006,1.16681E+12
SAU,2007,1.19264E+12
SAU,2008,1.26704E+12
SAU,2009,1.25352E+12
SAU,2010,1.3167E+12
SAU,2011,1.47152E+12
SAU,2012,1.55631E+12
SAU,2013,1.60215E+12
SAU,2014,1.66663E+12
SAU,2015,1.74421E+12
SAU,2016,1.77394E+12
SAU,2017,1.79491E+12
SAU,2018,1.85283E+12
SAU,2019,1.88343E+12
SAU,2020,1.81177E+12
SAU,2021,1.92989E+12
SAU,2022,2.16149E+12
SAU,2023,2.17321E+12
SAU,2024,2.2125E+12
SEN,1990,22569745551
