Code,Year,"GDP, PPP (constant 2021 international $)"
SEN,1991,23170092355
SEN,1992,23475991569
SEN,1993,23795315059
SEN,1994,23784007300
SEN,1995,25084655922
SEN,1996,25591360254
SEN,1997,26370770987
SEN,1998,27926245460
SEN,1999,29680937545
SEN,2000,30834698201
SEN,2001,32163936241
SEN,2002,32186031763
SEN,2003,33986502591
SEN,2004,35564595805
SEN,2005,37097514716
SEN,2006,37962172824
SEN,2007,39035408701
SEN,2008,40480955880
SEN,2009,41595034082
SEN,2010,43005475623
SEN,2011,43579207837
SEN,2012,45323681588
SEN,2013,46417063409
SEN,2014,49306095988
SEN,2015,52445436642
SEN,2016,55778904558
SEN,2017,59910719208
SEN,2018,63630720168
SEN,2019,66566404953
SEN,2020,67459775215
SEN,2021,71874343647
SEN,2022,74641816329
SEN,2023,77819640032
SEN,2024,83182975384
SRB,1995,72043035458
SRB,1996,76484461156
SRB,1997,83316980691
SRB,1998,87768308823
SRB,1999,78705785762
SRB,2000,83471493702
SRB,2001,89129624837
SRB,2002,94959636555
SRB,2003,99289501144
SRB,2004,1.05929E+11
SRB,2005,1.12182E+11
SRB,2006,1.16558E+11
SRB,2007,1.25687E+11
SRB,2008,1.32174E+11
SRB,2009,1.2802E+11
SRB,2010,1.30082E+11
SRB,2011,1.30153E+11
SRB,2012,1.29575E+11
SRB,2013,1.3016E+11
SRB,2014,1.27812E+11
SRB,2015,1.29468E+11
SRB,2016,1.3332E+11
SRB,2017,1.36471E+11
SRB,2018,1.42816E+11
SRB,2019,1.496E+11
SRB,2020,1.48179E+11
SRB,2021,1.59957E+11
SRB,2022,1.64166E+11
SRB,2023,1.70482E+11
SRB,2024,1.77093E+11
SYC,1990,1075888256
SYC,1991,1105587358
SYC,1992,1184891625
SYC,1993,1271428653
SYC,1994,1240449419
SYC,1995,1246466054
SYC,1996,1371087057
SYC,1997,1538272501
SYC,1998,1576228466
SYC,1999,1605735544
SYC,2000,1674030661
SYC,2001,1636010698
SYC,2002,1655852774
SYC,2003,1558370594
SYC,2004,1513949957
SYC,2005,1650292683
SYC,2006,1805521335
SYC,2007,1965780608
SYC,2008,1912194485
SYC,2009,1864783995
SYC,2010,1948794976
SYC,2011,2134121157
SYC,2012,2200506804
SYC,2013,2228095328
SYC,2014,2318638255
SYC,2015,2525321875
SYC,2016,2831328441
SYC,2017,3028223613
SYC,2018,3177801892
SYC,2019,3353035170
SYC,2020,2959393508
SYC,2021,2975737695
SYC,2022,3353967909
SYC,2023,3429742537
SYC,2024,3548606461
SLE,1990,11356748561
SLE,1991,11623854902
SLE,1992,9413821860
SLE,1993,9543219543
SLE,1994,9357376293
SLE,1995,8608809357
SLE,1996,8759792402
SLE,1997,8244972329
SLE,1998,8392146127
SLE,1999,8226041498
SLE,2000,8773297814
SLE,2001,8216592097
SLE,2002,10395972079
SLE,2003,11381887755
SLE,2004,12119302729
SLE,2005,12646916560
SLE,2006,13188597971
SLE,2007,13683138485
SLE,2008,14187507138
SLE,2009,14404689957
SLE,2010,15320203933
SLE,2011,16561240828
SLE,2012,18313143810
SLE,2013,20998459387
SLE,2014,19357426610
SLE,2015,18512797700
SLE,2016,19704547301
SLE,2017,20336641765
SLE,2018,20925154977
SLE,2019,22076605441
SLE,2020,21799908521
SLE,2021,23085417016
SLE,2022,24312073257
SLE,2023,25700297964
SLE,2024,26728309889
SGP,1990,1.38851E+11
SGP,1991,1.48138E+11
SGP,1992,1.57974E+11
SGP,1993,1.76077E+11
SGP,1994,1.95614E+11
SGP,1995,2.0965E+11
SGP,1996,2.25314E+11
SGP,1997,2.44052E+11
SGP,1998,2.38705E+11
SGP,1999,2.52355E+11
SGP,2000,2.75163E+11
SGP,2001,2.72217E+11
SGP,2002,2.82897E+11
SGP,2003,2.95764E+11
SGP,2004,3.25162E+11
SGP,2005,3.49115E+11
SGP,2006,3.80559E+11
SGP,2007,4.14891E+11
SGP,2008,4.22622E+11
SGP,2009,4.23163E+11
SGP,2010,4.84605E+11
SGP,2011,5.14723E+11
SGP,2012,5.37554E+11
SGP,2013,5.63451E+11
SGP,2014,5.85626E+11
SGP,2015,6.03059E+11
SGP,2016,6.25659E+11
SGP,2017,6.53669E+11
SGP,2018,6.76234E+11
SGP,2019,6.85079E+11
SGP,2020,6.58945E+11
SGP,2021,7.23237E+11
SGP,2022,7.52948E+11
SGP,2023,7.66662E+11
SGP,2024,8.00304E+11
SXM,2009,1707402664
SXM,2010,1762039424
SXM,2011,1843093298
SXM,2012,1868722332
SXM,2013,1893141506
SXM,2014,1923060378
SXM,2015,1925095229
SXM,2016,1943725499
SXM,2017,1797261623
SXM,2018,1674023699
SXM,2019,1857580414
SXM,2020,1610210354
SXM,2021,1683919292
SXM,2022,1848943401
SXM,2023,1919203250
SXM,2024,1986375364
SVK,1990,92847006327
SVK,1991,79315666837
SVK,1992,73984473341
SVK,1993,75391161405
SVK,1994,80069582935
SVK,1995,84748444449
SVK,1996,89934692277
SVK,1997,94868365767
SVK,1998,98498131648
SVK,1999,98031978198
SVK,2000,98805670567
SVK,2001,1.01696E+11
SVK,2002,1.06188E+11
SVK,2003,1.11345E+11
SVK,2004,1.17346E+11
SVK,2005,1.24956E+11
SVK,2006,1.36109E+11
SVK,2007,1.50834E+11
SVK,2008,1.58924E+11
SVK,2009,1.50175E+11
SVK,2010,1.60373E+11
SVK,2011,1.64482E+11
SVK,2012,1.67063E+11
SVK,2013,1.68238E+11
SVK,2014,1.72794E+11
SVK,2015,1.81739E+11
SVK,2016,1.85279E+11
SVK,2017,1.90605E+11
SVK,2018,1.98348E+11
SVK,2019,2.02862E+11
SVK,2020,1.97617E+11
SVK,2021,2.08881E+11
SVK,2022,2.09794E+11
SVK,2023,2.14343E+11
SVK,2024,2.18762E+11
SVN,1990,50656201416
SVN,1991,46147744817
SVN,1992,43626371509
SVN,1993,44866852182
SVN,1994,47257127335
SVN,1995,49198052389
SVN,1996,50631495577
SVN,1997,53249821486
SVN,1998,54881303340
SVN,1999,57772454244
SVN,2000,59793288141
SVN,2001,61484651790
SVN,2002,63502936957
SVN,2003,65531875588
SVN,2004,68510969163
SVN,2005,71151469411
SVN,2006,75355654130
SVN,2007,80735468570
SVN,2008,83458061254
SVN,2009,77123105224
SVN,2010,77980819961
SVN,2011,78491935988
SVN,2012,76203473908
SVN,2013,75575727661
SVN,2014,77663759014
SVN,2015,79522490584
SVN,2016,81935532860
SVN,2017,86175206839
SVN,2018,89948891080
SVN,2019,93101827574
SVN,2020,89298617034
SVN,2021,96790459870
SVN,2022,99403065465
SVN,2023,1.01503E+11
SVN,2024,1.03118E+11
SLB,1990,779674239
SLB,1991,826454705
SLB,1992,931414439
SLB,1993,968671012
SLB,1994,1047133376
SLB,1995,1152774635
SLB,1996,1171333242
SLB,1997,1160626352
SLB,1998,1175615983
SLB,1999,1169905655
SLB,2000,1002878229
SLB,2001,923083159
SLB,2002,897236988
SLB,2003,955767946
SLB,2004,1029202464
SLB,2005,1104929555
SLB,2006,1150654637
SLB,2007,1192534697
SLB,2008,1266781544
SLB,2009,1303065561
SLB,2010,1429572224
SLB,2011,1535788720
SLB,2012,1573661291
SLB,2013,1656085581
SLB,2014,1675780040
SLB,2015,1703868562
SLB,2016,1798513887
SLB,2017,1853824448
SLB,2018,1904730383
SLB,2019,1938035861
SLB,2020,1872508009
SLB,2021,1920525664
SLB,2022,1966665936
SLB,2023,2018907701
SLB,2024,2070174670
SOM,1991,5702889586
SOM,1992,5218809870
SOM,1993,5427071510
SOM,1994,4458502628
SOM,1995,4636423474
SOM,1996,5009470805
SOM,1997,5068607199
SOM,1998,5402450670
SOM,1999,5797817975
SOM,2000,6210061056
SOM,2001,6651615916
SOM,2002,7159151990
SOM,2003,7705414423
SOM,2004,8253293607
SOM,2005,8840128724
SOM,2006,9413532246
SOM,2007,10043707224
SOM,2008,10716068331
SOM,2009,11433439658
SOM,2010,12198834346
SOM,2011,13015467248
SOM,2012,13886768431
SOM,2013,15408660851
SOM,2014,16792051332
SOM,2015,18548867333
SOM,2016,19853756518
SOM,2017,22779365499
SOM,2018,23247325438
SOM,2019,23903902757
SOM,2020,23245952366
SOM,2021,24049850383
SOM,2022,24705717291
SOM,2023,25747405283
SOM,2024,26770174820
ZAF,1990,4.41053E+11
ZAF,1991,4.36562E+11
ZAF,1992,4.27233E+11
ZAF,1993,4.32503E+11
ZAF,1994,4.46343E+11
ZAF,1995,4.6018E+11
ZAF,1996,4.79967E+11
ZAF,1997,4.92447E+11
ZAF,1998,4.94909E+11
ZAF,1999,5.06787E+11
ZAF,2000,5.28072E+11
ZAF,2001,5.4233E+11
ZAF,2002,5.62398E+11
ZAF,2003,5.78983E+11
ZAF,2004,6.05353E+11
ZAF,2005,6.37298E+11
ZAF,2006,6.73011E+11
ZAF,2007,7.09088E+11
ZAF,2008,7.31715E+11
ZAF,2009,7.20461E+11
ZAF,2010,7.42361E+11
ZAF,2011,7.65883E+11
ZAF,2012,7.84235E+11
ZAF,2013,8.03727E+11
ZAF,2014,8.15091E+11
ZAF,2015,8.25865E+11
ZAF,2016,8.31353E+11
ZAF,2017,8.4098E+11
ZAF,2018,8.54072E+11
ZAF,2019,8.56292E+11
ZAF,2020,8.03468E+11
ZAF,2021,8.4328E+11
ZAF,2022,8.59399E+11
ZAF,2023,8.65402E+11
ZAF,2024,8.7042E+11
,1990,2.25064E+12
,1991,2.28453E+12
,1992,2.40833E+12
,1993,2.524E+12
,1994,2.68446E+12
,1995,2.87748E+12
,1996,3.0813E+12
,1997,3.21043E+12
,1998,3.40266E+12
,1999,3.6823E+12
,2000,3.83256E+12
,2001,4.01019E+12
,2002,4.16118E+12
,2003,4.47127E+12
,2004,4.80877E+12
,2005,5.17744E+12
,2006,5.58506E+12
,2007,6.00591E+12
,2008,6.21449E+12
,2009,6.67561E+12
,2010,7.22172E+12
,2011,7.61386E+12
,2012,8.04259E+12
,2013,8.54495E+12
,2014,9.16395E+12
,2015,9.87053E+12
,2016,1.06585E+13
,2017,1.13817E+13
,2018,1.2113E+13
,2019,1.26147E+13
,2020,1.19947E+13
,2021,1.31034E+13
,2022,1.40444E+13
,2023,1.52445E+13
,2024,1.61925E+13
KOR,1990,5.9331E+11
KOR,1991,6.57258E+11
KOR,1992,6.97999E+11
KOR,1993,7.46003E+11
KOR,1994,8.15148E+11
KOR,1995,8.93521E+11
KOR,1996,9.64026E+11
KOR,1997,1.02351E+12
KOR,1998,9.71011E+11
KOR,1999,1.08236E+12
KOR,2000,1.18043E+12
KOR,2001,1.23771E+12
KOR,2002,1.33332E+12
KOR,2003,1.37528E+12
KOR,2004,1.44676E+12
KOR,2005,1.5091E+12
KOR,2006,1.58854E+12
KOR,2007,1.68067E+12
KOR,2008,1.73131E+12
KOR,2009,1.74503E+12
KOR,2010,1.86378E+12
KOR,2011,1.93247E+12
KOR,2012,1.9789E+12
KOR,2013,2.04153E+12
KOR,2014,2.1069E+12
KOR,2015,2.16609E+12
KOR,2016,2.22992E+12
KOR,2017,2.30038E+12
KOR,2018,2.36726E+12
KOR,2019,2.42038E+12
KOR,2020,2.40321E+12
KOR,2021,2.50666E+12
KOR,2022,2.57215E+12
KOR,2023,2.60705E+12
ESP,1990,1.23494E+12
ESP,1991,1.26638E+12
ESP,1992,1.27815E+12
ESP,1993,1.26497E+12
ESP,1994,1.29511E+12
ESP,1995,1.33082E+12
ESP,1996,1.36552E+12
ESP,1997,1.41451E+12
ESP,1998,1.47536E+12
ESP,1999,1.54041E+12
ESP,2000,1.62052E+12
ESP,2001,1.68403E+12
ESP,2002,1.73043E+12
ESP,2003,1.78129E+12
ESP,2004,1.83677E+12
ESP,2005,1.902E+12
ESP,2006,1.97891E+12
ESP,2007,2.04883E+12
ESP,2008,2.06455E+12
ESP,2009,1.98676E+12
ESP,2010,1.98863E+12
ESP,2011,1.9759E+12
ESP,2012,1.91929E+12
ESP,2013,1.89189E+12
ESP,2014,1.92066E+12
ESP,2015,1.99865E+12
ESP,2016,2.05692E+12
ESP,2017,2.11649E+12
ESP,2018,2.16719E+12
ESP,2019,2.20969E+12
ESP,2020,1.96795E+12
ESP,2021,2.09947E+12
ESP,2022,2.2292E+12
ESP,2023,2.28885E+12
ESP,2024,2.36095E+12
LKA,1990,74593031179
LKA,1991,78024301098
LKA,1992,81457363521
LKA,1993,87077973127
LKA,1994,91954268850
LKA,1995,97011832013
LKA,1996,1.00698E+11
LKA,1997,1.07148E+11
LKA,1998,1.12183E+11
LKA,1999,1.17007E+11
LKA,2000,1.24028E+11
LKA,2001,1.22111E+11
LKA,2002,1.26952E+11
LKA,2003,1.34493E+11
LKA,2004,1.41817E+11
LKA,2005,1.50669E+11
LKA,2006,1.62222E+11
LKA,2007,1.73248E+11
LKA,2008,1.83557E+11
LKA,2009,1.90053E+11
LKA,2010,2.05287E+11
LKA,2011,2.23084E+11
LKA,2012,2.42341E+11
LKA,2013,2.52161E+11
LKA,2014,2.68243E+11
LKA,2015,2.79525E+11
LKA,2016,2.93652E+11
LKA,2017,3.12624E+11
LKA,2018,3.19845E+11
LKA,2019,3.1914E+11
LKA,2020,3.04382E+11
LKA,2021,3.17188E+11
LKA,2022,2.93878E+11
LKA,2023,2.87031E+11
LKA,2024,3.01407E+11
,1990,1.75037E+12
,1991,1.75856E+12
,1992,1.74963E+12
,1993,1.73241E+12
,1994,1.74902E+12
,1995,1.81118E+12
,1996,1.90543E+12
,1997,1.98609E+12
,1998,2.03871E+12
,1999,2.08603E+12
,2000,2.15728E+12
,2001,2.24933E+12
,2002,2.3855E+12
,2003,2.48322E+12
,2004,2.64859E+12
,2005,2.81152E+12
,2006,2.98407E+12
,2007,3.1685E+12
,2008,3.33651E+12
,2009,3.43735E+12
,2010,3.64369E+12
,2011,3.81133E+12
,2012,3.96311E+12
,2013,4.16235E+12
,2014,4.36643E+12
,2015,4.50455E+12
,2016,4.58045E+12
,2017,4.70837E+12
,2018,4.84755E+12
,2019,4.9868E+12
,2020,4.89666E+12
,2021,5.11049E+12
,2022,5.30737E+12
,2023,5.44453E+12
,2024,5.6416E+12
SDN,1990,65832468679
SDN,1991,70777086386
SDN,1992,75432705020
SDN,1993,78879036120
SDN,1994,79672740052
SDN,1995,84450787779
SDN,1996,89449534427
SDN,1997,1.0583E+11
SDN,1998,1.1039E+11
SDN,1999,1.13816E+11
SDN,2000,1.21039E+11
SDN,2001,1.28907E+11
SDN,2002,1.3665E+11
SDN,2003,1.45243E+11
SDN,2004,1.5271E+11
SDN,2005,1.61328E+11
SDN,2006,1.71866E+11
SDN,2007,1.81722E+11
SDN,2008,1.88713E+11
SDN,2009,1.8349E+11
SDN,2010,1.90569E+11
SDN,2011,1.84445E+11
SDN,2012,1.53081E+11
SDN,2013,1.56074E+11
SDN,2014,1.63349E+11
SDN,2015,1.66469E+11
SDN,2016,1.72242E+11
SDN,2017,1.73464E+11
SDN,2018,1.68813E+11
SDN,2019,1.65136E+11
SDN,2020,1.59142E+11
SDN,2021,1.56168E+11
SDN,2022,1.54672E+11
SDN,2023,1.09147E+11
SDN,2024,94419727846
SUR,1990,7069161061
SUR,1991,7260028349
SUR,1992,7289068463
SUR,1993,6800701010
SUR,1994,7031924770
SUR,1995,7031924770
SUR,1996,7102244104
SUR,1997,7507071853
SUR,1998,7679734630
SUR,1999,7572218309
SUR,2000,7731234807
SUR,2001,8055946702
SUR,2002,8281513265
SUR,2003,8803248554
SUR,2004,9551524697
SUR,2005,9981343329
SUR,2006,10559616805
SUR,2007,11099370327
SUR,2008,11559262393
SUR,2009,11907623766
SUR,2010,12523108019
SUR,2011,13255630651
SUR,2012,13612253476
SUR,2013,14011560990
SUR,2014,14047360953
SUR,2015,13567918528
SUR,2016,12901508432
SUR,2017,13103550934
SUR,2018,13751950156
SUR,2019,13912516519
SUR,2020,11689965333
SUR,2021,11405269573
SUR,2022,11679705719
SUR,2023,11976319643
SUR,2024,12316397542
SWE,1990,3.44111E+11
SWE,1991,3.40168E+11
SWE,1992,3.36227E+11
SWE,1993,3.29282E+11
SWE,1994,3.42504E+11
SWE,1995,3.56527E+11
SWE,1996,3.62606E+11
SWE,1997,3.73719E+11
SWE,1998,3.89586E+11
SWE,1999,4.05953E+11
SWE,2000,4.24753E+11
SWE,2001,4.30533E+11
SWE,2002,4.40339E+11
SWE,2003,4.48622E+11
SWE,2004,4.67372E+11
SWE,2005,4.80426E+11
SWE,2006,5.02891E+11
SWE,2007,5.19109E+11
SWE,2008,5.14317E+11
SWE,2009,4.9243E+11
SWE,2010,5.20748E+11
SWE,2011,5.37224E+11
SWE,2012,5.34997E+11
SWE,2013,5.41084E+11
SWE,2014,5.53506E+11
SWE,2015,5.77917E+11
SWE,2016,5.91496E+11
SWE,2017,6.02292E+11
SWE,2018,6.13753E+11
SWE,2019,6.29402E+11
SWE,2020,6.1678E+11
SWE,2021,6.53402E+11
SWE,2022,6.62937E+11
SWE,2023,6.6218E+11
SWE,2024,6.68628E+11
CHE,1990,4.29865E+11
CHE,1991,4.25929E+11
CHE,1992,4.25742E+11
CHE,1993,4.25206E+11
CHE,1994,4.30605E+11
CHE,1995,4.32676E+11
CHE,1996,4.34715E+11
CHE,1997,4.44545E+11
CHE,1998,4.58015E+11
CHE,1999,4.6563E+11
CHE,2000,4.84063E+11
CHE,2001,4.9169E+11
CHE,2002,4.9133E+11
CHE,2003,4.91171E+11
CHE,2004,5.04441E+11
CHE,2005,5.18312E+11
CHE,2006,5.39426E+11
CHE,2007,5.60552E+11
CHE,2008,5.76292E+11
CHE,2009,5.63053E+11
CHE,2010,5.81315E+11
CHE,2011,5.91854E+11
CHE,2012,5.98834E+11
CHE,2013,6.09566E+11
CHE,2014,6.2389E+11
CHE,2015,6.34151E+11
CHE,2016,6.47269E+11
CHE,2017,6.5609E+11
CHE,2018,6.74857E+11
CHE,2019,6.82564E+11
CHE,2020,6.67945E+11
CHE,2021,7.05081E+11
CHE,2022,7.26544E+11
CHE,2023,7.31508E+11
CHE,2024,7.41035E+11
SYR,1990,73316725295
SYR,1991,78937528716
SYR,1992,89177928601
SYR,1993,94663169864
SYR,1994,1.01491E+11
SYR,1995,1.08623E+11
SYR,1996,1.19295E+11
SYR,1997,1.25289E+11
SYR,1998,1.3379E+11
SYR,1999,1.29036E+11
SYR,2000,1.29907E+11
SYR,2001,1.31268E+11
SYR,2002,1.36459E+11
SYR,2003,1.46291E+11
SYR,2004,1.56389E+11
SYR,2005,1.66109E+11
SYR,2006,1.74491E+11
SYR,2007,1.84392E+11
SYR,2008,1.92647E+11
SYR,2009,2.04036E+11
SYR,2010,2.1463E+11
SYR,2011,2.20747E+11
SYR,2012,1.62604E+11
SYR,2013,1.19839E+11
SYR,2014,1.07483E+11
SYR,2015,1.02991E+11
SYR,2016,96393597835
SYR,2017,95696400507
SYR,2018,97029619867
SYR,2019,98214065502
SYR,2020,97529361721
SYR,2021,99337766654
SYR,2022,1.00066E+11
SYR,2023,98857637916
TJK,1990,22529307638
TJK,1991,20929726999
TJK,1992,14860105948
TJK,1993,12423048596
TJK,1994,9776939492
TJK,1995,8563003180
TJK,1996,7132981783
TJK,1997,7252863963
TJK,1998,7638199027
TJK,1999,7920778073
TJK,2000,8580129343
TJK,2001,9402177479
TJK,2002,10417613000
TJK,2003,11563550334
TJK,2004,12754595896
TJK,2005,13609153632
TJK,2006,14561794823
TJK,2007,15697614837
TJK,2008,16937726138
TJK,2009,17598297652
TJK,2010,18742186838
TJK,2011,20129108777
TJK,2012,21638791827
TJK,2013,23240062367
TJK,2014,24797146706
TJK,2015,26289762181
TJK,2016,28103755771
TJK,2017,30099122549
TJK,2018,32386655528
TJK,2019,34783268090
TJK,2020,36313732274
TJK,2021,39727222945
TJK,2022,42905400915
TJK,2023,46466548855
TJK,2024,50369738870
TZA,1990,45548129428
TZA,1991,46491881301
TZA,1992,46763543653
TZA,1993,47327418840
TZA,1994,48069352690
TZA,1995,49785386216
TZA,1996,52047816781
TZA,1997,53882647114
TZA,1998,55880891332
TZA,1999,58598861751
TZA,2000,61247990089
TZA,2001,64966238148
TZA,2002,69574420093
TZA,2003,74216974922
TZA,2004,79786079165
TZA,2005,85751141168
TZA,2006,91352595553
TZA,2007,97535828141
TZA,2008,1.03082E+11
TZA,2009,1.08514E+11
TZA,2010,1.1539E+11
TZA,2011,1.24242E+11
TZA,2012,1.29834E+11
TZA,2013,1.38638E+11
TZA,2014,1.47972E+11
TZA,2015,1.57088E+11
TZA,2016,1.67876E+11
TZA,2017,1.79228E+11
TZA,2018,1.89028E+11
TZA,2019,1.99992E+11
TZA,2020,2.03976E+11
TZA,2021,2.1279E+11
TZA,2022,2.22506E+11
TZA,2023,2.33786E+11
TZA,2024,2.46706E+11
THA,1990,4.7633E+11
THA,1991,5.17096E+11
THA,1992,5.58895E+11
THA,1993,6.05014E+11
THA,1994,6.53398E+11
THA,1995,7.06456E+11
THA,1996,7.46384E+11
THA,1997,7.25832E+11
THA,1998,6.70422E+11
THA,1999,7.01075E+11
THA,2000,7.3231E+11
THA,2001,7.57532E+11
THA,2002,8.04113E+11
THA,2003,8.61923E+11
THA,2004,9.16132E+11
THA,2005,9.54497E+11
THA,2006,1.00191E+12
THA,2007,1.05637E+12
THA,2008,1.0746E+12
THA,2009,1.06718E+12
THA,2010,1.14736E+12
THA,2011,1.157E+12
THA,2012,1.2408E+12
THA,2013,1.27414E+12
THA,2014,1.28669E+12
THA,2015,1.32701E+12
THA,2016,1.3726E+12
THA,2017,1.42994E+12
THA,2018,1.49033E+12
THA,2019,1.52184E+12
THA,2020,1.42977E+12
THA,2021,1.45196E+12
THA,2022,1.48943E+12
THA,2023,1.51948E+12
THA,2024,1.55786E+12
TGO,1990,8682094114
TGO,1991,8621322278
TGO,1992,8278134439
TGO,1993,7028481545
TGO,1994,8081517772
TGO,1995,8715580106
TGO,1996,9485707209
TGO,1997,10849503150
TGO,1998,10599977969
TGO,1999,10863043075
TGO,2000,10777933347
TGO,2001,10866683027
TGO,2002,11282509973
TGO,2003,12040713984
TGO,2004,11922875690
TGO,2005,11366518616
TGO,2006,11667746374
TGO,2007,11530636307
TGO,2008,11995971886
TGO,2009,12650211079
TGO,2010,13390799053
TGO,2011,14170579058
TGO,2012,15063707495
TGO,2013,15941057864
TGO,2014,16839055947
TGO,2015,17759820796
TGO,2016,18508378702
TGO,2017,19250219185
TGO,2018,20173278798
TGO,2019,21166394368
TGO,2020,21588061755
TGO,2021,22881375789
TGO,2022,24199238355
TGO,2023,25749906711
TGO,2024,27114653136
TON,1990,447435576
TON,1991,476138360
TON,1992,477338102
TON,1993,495181278
TON,1994,519705236
TON,1995,552073310
TON,1996,552586287
TON,1997,549267797
TON,1998,561860182
TON,1999,574796802
TON,2000,596375234
TON,2001,605276023
TON,2002,632085051
TON,2003,632412506
TON,2004,619966960
TON,2005,615889743
TON,2006,602551644
TON,2007,587702917
TON,2008,616281978
TON,2009,584671777
TON,2010,589491793
TON,2011,629009539
TON,2012,634794924
TON,2013,637295524
TON,2014,649981132
TON,2015,657220258
TON,2016,700588243
TON,2017,723023319
TON,2018,727994440
TON,2019,726477057
TON,2020,739433019
TON,2021,742114235
TON,2022,724972402
TON,2023,740081956
TTO,1990,14882188253
TTO,1991,15345382651
TTO,1992,16894188978
TTO,1993,16781147465
TTO,1994,17379761303
TTO,1995,18041915113
TTO,1996,19329111481
TTO,1997,20783212438
TTO,1998,22471757833
TTO,1999,24275075421
TTO,2000,25950385667
TTO,2001,27032133716
TTO,2002,29177595692
TTO,2003,33391129234
TTO,2004,36045741208
TTO,2005,38283798887
TTO,2006,43340345481
TTO,2007,45400836390
TTO,2008,46940713392
TTO,2009,44879204353
TTO,2010,46370641162
TTO,2011,46234147135
TTO,2012,49336497089
TTO,2013,50986608765
TTO,2014,52870750137
TTO,2015,52572127177
TTO,2016,48679974310
TTO,2017,46334286468
TTO,2018,45877650453
TTO,2019,46094107348
TTO,2020,41990443713
TTO,2021,41607493861
TTO,2022,42057779455
TTO,2023,42657991660
TTO,2024,43362105898
TUN,1990,56128641746
TUN,1991,58320209991
TUN,1992,62872527463
TUN,1993,64249328216
TUN,1994,66291436138
TUN,1995,67850391855
TUN,1996,72699035794
TUN,1997,76654549258
TUN,1998,80321520823
TUN,1999,85184695317
TUN,2000,89196871393
TUN,2001,92583026945
TUN,2002,93807490386
TUN,2003,98218693376
TUN,2004,1.04343E+11
TUN,2005,1.07981E+11
TUN,2006,1.13644E+11
TUN,2007,1.21269E+11
TUN,2008,1.26408E+11
TUN,2009,1.30255E+11
TUN,2010,1.34125E+11
TUN,2011,1.3138E+11
TUN,2012,1.3692E+11
TUN,2013,1.40247E+11
TUN,2014,1.44581E+11
TUN,2015,1.4598E+11
TUN,2016,1.47612E+11
TUN,2017,1.50915E+11
TUN,2018,1.54876E+11
TUN,2019,1.57336E+11
TUN,2020,1.43157E+11
TUN,2021,1.49937E+11
TUN,2022,1.53945E+11
TUN,2023,1.54006E+11
TUN,2024,1.56086E+11
TUR,1990,6.72762E+11
TUR,1991,6.77607E+11
TUR,1992,7.11729E+11
TUR,1993,7.66185E+11
TUR,1994,7.30419E+11
TUR,1995,7.87963E+11
TUR,1996,8.46112E+11
TUR,1997,9.10228E+11
TUR,1998,9.32111E+11
TUR,1999,9.01695E+11
TUR,2000,9.64211E+11
TUR,2001,9.08769E+11
TUR,2002,9.67364E+11
TUR,2003,1.02312E+12
TUR,2004,1.12334E+12
TUR,2005,1.22435E+12
TUR,2006,1.30942E+12
TUR,2007,1.37546E+12
TUR,2008,1.38667E+12
TUR,2009,1.31979E+12
TUR,2010,1.43101E+12
TUR,2011,1.59129E+12
TUR,2012,1.66748E+12
TUR,2013,1.80898E+12
TUR,2014,1.89834E+12
TUR,2015,2.01385E+12
TUR,2016,2.08077E+12
TUR,2017,2.23687E+12
TUR,2018,2.30427E+12
TUR,2019,2.32313E+12
TUR,2020,2.36634E+12
TUR,2021,2.63703E+12
TUR,2022,2.78295E+12
TUR,2023,2.92519E+12
TUR,2024,3.01833E+12
TKM,1990,29804326740
TKM,1991,28431759044
TKM,1992,24176665797
TKM,1993,24539315826
TKM,1994,20294048427
TKM,1995,18832868633
TKM,1996,20094669355
TKM,1997,17803877003
TKM,1998,19067952331
TKM,1999,22214164370
TKM,2000,23429071266
TKM,2001,24446793974
TKM,2002,24509666221
TKM,2003,25310845190
TKM,2004,26576490575
TKM,2005,30040479624
TKM,2006,33336914076
TKM,2007,37023743238
TKM,2008,42466233494
TKM,2009,45056673786
TKM,2010,49201887769
TKM,2011,56434565235
TKM,2012,62698801955
TKM,2013,69094079818
TKM,2014,76210770019
TKM,2015,81164470001
TKM,2016,86196667114
TKM,2017,91799450517
TKM,2018,97491016395
TKM,2019,1.03633E+11
TKM,2020,1.09747E+11
TKM,2021,1.16552E+11
TKM,2022,1.23778E+11
TKM,2023,1.31576E+11
TKM,2024,1.34555E+11
TCA,2007,574756617
TCA,2008,622299870
TCA,2009,500638710
TCA,2010,505569625
TCA,2011,528929464
TCA,2012,514825265
TCA,2013,520338429
TCA,2014,565666649
TCA,2015,629670865
TCA,2016,675329472
TCA,2017,658512265
TCA,2018,1258660844
TCA,2019,1321363621
TCA,2020,874516799
TCA,2021,1133630688
TCA,2022,1293326643
TCA,2023,1470915240
TCA,2024,1553828160
TUV,1990,26255744
TUV,1991,27203362
TUV,1992,27962006
TUV,1993,29111475
TUV,1994,32105118
TUV,1995,30498432
TUV,1996,28680308
TUV,1997,31549286
TUV,1998,36439793
TUV,1999,35869922
TUV,2000,35521808
TUV,2001,35521808
TUV,2002,38904838
TUV,2003,37213323
TUV,2004,36367565
TUV,2005,34676051
TUV,2006,35521808
TUV,2007,38059080
TUV,2008,40596352
TUV,2009,38059080
TUV,2010,37213323
TUV,2011,39750595
